,Algaater
192,43.375
193,62.5
194,62.5
195,63.5
196,63.5
197,64.4
198,64.4
199,63.5
200,58.9
201,43.375
202,41.975
203,61.3
204,54.0
205,63.5
206,62.5
207,63.5
208,41.8125
209,64.4
210,62.5
211,62.5
212,43.4125
213,62.5
214,63.5
215,64.4
216,42.9875
217,63.5
218,43.4125
219,64.4
220,63.5
221,43.4125
222,63.5
223,62.5
224,63.5
225,49.575
226,43.375
227,62.5
228,63.5
229,56.3
230,63.5
231,62.5
232,64.4
233,41.7
234,62.5
235,62.5
236,62.5
237,45.0
238,43.375
239,62.5
240,62.5
241,43.375
242,64.4
243,62.5
244,63.5
245,43.4125
246,62.5
247,44.4
248,63.5
249,63.5
250,63.5
251,63.5
252,62.5
253,43.4125
254,45.4
255,43.4125
256,62.5
257,63.5
258,64.4
259,64.4
260,63.5
261,63.5
262,63.5
263,62.5
264,62.5
265,63.5
266,64.4
267,64.4
268,62.5
269,63.5
270,63.5
271,63.5
272,43.375
273,63.5
274,62.5
275,45.0
276,43.375
277,63.5
278,64.4
279,63.5
280,53.1
281,64.4
282,62.5
283,62.5
284,64.4
285,63.5
286,62.5
287,64.4
288,64.4
289,64.4
290,62.5
291,62.5
292,42.9875
293,42.9875
294,63.5
295,62.5
296,63.5
297,64.4
298,64.4
299,64.4
300,62.5
301,63.5
302,63.5
303,62.5
304,63.5
305,62.5
306,64.4
307,63.5
308,43.375
309,63.5
310,63.5
311,64.4
312,44.6
313,63.5
314,62.5
315,62.5
316,64.4
317,42.9875
318,62.5
319,45.0
320,62.5
321,63.5
322,63.5
323,62.9
324,64.4
325,62.5
326,63.5
327,64.4
328,63.5
329,62.5
330,63.5
331,43.4125
332,62.5
333,64.4
334,64.4
335,63.5
336,62.5
337,43.4125
338,64.4
339,62.5
340,63.5
341,63.5
342,62.5
343,62.5
344,62.5
345,54.4
346,64.4
347,43.4125
348,42.0125
349,42.9875
350,44.8
351,43.375
352,64.4
353,64.4
354,62.5
355,64.4
356,43.375
357,63.5
358,63.5
359,62.5
360,43.375
361,63.5
362,62.5
363,64.4
364,42.9875
365,64.4
366,62.5
367,49.275
368,63.5
369,63.5
370,45.775
371,43.4125
372,43.4125
373,62.5
374,63.5
375,64.4
376,63.5
377,45.0
378,62.5
379,53.8
380,41.7875
381,63.5
382,49.575
383,62.5
384,42.2375
385,63.5
386,44.4
387,63.5
388,64.4
389,62.5
390,64.4
391,43.4125
392,43.375
393,62.5
394,64.4
395,63.5
396,64.4
397,63.5
398,62.5
399,45.4
400,62.5
401,63.5
402,64.4
403,42.9875
404,64.4
405,64.4
406,63.5
407,45.4
408,63.5
409,47.2125
410,43.4125
411,62.5
412,62.5
413,63.5
414,62.5
415,64.4
416,64.4
417,62.5
418,62.5
419,63.5
420,43.4125
421,62.5
422,62.5
423,62.5
424,62.5
425,62.5
426,62.5
427,62.5
428,62.5
429,62.5
430,63.5
431,63.5
432,41.55
433,64.4
434,41.9
435,62.5
436,63.5
437,63.5
438,54.0
439,62.5
440,47.2125
441,53.6
442,63.5
443,64.4
444,43.4125
445,63.5
446,62.5
447,62.5
448,56.3
449,63.5
450,64.4
451,63.5
452,63.5
453,43.375
454,43.4125
455,62.5
456,62.5
457,63.5
458,49.575
459,62.5
460,63.5
461,62.5
462,62.5
463,43.4125
464,62.5
465,64.4
466,41.8125
467,63.5
468,64.4
469,63.5
470,63.5
471,63.5
472,43.4125
473,64.4
474,64.4
475,63.5
476,64.4
477,62.5
478,64.4
479,43.375
480,63.5
481,64.4
482,41.625
483,64.4
484,62.5
485,42.9875
486,63.5
487,42.2
488,62.5
489,62.5
490,62.5
491,62.5
492,63.5
493,63.5
494,62.5
495,64.4
496,62.5
497,43.375
498,47.2125
499,64.4
