,Algaater
0,49.575
1,58.0
2,63.5
3,64.4
4,63.5
5,49.575
6,64.4
7,62.5
8,62.5
9,62.5
10,64.4
11,43.4125
12,63.5
13,62.5
14,42.1625
15,63.5
16,63.5
17,64.4
18,63.5
19,62.5
20,45.0
21,42.9875
22,62.5
23,64.4
24,43.4125
25,41.55
26,62.5
27,63.5
28,64.4
29,43.4125
30,42.9875
31,62.5
32,62.5
33,62.5
34,63.5
35,63.5
36,62.5
37,42.9875
38,64.4
39,48.575
40,63.5
41,64.4
42,63.5
43,64.4
44,43.375
45,62.5
46,42.9875
47,62.5
48,63.5
49,63.5
50,64.4
51,64.4
52,64.4
53,62.5
54,63.5
55,62.5
56,43.4125
57,42.9875
58,63.5
59,43.4125
60,62.5
61,62.5
62,63.5
63,62.5
64,62.5
65,62.5
66,63.5
67,64.4
68,64.4
69,64.4
70,62.5
71,62.5
72,43.375
73,63.5
74,63.5
75,62.5
76,63.5
77,63.5
78,63.5
79,62.5
80,63.5
81,41.9
82,63.5
83,62.5
84,62.5
85,64.4
86,62.5
87,62.5
88,64.4
89,64.4
90,63.5
91,64.4
92,42.9875
93,56.2
94,64.4
95,63.5
96,43.4125
97,62.5
98,62.5
99,62.5
100,43.4125
101,63.5
102,62.5
103,53.6
104,64.4
105,45.4
106,57.1
107,63.5
108,62.5
109,43.4125
110,64.4
111,43.4125
112,54.7
113,49.275
114,63.5
115,64.4
116,63.5
117,63.5
118,63.5
119,64.4
120,43.4125
121,64.4
122,63.5
123,62.5
124,63.5
125,45.0
126,63.5
127,43.375
128,44.6
129,43.375
130,63.5
131,63.5
132,64.4
133,63.5
134,64.4
135,63.5
136,62.5
137,41.625
138,63.5
139,62.5
140,62.5
141,63.5
142,63.5
143,64.4
144,64.4
145,43.375
146,64.4
147,41.5125
148,63.5
149,63.5
150,63.5
151,42.9875
152,43.375
153,62.5
154,64.4
155,54.3
156,63.5
157,63.5
158,62.5
159,63.5
160,64.4
161,60.7
162,62.5
163,43.4125
164,64.4
165,64.4
166,62.5
167,43.4125
168,45.0
169,62.5
170,64.4
171,43.4125
172,64.4
173,63.5
174,63.5
175,63.5
176,63.5
177,63.5
178,62.5
179,42.2
180,42.1625
181,62.5
182,63.5
183,64.4
184,43.4125
185,44.8
186,63.5
187,63.5
188,63.5
189,63.5
190,63.5
191,64.4
