,S++
0,48.4
1,46.9125
2,61.075
3,19.15
4,17.6375
5,58.0
6,57.425
7,23.225
8,49.425
9,58.1625
10,58.475
11,61.0
12,61.8
13,62.5
14,57.725
15,26.6625
16,95.6
17,20.9125
18,61.3
19,48.125
20,76.9
21,54.825
22,41.775
23,60.1
24,33.95
25,8.575
26,63.0125
27,35.8
28,62.5
29,76.9
30,46.05
31,82.4
32,79.7
33,85.9
34,33.525
35,53.3
36,10.9375
37,42.125
38,59.225
39,62.375
40,80.85
41,54.2875
42,55.2
43,78.0
44,24.1625
45,17.2125
46,73.975
47,17.0
48,55.1125
49,17.9625
50,21.6625
51,65.0
52,25.7
53,56.025
54,23.325
55,56.6875
56,55.0375
57,59.2
58,33.425
59,52.9125
60,35.5375
61,33.775
62,83.9875
63,74.675
64,-0.6375
65,92.2
66,55.3125
67,79.575
68,16.6625
69,27.3625
70,36.3
71,62.5
72,62.5
73,52.7875
74,82.0625
75,48.5125
76,93.3625
77,40.7875
78,19.3
79,40.9
80,35.6
81,5.4125
82,91.3
83,6.0
84,87.05
85,25.8625
86,68.975
87,11.7625
88,53.3125
89,25.85
90,18.9875
91,6.0625
92,86.225
93,92.6375
94,51.7
95,68.2625
96,65.375
97,60.9
98,30.775
99,48.8125
100,21.6125
101,54.1
102,59.6
103,35.5
104,45.875
105,34.6125
106,25.45
107,59.875
108,36.6
109,42.8
110,29.575
111,56.225
112,21.95
113,60.4625
114,62.5
115,60.35
116,55.0375
117,28.1375
118,58.1
119,43.2625
120,37.6125
121,70.0
122,32.525
123,33.2625
124,25.15
125,43.1
126,45.1
127,34.8125
128,61.9
129,4.1375
130,93.1
131,31.65
132,16.125
133,22.8375
134,27.2125
135,31.7125
136,78.2
137,37.8375
138,30.9
139,21.225
140,46.9125
141,45.3625
142,58.6
143,54.3
144,17.25
145,23.6625
146,43.6125
147,9.3375
148,60.5125
149,76.55
150,57.6875
151,29.775
152,37.6
153,52.8375
154,33.475
155,54.075
156,43.0375
157,56.975
158,15.0375
159,34.4125
160,82.4
161,57.6625
162,60.425
163,61.075
164,84.5
165,5.5
166,60.7
167,42.25
168,14.825
169,23.8125
170,55.575
171,85.7125
172,96.6
173,44.1125
174,32.325
175,62.5
176,61.025
177,10.1125
178,60.1
179,56.175
180,100.0
181,62.5
182,40.6375
183,-1.8125
184,40.2625
185,62.5
186,62.5
187,19.4125
188,17.5625
189,19.8
190,81.875
191,91.3
192,53.5875
193,8.35
194,61.9125
195,38.4
196,59.3125
197,22.4125
198,61.0
199,83.5625
200,52.8125
201,52.0625
202,57.7
203,21.125
204,68.875
205,90.4
206,60.25
207,19.5375
208,37.6875
209,54.9875
210,53.4375
211,14.075
212,45.2375
213,43.7375
214,72.3
215,24.85
216,46.475
217,36.1
218,37.9
219,13.45
220,60.0875
221,77.3
222,62.0
223,49.5
224,56.5875
225,90.475
226,89.175
227,53.9875
228,63.9
229,37.975
230,17.8875
231,24.3875
232,21.7625
233,89.2
234,59.6875
235,71.0125
236,77.7
237,61.0
238,65.3
239,62.4875
240,54.025
241,72.3
242,60.2875
243,93.5
244,56.7
245,58.35
246,47.8
247,47.25
248,56.1
249,29.2875
250,79.775
251,61.5
252,43.25
253,97.0
254,60.7
255,52.9
256,100.0
257,19.55
258,55.7625
259,37.475
260,22.475
261,43.9
262,55.325
263,57.825
264,66.1
265,58.8
266,62.5
267,60.7
268,12.8125
269,30.9625
270,34.2875
271,50.3375
272,87.2
273,58.1375
274,56.9125
275,74.5125
276,58.25
277,37.9625
278,42.3
279,23.1125
280,42.6
281,88.0
282,86.525
283,37.175
284,22.1
285,31.0125
286,88.0
287,2.6875
288,45.5625
289,57.725
290,6.4375
291,54.8625
292,63.7
293,53.95
294,51.9875
295,33.2
296,82.4
297,43.0625
298,26.8
299,86.925
300,43.8
301,35.425
302,9.3875
303,13.3875
304,61.2
305,58.8125
306,54.5
307,32.6
308,47.1
309,34.1
310,20.3375
311,61.5
312,92.6
313,71.9
314,100.0
315,59.525
316,50.9
317,82.0625
318,51.95
319,56.1875
320,94.8
321,18.025
322,26.8625
323,25.8875
324,40.3
325,52.65
326,17.725
327,51.7
328,17.35
329,47.0125
330,30.6875
331,9.2
332,55.5125
333,92.075
334,64.9
335,34.125
336,60.375
337,24.425
338,83.1125
339,69.6
340,63.4
341,76.5375
342,32.425
343,40.9125
344,46.7875
345,79.1
346,97.4
347,97.0
348,90.8125
349,62.5
350,60.3
351,29.6375
352,88.9
353,49.075
354,21.0875
355,13.6125
356,13.525
357,35.325
358,33.5875
359,39.5
360,35.0
361,34.875
362,35.775
363,38.7
364,9.95
365,59.0
366,59.1
367,94.2375
368,34.7125
369,30.95
370,18.6375
371,60.4
372,37.8
373,48.1375
374,68.4
375,21.875
376,45.425
377,23.9875
378,21.8
379,9.225
380,68.725
381,63.3
382,61.4
383,43.5
384,18.75
385,96.1
386,20.6
387,30.3
388,96.1
389,44.475
390,92.2
391,60.3
392,38.2
393,9.45
394,51.8
395,43.2125
396,8.7875
397,59.975
398,23.275
399,31.925
400,58.575
401,32.025
402,74.7
403,21.4
404,60.725
405,25.575
406,47.9625
407,10.225
408,18.3
409,44.45
410,62.5
411,47.9
412,21.7875
413,52.875
414,88.775
415,91.35
416,87.025
417,83.2125
418,53.8
419,48.7875
420,59.35
421,69.625
422,58.475
423,94.8
424,66.4
425,30.825
426,52.025
427,90.0
428,91.1375
429,63.2
430,40.5
431,59.85
432,86.6
433,19.875
434,4.8125
435,53.5125
436,17.3125
437,25.025
438,90.575
439,7.2625
440,56.4
441,37.1
442,55.7875
443,61.0875
444,56.525
445,25.175
446,8.6
447,61.2
448,86.9125
449,58.6
450,6.25
451,74.0
452,58.05
453,33.7
454,58.025
455,89.5125
456,56.1
457,51.25
458,23.225
459,34.7
460,60.3
461,62.2
462,9.4625
463,35.7625
464,31.3
465,54.9
466,44.4
467,58.4875
468,22.875
469,21.475
470,25.8375
471,61.025
472,30.2125
473,55.7875
474,46.6
475,38.2875
476,26.3375
477,91.775
478,14.7875
479,43.625
480,52.075
481,93.6
482,4.5875
483,49.0
484,58.1875
485,48.7375
486,36.0625
487,19.1875
488,72.5
489,88.6
490,20.1875
491,31.775
492,42.675
493,62.5
494,55.775
495,79.5125
496,8.7375
497,92.075
498,60.1
499,62.5
