,S++
365,58.3375
366,97.8375
367,51.0875
368,57.7
369,64.6
370,64.6
371,59.3
372,98.7
373,61.1
374,61.0
375,59.5
376,61.2
377,62.5
378,40.9625
379,53.475
380,61.0
381,58.6
382,60.2625
383,65.6
384,58.6
385,58.0875
386,60.2625
387,55.9
388,64.7
389,56.6875
390,49.2
391,97.7625
392,39.7
393,61.0
394,63.2875
395,59.2
396,66.6
397,57.0
398,60.7
399,56.9625
400,98.7
401,58.075
402,61.2
403,55.95
404,98.7
405,64.0
406,54.475
407,58.6
408,37.8
409,39.9
410,47.3
411,56.925
412,65.6
413,62.8875
414,66.8
415,65.0
416,59.9625
417,55.1375
418,61.2
419,61.2
420,62.5
421,97.7625
422,65.5
423,59.7
424,59.625
425,45.725
426,65.8
427,53.7
428,60.2625
429,61.0
430,64.3875
431,60.2625
432,58.3
433,58.3
434,98.7
435,55.3
436,62.5
437,64.8
438,58.9
439,58.3375
440,59.5
441,57.125
442,62.5
443,56.5
444,65.0
445,61.0
446,63.4
447,98.7
448,65.8
449,60.0
450,57.125
451,62.5
452,58.0875
453,62.9
454,62.5
455,62.5
456,59.9
457,97.7625
458,98.7
459,62.5
460,34.8
461,50.7
462,61.9875
463,98.7
464,61.0
465,58.1625
466,45.1875
467,57.025
468,56.8875
469,61.1
470,98.7
471,98.7
472,57.9
473,57.7375
474,62.5
475,60.4
476,60.4
477,62.5
478,65.5
479,58.3
480,62.5
481,62.5
482,65.8
483,56.925
484,54.3375
485,54.5
486,54.8
487,61.1
488,62.5
489,41.725
490,59.5
491,58.9
492,66.6
493,60.2625
494,61.2
495,62.5
496,57.0375
497,37.3
498,58.475
499,61.2
