,CoopPunishOpp,BullyOpp,BullyPunishOpp
0,44.0625,45.0,8.25
1,21.8625,35.0,17.1625
2,10.0,45.0,4.0375
3,43.75,23.525,11.625
4,57.475,45.0,7.1875
5,17.5,45.0,18.0125
6,44.0625,42.6,9.7
7,44.6875,45.0,7.1875
8,33.1625,38.175,10.0
9,61.025,38.6,16.825
10,45.9375,35.0,5.325
11,49.0375,35.0,3.2125
12,47.5375,29.8,21.6875
13,43.7625,22.3,2.8125
14,39.8,32.0,4.35
15,44.0625,22.7875,0.5625
16,62.5,6.4,6.5625
17,62.5,43.8,8.0875
18,43.425,23.3875,4.675
19,58.0,19.0,6.5625
20,55.8625,34.6625,22.75
21,44.6875,23.775,2.7875
22,62.5,10.0,21.25
23,21.1,35.0,3.0875
24,61.7625,7.975,6.5625
25,10.0,45.0,17.5625
26,58.9,45.0,21.6875
27,62.5,25.0,21.775
28,40.525,34.6,1.5
29,60.4,35.0,5.5
30,35.575,41.8,20.825
31,17.5,25.0,14.1
32,17.5,30.3125,7.1125
33,10.0,14.375,7.75
34,62.5,42.6,16.2625
35,49.6,25.0,25.0
36,48.4875,41.4625,6.25
37,10.0,44.4,4.925
38,10.0,30.0,25.0
39,43.75,35.0,4.2875
40,45.9375,29.6,19.3
41,44.0625,31.25,8.6875
42,44.0625,45.0,6.0625
43,44.0625,10.0,2.8375
44,60.5125,35.0,5.9625
45,10.0,35.0,3.325
46,17.5,45.0,21.2375
47,62.5,25.0,-0.2625
48,10.0,35.0,10.0
49,40.3,23.525,7.225
50,61.175,25.4375,20.1625
51,54.9125,10.0,6.25
52,61.025,39.5875,-0.25
53,62.5,45.0,8.4375
54,44.6875,41.0,12.7625
55,39.7,45.0,10.0
56,62.5,45.0,17.7125
57,35.225,35.0,3.875
58,61.0,25.5,25.0
59,10.0,45.0,4.3375
60,12.775,30.0,8.4375
61,62.5,25.0,7.1875
62,45.9375,45.0,18.0625
63,58.9,30.0,6.45
64,10.0,7.1375,4.075
65,10.0,9.6375,20.575
66,58.9375,20.7,20.725
67,62.5,35.0,8.3375
68,35.7,28.1875,7.175
69,14.0875,35.0,4.8
70,45.5375,45.0,2.825
71,15.9625,45.0,18.5875
72,44.6875,38.0,5.925
73,33.1375,45.0,3.875
74,62.5,10.0,2.5625
75,35.8875,38.6,6.7
76,48.4,35.0,1.9375
77,62.5,35.0,7.1875
78,10.0,31.0,1.2375
79,58.3,41.2,7.4875
80,10.0,45.0,6.25
81,16.375,38.175,10.0
82,44.6875,35.0,10.0125
83,51.1,30.0,19.4125
84,10.0,35.0,22.15
85,49.9,38.175,25.0
86,53.4125,43.8,2.6125
87,62.5,10.0,4.8
88,45.9375,28.8,21.5375
89,44.0625,25.0,19.8125
90,17.5,41.25,7.1875
91,10.0,35.0,23.0125
92,51.4375,37.9,9.5875
93,44.6875,40.3125,7.1875
94,56.8,35.375,6.5625
95,51.575,44.2,7.1875
96,43.75,42.2,3.25
97,17.5,45.0,1.825
98,60.3625,42.1875,2.8
99,44.0625,10.1625,0.625
100,43.825,45.0,19.775
101,56.2,45.0,6.5625
102,45.9375,35.0,13.275
103,10.0,41.8,6.4125
104,10.0,45.0,7.5375
105,43.75,14.675,8.2
106,28.5,42.6,19.7
107,14.05,35.4,2.8125
108,42.525,44.2,3.4375
109,57.1,27.0,6.45
110,62.5,8.25,4.8375
111,45.9375,40.25,21.4375
112,42.4,43.0,4.65
113,61.025,25.0,5.025
114,45.9375,30.0,4.15
115,62.5,10.0,8.65
116,58.9,45.0,5.35
117,44.0625,10.0,25.0
118,44.0625,31.5875,23.525
119,44.6875,29.0,3.25
120,49.0,4.35,25.0
121,44.0625,25.05,6.5375
122,36.55,6.5625,21.2875
123,62.5,33.8,20.1625
124,60.3625,45.0,24.3375
125,44.0625,6.5625,23.5
126,26.65,28.6,1.0625
127,62.5,27.85,7.975
128,17.5,22.85,11.2375
129,46.9,40.3875,1.325
130,10.3,39.3125,24.1
131,17.5,43.4,7.6125
132,62.5,45.0,6.25
133,62.5,25.0,25.0
134,30.1375,43.0,18.0375
135,62.5,5.0875,25.0
136,52.9125,29.8,23.5
137,61.7875,30.0,6.1
138,60.2875,34.2,6.45
139,12.725,45.0,3.35
140,26.8875,36.6,17.5875
141,41.5,45.0,5.0875
142,43.8,40.7875,5.5375
143,43.75,10.0,10.0
144,44.6875,45.0,3.9625
145,55.875,31.9875,5.0625
146,62.5,45.0,5.0625
147,44.0625,39.4,2.775
148,56.2,35.0,6.5625
149,44.0625,34.35,6.025
150,16.9,25.0,5.55
151,62.5,5.0875,3.6125
152,44.0625,42.6,-0.3875
153,35.05,15.1,7.3
154,62.5,25.25,23.3875
155,48.725,30.2,7.625
156,44.0625,45.0,5.725
157,44.0625,18.4,20.575
158,44.0625,45.0,20.575
159,45.9375,45.0,1.3625
160,10.0,10.0,6.5625
161,40.1125,35.0,21.9625
162,44.6875,45.0,17.1625
163,62.5,34.6,5.35
164,44.0625,38.85,6.25
165,44.6875,43.2,16.45
166,44.0625,7.375,1.325
167,43.75,31.9875,5.5375
168,44.0625,43.8,20.575
169,10.0,45.0,10.0
170,16.9,28.1875,7.6125
171,44.6875,40.3125,17.05
172,62.5,5.0875,3.425
173,60.5125,36.4,6.9125
174,29.7,41.5,6.0125
175,44.7875,40.4,8.4375
176,56.5,45.0,2.5625
177,49.6875,35.0,4.5375
178,17.5,30.0,25.0
179,21.1,31.6,13.9375
180,35.15,34.2,10.0
181,60.2875,44.2,25.0
182,17.5,45.0,25.0
183,39.5375,31.4,4.35
184,33.1,30.0,23.575
185,14.0875,42.725,20.575
186,60.2875,38.45,22.05
187,36.55,20.575,19.0625
188,17.5,41.0,2.9125
189,55.0,39.4,6.2625
190,56.6,33.7125,3.8
191,60.3625,35.0,8.4375
192,27.1,45.0,18.175
193,56.5,35.0,2.775
194,43.75,5.825,20.575
195,45.55,43.0,25.0
196,62.5,38.175,5.5375
197,58.3,30.025,22.7875
198,55.2125,38.2,7.2
199,48.175,45.0,25.0
200,60.25,25.0,20.1125
201,10.0,34.025,8.75
202,43.75,31.65,4.825
203,45.9375,36.9125,0.475
204,10.0,35.0,5.0875
205,44.0625,10.0,6.1625
206,62.5,45.0,5.0375
207,52.5625,32.05,17.05
208,44.0625,24.7875,6.4625
209,62.5,10.0,3.55
210,32.725,40.25,5.0625
211,49.9,34.975,6.4625
212,45.9375,30.0,7.1875
213,10.0,41.5875,4.35
214,44.0625,5.0875,7.8125
215,62.5,43.8,13.6
216,62.5,22.35,5.7625
217,17.5,35.0,11.1625
218,45.9375,43.2,10.6625
219,57.8625,28.6,3.2125
220,61.175,30.575,6.3
221,44.6875,43.4,19.4125
222,62.5,45.0,7.8125
223,33.4375,45.0,25.0
224,61.025,33.7,23.2
225,10.0,35.0,25.0
226,44.6875,45.0,11.0125
227,62.5,6.5625,6.5625
228,44.0625,10.0,8.5
229,62.5,31.3125,8.4375
230,62.5,25.0,6.25
231,62.5,34.6,8.4375
232,44.6875,25.0,25.0
233,35.8875,45.0,5.95
