,BBL
0,61.7625
1,62.5
2,62.5
3,62.5
4,61.7625
5,61.7875
6,61.7875
7,62.5
8,62.5
9,62.5
10,61.7625
11,61.7875
12,60.4
13,59.9625
14,60.4
15,61.7625
16,61.7875
17,61.7625
18,60.4
19,59.9625
20,61.7625
21,61.7875
22,61.7625
23,62.5
24,61.8375
25,61.7625
26,61.7875
27,61.7625
28,62.2
29,61.8375
30,62.5
31,62.2
32,62.5
33,62.2
34,61.7625
35,59.9625
36,61.7625
37,60.4
38,61.8375
39,61.7625
40,61.7625
41,62.2
42,61.7625
43,61.7625
44,61.7625
45,61.7625
46,61.7875
47,61.7625
48,62.2
49,62.5
50,61.7625
51,60.4
52,61.8375
53,60.4
54,61.7625
55,62.5
56,62.5
57,61.7625
58,61.7625
59,62.5
60,62.2
61,61.8375
62,61.7625
63,60.4
64,62.5
65,61.7625
66,61.7625
67,61.7875
68,61.7875
69,61.7625
70,61.7875
71,62.2
72,61.8375
73,62.5
74,62.2
75,61.7875
76,62.5
77,61.7625
78,59.9625
79,60.4
80,62.5
81,61.7625
82,61.7625
83,61.7875
84,61.7875
85,62.5
86,61.7625
87,62.2
88,61.7625
89,59.9625
90,62.2
91,62.2
92,62.5
93,59.9625
94,60.4
95,62.2
96,62.5
97,61.7625
98,61.7625
99,61.7875
100,61.8375
101,61.8375
102,61.7625
103,61.7625
104,61.8375
105,61.7625
106,61.7875
107,62.2
108,61.7625
109,61.7625
110,61.7625
111,60.4
112,62.5
113,62.5
114,61.8375
115,61.7625
116,60.4
117,60.4
118,60.4
119,62.2
120,61.7625
121,61.7625
122,61.7625
123,62.2
124,61.8375
125,61.8375
126,62.5
127,61.8375
128,61.7625
129,62.5
130,62.2
131,62.2
132,61.7625
133,61.7875
134,59.9625
135,62.2
136,61.7625
137,61.7625
138,61.7625
139,61.7625
140,61.7625
141,61.7625
142,62.5
143,59.9625
144,60.4
145,61.7875
146,61.7625
147,61.7625
148,59.9625
149,61.7875
150,59.9625
151,62.2
152,61.7875
153,62.5
154,61.7875
155,61.8375
156,61.7625
157,61.7625
158,61.8375
159,61.7625
160,62.5
161,61.8375
162,61.7625
163,61.7625
164,62.2
165,60.4
166,61.7625
167,61.7625
168,61.7625
169,62.5
170,61.7625
171,62.5
172,61.7625
173,62.5
174,61.7625
175,60.4
176,61.7625
177,62.5
178,61.7875
179,59.9625
180,61.7875
181,61.7625
182,62.5
183,61.7625
184,61.7625
185,62.2
186,60.4
187,62.5
188,61.7625
189,61.7625
190,61.7625
191,61.7625
192,61.7625
193,61.7625
194,61.7625
195,61.8375
196,62.2
197,61.7625
198,62.2
199,62.5
200,62.2
201,61.7875
202,59.9625
203,62.5
204,62.5
205,60.4
206,62.2
207,61.7875
208,61.7625
209,61.7625
210,61.7875
211,61.7875
212,61.7625
213,61.7625
214,61.7625
215,61.7625
216,62.5
217,61.7625
218,62.5
219,61.7625
220,61.7625
221,61.7625
222,60.4
223,61.7625
224,62.5
225,61.7625
226,62.5
227,62.5
228,62.2
229,61.7875
230,62.2
231,61.7625
232,62.5
233,62.5
234,61.7625
235,61.7625
236,61.7625
237,61.7875
238,59.9625
239,61.7625
240,62.5
241,61.8375
242,62.5
243,60.4
244,60.4
245,61.7625
246,61.7625
247,61.7625
248,61.7625
249,61.7625
250,59.9625
251,61.8375
252,61.7625
253,62.2
254,61.7625
255,62.5
256,61.7625
257,62.5
258,60.4
259,59.9625
260,61.7625
261,62.5
262,62.5
263,61.7625
264,61.7625
265,61.7625
266,62.5
267,61.7625
268,61.7875
269,60.4
270,61.7625
271,62.5
272,62.5
273,61.8375
274,61.7625
275,62.2
276,61.7625
277,62.2
278,62.2
279,61.7625
280,60.4
281,59.9625
282,62.2
283,62.5
284,61.7625
285,61.7625
286,62.5
287,61.8375
288,59.9625
289,61.7875
290,62.2
291,62.5
292,62.5
293,61.7625
294,61.7625
295,61.7625
296,61.8375
297,61.8375
298,62.5
299,61.7625
300,62.5
301,61.8375
302,62.2
303,62.2
304,59.9625
305,62.5
306,61.7625
307,61.7625
308,61.7875
309,59.9625
310,61.7875
311,61.7875
312,61.7875
313,61.7625
314,61.7625
315,62.5
316,61.7625
317,62.2
318,61.7625
319,61.7625
320,61.7625
321,61.8375
322,61.7625
323,60.4
324,61.7625
325,62.5
326,60.4
327,61.7625
328,61.7625
329,61.7625
330,61.7625
331,61.7875
332,62.5
333,61.7625
334,61.7875
335,59.9625
336,60.4
337,61.8375
338,61.8375
339,61.7625
340,61.7625
341,61.7875
342,62.5
343,62.5
344,61.7625
345,62.5
346,61.7625
347,61.8375
348,62.5
349,61.7625
350,62.5
351,62.5
352,61.7625
353,61.7875
354,61.7625
355,61.7625
356,61.7875
357,61.7875
358,60.4
359,62.2
360,61.7625
361,62.5
362,61.7625
363,62.5
364,62.5
365,62.5
366,59.9625
367,62.5
368,61.7625
369,59.9625
370,62.5
371,61.7625
372,62.2
373,60.4
374,62.5
375,61.7875
376,59.9625
377,62.5
378,62.5
379,60.4
380,61.7875
381,61.7625
382,61.7875
383,62.5
384,62.5
385,62.5
386,61.7625
387,61.7625
388,61.7875
389,60.4
390,62.5
391,62.2
392,62.5
393,60.4
394,61.7625
395,61.8375
396,61.7875
397,61.7625
398,60.4
399,59.9625
400,61.7875
401,60.4
402,61.7625
403,61.7625
404,61.8375
405,61.7625
406,61.7625
407,61.7625
408,62.5
409,59.9625
410,61.7875
411,61.7875
412,61.7875
413,62.2
414,61.7625
415,62.2
416,61.7625
417,61.7625
418,59.9625
419,61.7625
420,62.5
421,60.4
422,61.8375
423,62.5
424,59.9625
425,62.5
426,61.7875
427,61.7875
428,61.7625
429,59.9625
430,62.5
431,61.7625
432,61.7625
433,62.5
434,61.7625
435,62.5
436,61.7625
437,61.7875
438,60.4
