,BBL
0,52.125
1,22.5625
2,13.8125
3,12.275
4,13.8125
5,52.125
6,10.475
7,62.5
8,62.5
9,62.5
10,12.275
11,43.525
12,12.0125
13,62.5
14,37.875
15,13.8125
16,13.8125
17,12.275
18,13.8125
19,62.5
20,45.1875
21,43.975
22,62.2
23,12.275
24,43.525
25,30.7625
26,62.5
27,13.8125
28,12.275
29,43.525
30,43.975
31,62.5
32,62.2
33,62.5
34,13.8125
35,13.8125
36,62.2
37,43.975
38,12.275
39,48.7125
40,13.8125
41,12.275
42,12.0125
43,12.275
44,42.0125
45,62.2
46,43.975
47,62.5
48,13.8125
49,13.8125
50,12.275
51,12.275
52,12.275
53,62.2
54,13.8125
55,62.5
56,43.525
57,43.975
58,13.8125
59,43.525
60,62.2
61,62.2
62,13.8125
63,62.2
64,62.2
65,62.5
66,13.8125
67,12.275
68,12.275
69,12.275
70,62.5
71,62.5
72,42.0125
73,13.8125
74,13.8125
75,62.5
76,13.8125
77,13.8125
78,13.8125
79,62.5
80,13.8125
81,27.2875
82,13.8125
83,62.5
84,62.5
85,10.475
86,62.2
87,62.5
88,12.275
89,12.275
90,13.8125
91,12.275
92,43.975
93,25.6375
94,10.475
95,13.8125
96,43.525
97,62.5
98,62.2
99,62.5
100,43.525
101,13.8125
102,62.5
103,30.9125
104,12.275
105,44.0875
106,24.1
107,13.8125
108,62.5
109,43.525
110,10.475
111,43.525
112,27.1375
113,49.4125
114,13.8125
115,12.275
116,13.8125
117,13.8125
118,13.8125
119,10.475
120,43.525
121,12.275
122,13.8125
123,62.5
124,13.8125
125,45.1875
126,13.8125
127,42.0125
128,46.2875
129,42.0125
130,13.8125
131,13.8125
132,12.275
133,13.8125
134,12.275
135,13.8125
136,62.2
137,33.7875
138,13.8125
139,62.5
140,62.2
141,12.0125
142,13.8125
143,12.275
144,12.275
145,42.0125
146,12.275
147,29.25
148,13.8125
149,13.8125
150,13.8125
151,43.975
152,42.0125
153,62.2
154,12.275
155,28.2375
156,13.8125
157,13.8125
158,62.5
159,13.8125
160,12.275
161,17.95
162,62.5
163,43.525
164,12.275
165,12.275
166,62.2
167,43.525
168,45.1875
169,62.2
170,10.475
171,43.525
172,12.275
173,13.8125
174,13.8125
175,13.8125
176,13.8125
177,13.8125
178,62.5
179,39.3875
180,37.875
181,62.5
182,13.8125
183,10.475
184,43.525
185,44.05
186,13.8125
187,13.8125
188,13.8125
189,13.8125
190,13.8125
191,12.275
192,42.0125
193,62.2
194,62.5
195,13.8125
196,12.0125
197,10.475
198,12.275
199,13.8125
200,21.025
201,42.0125
202,30.3125
203,17.9875
204,29.8125
205,13.8125
206,62.5
207,13.8125
208,41.35
209,12.275
210,62.5
211,62.2
212,43.525
213,62.5
214,13.8125
215,12.275
216,43.975
217,13.8125
218,43.525
219,12.275
220,12.0125
221,43.525
222,13.8125
223,62.5
224,13.8125
225,52.125
226,42.0125
227,62.2
228,13.8125
229,26.3
230,13.8125
231,62.2
232,12.275
233,36.8125
234,62.2
235,62.5
236,62.5
237,45.1875
238,42.0125
239,62.2
240,62.5
241,42.0125
242,10.475
243,62.5
244,12.0125
245,43.525
246,62.5
247,45.15
248,13.8125
249,13.8125
250,13.8125
251,13.8125
252,62.2
253,43.525
254,44.0875
255,43.525
256,62.5
257,13.8125
258,10.475
259,12.275
260,13.8125
261,13.8125
262,13.8125
263,62.5
264,62.2
265,12.0125
266,12.275
267,12.275
268,62.5
269,13.8125
270,13.8125
271,13.8125
272,42.0125
273,13.8125
274,62.5
275,45.1875
276,42.0125
277,12.0125
278,12.275
279,13.8125
280,31.35
281,12.275
282,62.5
283,62.5
284,12.275
285,13.8125
286,62.5
287,12.275
288,12.275
289,10.475
290,62.5
291,62.5
292,43.975
293,43.975
294,12.0125
295,62.5
296,12.0125
297,12.275
298,12.275
299,12.275
300,62.5
301,13.8125
302,13.8125
303,62.5
304,13.8125
305,62.5
306,12.275
307,13.8125
308,42.0125
309,13.8125
310,13.8125
311,12.275
312,46.2875
313,13.8125
314,62.5
315,62.5
316,12.275
317,43.975
318,62.5
319,45.1875
320,62.5
321,13.8125
322,13.8125
323,13.775
324,12.275
325,62.5
326,13.8125
327,12.275
328,13.8125
329,62.5
330,13.8125
331,43.525
332,62.5
333,12.275
334,12.275
335,13.8125
336,62.5
337,43.525
338,10.475
339,62.5
340,13.8125
341,13.8125
342,62.5
343,62.5
344,62.5
345,28.7125
346,12.275
347,43.525
348,31.825
349,43.975
350,44.05
351,42.0125
352,10.475
353,12.275
354,62.5
355,12.275
356,42.0125
357,13.8125
358,13.8125
359,62.2
360,42.0125
361,13.8125
362,62.5
363,12.275
364,43.975
365,12.275
366,62.5
367,49.4125
368,13.8125
369,12.0125
370,45.9125
371,43.525
372,43.525
373,62.5
374,13.8125
375,12.275
376,13.8125
377,45.1875
378,62.5
379,28.675
380,22.75
381,13.8125
382,52.125
383,62.5
384,40.9
385,13.8125
386,45.15
387,13.8125
388,10.475
389,62.5
390,12.275
391,43.525
392,42.0125
393,62.5
394,12.275
395,13.8125
396,12.275
397,12.0125
398,62.2
399,44.0875
400,62.5
401,13.8125
402,10.475
403,43.975
404,12.275
405,12.275
406,13.8125
407,44.0875
408,13.8125
409,48.825
410,43.525
411,62.5
412,62.5
413,13.8125
414,62.5
415,12.275
416,12.275
417,62.2
418,62.5
419,13.8125
420,43.525
421,62.2
422,62.5
423,62.5
424,62.5
425,62.5
426,62.5
427,62.2
428,62.5
429,62.2
430,13.8125
431,13.8125
432,30.7625
433,12.275
434,27.2875
435,62.5
436,13.8125
437,12.0125
438,29.8125
439,62.2
440,48.825
441,30.9125
442,13.8125
443,12.275
444,43.525
445,13.8125
446,62.5
447,62.5
448,26.3
449,13.8125
450,12.275
451,13.8125
452,13.8125
453,42.0125
454,43.525
455,62.5
456,62.5
457,13.8125
458,52.125
459,62.5
460,13.8125
461,62.5
462,62.5
463,43.525
464,62.2
465,12.275
466,41.35
467,13.8125
468,12.275
469,13.8125
470,13.8125
471,13.8125
472,43.525
473,12.275
474,12.275
475,13.8125
476,12.275
477,62.5
478,10.475
479,42.0125
480,13.8125
481,12.275
482,33.7875
483,12.275
484,62.2
485,43.975
486,13.8125
487,39.3875
488,62.5
489,62.5
490,62.5
491,62.5
492,12.0125
493,12.0125
494,62.2
495,12.275
496,62.5
497,42.0125
498,48.825
