,Algaater
302,30.0625
303,50.9625
304,65.5
305,51.9
306,62.5
307,62.5
308,32.1625
309,59.725
310,55.7875
311,62.5
312,62.5
313,62.5
314,52.2125
315,62.5
316,53.3125
317,46.225
318,62.5
319,62.5
320,10.9125
321,62.5
322,62.5
323,45.325
324,54.5375
325,62.5
326,62.5
327,52.825
328,49.75
329,64.0
330,49.9
331,56.4375
332,45.425
333,53.5625
334,62.5
335,62.5
336,52.35
337,53.4
338,36.325
339,41.9
340,62.5
341,62.5
342,51.9875
343,62.5
344,55.55
345,64.0
346,18.1125
347,62.5
348,62.5
349,48.9
350,62.5
351,59.325
352,62.5
353,28.6875
354,62.5
355,58.1875
356,58.2625
357,62.5
358,16.9375
359,62.5
360,64.0
361,62.5
362,28.4375
363,36.225
364,62.5
365,32.85
366,21.4
367,51.775
368,62.5
369,62.5
370,40.975
371,34.0625
372,62.5
373,36.5
374,16.2375
375,62.5
376,56.825
377,52.025
378,56.9625
379,24.575
380,22.6625
381,62.5
382,51.1
383,52.825
384,35.8125
385,49.5375
386,48.1375
387,51.3375
388,56.1375
389,62.5
390,49.65
391,62.5
392,27.9625
393,65.5
394,50.1
395,45.1375
396,62.5
397,62.5
398,62.5
399,62.5
400,62.5
401,59.425
402,51.1
403,55.7875
404,34.15
405,62.5
406,49.2875
407,62.5
408,62.5
409,62.5
410,36.4875
411,29.15
412,62.5
413,52.525
414,41.975
415,50.1875
416,64.0
417,56.775
418,62.5
419,62.5
420,52.5125
421,15.725
422,32.7625
423,62.5
424,41.9625
425,62.5
426,62.5
427,25.075
428,62.5
429,55.9625
430,62.5
431,40.875
432,49.7
433,62.5
434,52.3375
435,62.5
436,50.6
437,62.5
438,51.175
439,62.5
440,62.5
441,62.5
442,62.5
443,55.175
444,64.0
445,52.15
446,23.0625
447,17.6125
448,62.5
449,41.0375
450,52.5375
451,52.1125
452,45.6375
453,50.7875
454,62.5
455,52.7
456,64.0
457,41.3125
458,35.3375
459,62.5
460,49.4
461,62.5
462,62.5
463,54.0875
464,54.775
465,51.4375
466,62.5
467,44.2625
468,62.5
469,44.25
470,64.0
471,64.0
472,57.7875
473,62.5
474,49.125
475,44.4125
476,64.0
477,49.075
478,52.6375
479,65.5
480,40.9125
481,62.5
482,51.7375
483,62.5
484,51.375
485,62.5
486,18.775
487,53.35
488,29.6375
489,48.8375
490,52.0875
491,14.3625
492,51.775
493,64.0
494,62.5
495,62.5
496,62.5
497,56.05
498,62.5
499,62.5
