,S++
464,61.025
465,58.6
466,57.25
467,60.1
468,62.5
469,60.2875
470,62.5
471,62.5
472,61.075
473,62.5
474,61.175
475,61.075
476,59.75
477,61.075
478,58.6
479,62.5
480,62.5
481,58.1125
482,61.075
483,58.75
484,61.025
485,61.175
486,58.3
487,61.175
488,60.7
489,58.6
490,59.85
491,61.075
492,59.65
493,60.2875
494,59.5375
495,59.75
496,61.0
497,56.4375
498,62.5
499,58.075
500,17.0625
501,19.3375
502,33.6
503,14.7125
504,24.425
505,15.65
506,16.125
507,35.2
508,32.525
509,34.4
510,32.125
511,22.6125
512,24.4875
513,31.8
514,14.3875
515,33.8
516,25.2875
517,9.425
518,15.7875
519,34.8
520,18.0625
521,32.8
522,21.8875
523,34.4
524,19.1375
525,19.5375
526,34.0
527,31.925
528,34.4
529,17.0625
530,16.9875
531,18.4
532,31.725
533,34.8
534,16.65
535,20.7375
536,33.8
537,15.05
538,33.0
539,16.525
540,22.6125
541,31.525
542,33.0
543,19.2
544,15.85
545,21.2125
546,33.4
547,34.4
548,33.4
549,33.4
550,33.8
551,34.2
552,18.0625
553,33.4
554,33.0
555,25.35
556,17.325
557,23.35
558,32.125
559,34.6
560,34.4
561,33.8
562,33.0
563,17.325
564,33.2
565,15.5875
566,34.2
567,32.8
568,33.4
569,18.1875
570,18.4
571,17.725
572,32.525
573,34.0
574,18.9375
575,32.8
576,32.2
577,33.8
578,16.5875
579,15.85
580,32.725
581,18.0625
582,16.925
583,16.1875
584,32.8
585,25.9625
586,34.0
587,33.125
588,32.8
589,33.6
590,35.6
591,33.2
592,25.1625
593,31.4
594,33.6
595,23.0125
596,32.325
597,15.9875
598,33.8
599,33.6
600,32.6
601,20.3375
602,32.0
603,24.2125
604,16.525
605,35.0
606,21.475
607,34.0
608,35.2
609,33.2
610,33.8
611,19.5375
612,23.2875
613,19.9375
614,21.075
615,34.2
616,33.0
617,32.525
618,32.525
619,33.6
620,32.8
621,33.0
622,32.925
623,32.4
624,14.375
625,17.6625
626,18.0
627,31.925
628,22.55
629,33.0
630,34.0
631,33.2
632,33.2
633,32.4
634,19.1375
635,19.2
636,14.375
637,10.8375
638,33.6
639,20.6125
640,33.6
641,33.6
642,35.4
643,13.85
644,34.4
645,33.6
646,34.2
647,33.6
648,16.925
649,32.8
650,20.675
651,32.2
652,27.9
653,32.8
654,14.7875
655,16.925
656,18.125
657,24.0875
658,34.6
659,20.675
660,24.425
661,20.0
662,18.525
663,26.3
664,32.8
665,16.9875
666,18.8
667,31.925
668,19.675
669,14.5875
670,15.25
671,17.325
672,33.2
673,22.2125
674,34.4
675,32.925
676,33.4
677,19.9375
678,33.4
679,33.6
680,19.5375
681,32.4
682,17.325
683,31.725
684,19.2
685,16.9875
686,17.4
687,16.4625
688,36.0
689,19.2
690,15.45
691,34.8
692,32.2
693,15.1125
694,33.8
695,21.4125
696,16.925
697,16.9875
698,33.6
699,15.85
700,20.3375
701,26.025
702,17.6625
703,36.4
704,20.275
705,34.6
706,34.0
707,32.6
708,32.6
709,15.525
710,33.6
711,18.0625
712,18.4625
713,33.2
714,23.75
715,19.5375
716,34.2
717,33.4
718,34.0
719,33.0
720,33.4
721,33.4
722,13.2375
723,33.4
724,22.55
725,33.2
726,18.2
727,16.525
728,33.8
729,32.2
730,17.325
731,33.4
732,33.2
733,20.0
734,35.8
735,37.2
736,20.3375
737,35.0
738,10.8375
739,15.525
740,14.65
741,33.0
742,32.6
743,20.675
744,32.2
745,19.275
746,10.2375
747,33.0
748,19.1375
749,20.7375
750,19.2
751,24.4875
752,33.2
753,31.125
754,33.2
755,16.9875
756,15.525
757,21.075
758,35.0
759,33.8
760,20.675
761,33.6
762,19.5375
763,31.325
764,16.1875
765,33.0
766,31.925
767,32.6
768,33.2
769,16.25
770,32.4
771,35.8
772,31.925
773,19.1375
774,24.025
775,10.4375
776,33.2
777,33.6
778,24.2125
779,34.2
780,32.525
781,24.8875
782,33.6
783,31.925
784,14.05
785,33.0
786,25.7
787,31.925
788,34.0
789,33.4
790,23.0125
791,34.0
792,22.6125
793,16.5875
794,31.925
795,19.5375
796,31.125
797,18.4
798,31.725
799,19.2
800,33.0
801,33.0
802,33.8
803,34.8
804,34.4
805,32.925
806,33.8
807,34.6
808,32.8
809,32.8
810,14.9875
811,34.4
812,34.0
813,23.6875
814,30.925
815,34.0
816,33.8
817,31.8
818,33.4
819,21.4125
820,19.5375
821,19.2625
822,32.4
823,19.2
824,17.725
825,15.45
826,32.325
827,24.2125
828,22.2125
829,17.6625
830,31.125
831,23.75
832,34.2
833,34.6
834,34.2
835,17.3875
836,33.8
837,16.5875
838,34.0
839,24.15
840,33.8
841,16.925
842,16.1875
843,14.3125
844,21.075
845,14.3125
846,33.6
847,33.2
848,33.0
849,32.125
850,33.2
851,14.0375
852,31.525
853,14.65
854,31.125
855,24.0875
856,34.6
857,35.0
858,16.8625
859,34.4
860,34.6
861,34.2
862,16.925
863,33.4
864,34.4
865,33.4
866,16.1875
867,34.8
868,12.0375
869,33.4
870,20.675
871,19.1375
872,34.2
873,33.4
874,33.2
875,17.0625
876,33.2
877,20.7375
878,18.4
879,33.8
880,18.4625
881,16.2625
882,33.6
883,16.925
884,23.4125
885,33.6
886,32.8
887,21.075
888,34.0
889,14.3125
890,34.2
891,31.725
892,34.4
893,33.8
894,33.6
895,35.4
896,34.0
897,34.2
898,34.0
899,33.4
900,33.4
901,32.125
902,17.2625
903,34.2
904,22.2125
905,15.8625
906,16.525
907,19.6
908,33.8
909,34.4
910,30.525
911,33.8
912,35.2
913,25.3625
914,25.2875
915,35.6
916,22.95
917,34.0
918,19.9375
919,34.8
920,14.3125
921,15.85
922,14.5875
923,21.475
924,31.125
925,34.8
926,17.2625
927,33.0
928,33.4
929,32.4
930,33.2
931,23.425
932,33.6
933,33.6
934,32.325
935,35.0
936,35.0
937,34.8
938,19.275
939,34.8
940,15.05
941,25.625
942,33.6
943,32.8
944,34.6
945,34.0
946,18.8
947,33.8
948,32.8
949,15.1125
950,20.3375
951,33.8
952,33.0
953,33.6
954,33.4
955,15.45
956,18.125
957,32.2
958,13.85
959,17.2625
960,33.6
961,14.3125
962,18.9375
963,23.6875
964,16.325
965,17.325
966,13.5125
967,33.0
968,25.5625
969,14.9875
970,15.925
971,23.2875
972,31.125
973,13.85
974,33.0
975,34.6
976,33.4
977,33.0
978,17.325
979,33.4
980,33.2
981,32.125
982,34.0
983,19.6
984,13.9125
985,31.8
986,15.85
987,32.4
988,35.4
989,21.875
990,32.8
991,32.725
992,30.325
993,22.2125
994,25.3
995,34.0
996,10.8375
997,33.325
998,21.475
999,21.475
1000,-1.025
1001,-0.2875
1002,3.05
1003,-0.35
1004,-1.075
1005,-1.8
1006,0.4
1007,3.3
1008,3.25
1009,0.7
1010,2.025
1011,-4.0625
1012,1.9375
1013,3.3
1014,-1.825
1015,-0.1125
1016,-2.6
1017,-0.3625
1018,1.125
1019,5.5
1020,0.4125
1021,3.9625
1022,-4.875
1023,2.95
1024,-1.825
1025,-0.375
1026,2.5375
1027,1.1125
1028,3.0
1029,1.325
1030,2.7125
1031,-0.3375
1032,0.4
1033,3.6625
1034,0.5
1035,-0.325
1036,4.425
1037,-1.1
1038,0.9125
1039,0.475
1040,-1.05
1041,5.025
1042,3.2
1043,1.175
1044,-1.8625
1045,1.9125
1046,1.0125
1047,2.3875
1048,4.475
1049,2.3375
1050,3.35
1051,1.725
1052,5.0375
1053,3.55
1054,1.3125
1055,-1.775
1056,1.9
1057,2.725
1058,2.6375
1059,4.525
1060,0.5
1061,-0.2625
1062,5.1875
1063,-2.4625
1064,1.0125
1065,-2.55
1066,3.45
1067,6.1
1068,-0.2625
1069,1.9
1070,4.1375
1071,1.85
1072,1.3125
1073,1.0125
1074,-0.3625
1075,1.725
1076,0.55
1077,3.8625
1078,-2.625
1079,1.8875
1080,-1.4875
1081,2.6
1082,1.175
1083,3.4
1084,1.775
1085,1.1625
1086,1.4125
1087,3.15
1088,4.675
1089,3.5
1090,4.575
1091,1.2625
1092,3.375
1093,2.4875
1094,3.7625
1095,-1.8375
1096,2.025
1097,-1.075
1098,5.0875
1099,3.1
1100,1.1625
1101,-0.375
1102,3.2
1103,-4.0625
1104,1.9625
1105,1.775
1106,1.8875
1107,3.5
1108,2.4875
1109,3.1
1110,1.775
1111,2.85
1112,2.675
1113,1.9375
1114,0.55
1115,3.1
1116,2.4375
1117,3.9625
1118,3.7625
1119,1.0125
1120,1.575
1121,2.5375
1122,3.8125
1123,3.9125
1124,-0.275
1125,-1.0625
1126,1.9125
1127,2.5375
1128,-1.875
1129,2.2875
1130,1.775
1131,3.9625
1132,1.0125
1133,1.4125
1134,2.0375
1135,-0.3375
1136,-0.3125
1137,0.4625
1138,5.4375
1139,-0.925
1140,3.2
1141,2.4375
1142,1.825
1143,-0.3
1144,2.1875
1145,4.525
1146,1.775
1147,2.95
1148,1.8625
1149,7.125
1150,1.3375
1151,3.2
1152,-2.625
1153,3.6625
1154,-1.8
1155,-0.375
1156,3.4
1157,1.9
1158,3.0
1159,0.3375
1160,-2.55
1161,-4.1125
1162,-0.3125
1163,1.9375
1164,3.2
1165,-3.2875
1166,1.1625
1167,0.5
1168,-1.15
1169,2.1375
1170,-0.35
1171,-0.35
1172,3.1
1173,1.925
1174,3.15
1175,2.5875
1176,2.4375
1177,-0.325
1178,3.5
1179,-0.4125
1180,1.925
1181,1.975
1182,-0.3375
1183,3.05
1184,-1.0375
1185,2.8125
1186,2.675
1187,0.4625
1188,1.625
1189,-2.6125
1190,-1.1
1191,3.2
1192,3.15
1193,0.4125
1194,2.4875
1195,2.6375
1196,1.9
1197,-1.0125
1198,3.3
1199,-2.5625
1200,1.1875
1201,1.1375
1202,-2.55
1203,4.0625
1204,0.375
1205,4.575
1206,4.8875
1207,1.675
1208,1.1625
1209,1.2125
1210,4.1125
1211,-3.2875
1212,3.3625
1213,1.0125
1214,0.4625
1215,0.475
1216,0.3
1217,5.85
1218,1.625
1219,3.4
1220,3.45
1221,5.3375
1222,1.2125
1223,3.9125
1224,-1.7625
1225,1.2125
1226,-1.775
1227,1.975
1228,2.5375
1229,3.15
1230,0.4125
1231,4.0125
1232,1.675
1233,-1.85
1234,3.7125
1235,5.1875
1236,0.375
1237,2.9375
1238,1.15
1239,0.5875
1240,-2.6
1241,3.3
1242,3.7625
1243,1.1125
1244,1.825
1245,-0.3375
1246,0.4
1247,3.25
1248,-1.8375
1249,1.2
1250,-0.35
1251,-1.05
1252,3.5
1253,3.1
1254,2.6875
1255,-1.85
1256,0.4
1257,0.45
1258,0.8
1259,3.15
1260,1.225
1261,3.9625
1262,1.9125
1263,3.2
1264,3.4
1265,2.4375
1266,1.725
1267,1.3625
1268,0.2
1269,2.6125
1270,3.9125
1271,3.8625
1272,4.375
1273,1.875
1274,1.8875
1275,-1.65
1276,3.3
1277,-1.075
1278,-4.0875
1279,0.75
1280,1.725
1281,3.4
1282,4.375
1283,3.8625
1284,1.2
1285,2.3875
1286,1.9375
1287,1.825
1288,4.475
1289,1.3125
1290,-1.8
1291,5.1875
1292,0.575
1293,-0.35
1294,-0.1125
1295,0.45
1296,4.375
1297,-4.05
1298,2.075
1299,0.55
1300,1.775
1301,1.875
1302,3.6
1303,2.3875
1304,3.75
1305,0.45
1306,1.725
1307,2.4375
1308,2.5875
1309,4.575
1310,1.175
1311,2.225
1312,1.775
1313,-0.1375
1314,1.0125
1315,2.075
1316,1.925
1317,1.2625
1318,4.425
1319,1.2
1320,1.2125
1321,-0.3375
1322,1.925
1323,1.225
1324,0.3125
1325,-0.3125
1326,2.6875
1327,-1.1375
1328,0.5625
1329,-1.15
1330,1.1625
1331,1.2375
1332,1.3125
1333,3.7625
1334,1.0625
1335,-0.2125
1336,3.3
1337,3.3875
1338,1.6625
1339,-0.3625
1340,1.825
1341,-1.8375
1342,0.4125
1343,1.2125
1344,2.775
1345,-1.0625
1346,1.4125
1347,1.725
1348,3.7125
1349,3.2
1350,3.45
1351,-1.85
1352,2.3875
1353,2.075
1354,0.3
1355,1.2125
1356,0.55
1357,0.65
1358,-1.0625
1359,1.625
1360,0.9625
1361,3.05
1362,-1.8875
1363,3.9625
1364,-0.1625
1365,-0.925
1366,-4.075
1367,1.825
1368,1.925
1369,2.5875
1370,-1.1375
1371,1.95
1372,2.5375
1373,0.9625
1374,4.0125
1375,-1.15
1376,3.8125
1377,1.975
1378,-0.3
1379,1.525
1380,-0.2875
1381,-0.3625
1382,5.4375
1383,-1.125
1384,0.4375
1385,2.4875
1386,-0.2625
1387,1.9
1388,5.2375
1389,-3.3125
1390,2.6375
1391,2.2875
1392,3.1
1393,3.8125
1394,1.875
1395,2.3875
1396,1.5125
1397,1.1625
1398,1.3125
1399,1.675
1400,4.2125
1401,4.0125
1402,0.375
1403,3.2
1404,0.4
1405,0.4125
1406,-0.3375
1407,1.3
1408,3.7625
1409,4.375
1410,1.925
1411,2.175
1412,-0.975
1413,-3.325
1414,1.225
1415,3.1
1416,-1.7
1417,4.575
1418,2.675
1419,3.2
1420,0.3875
1421,-1.0875
1422,-0.3875
1423,-1.075
1424,0.5
1425,3.25
1426,1.2625
1427,2.075
1428,4.425
1429,2.125
1430,2.5375
1431,0.3875
1432,1.625
1433,1.825
1434,2.4375
1435,3.6125
1436,3.05
1437,5.1875
1438,-0.325
1439,1.0625
1440,1.3125
1441,1.2875
1442,4.575
1443,2.6375
1444,-0.925
1445,1.925
1446,-0.1875
1447,0.1375
1448,3.2
1449,-1.725
1450,4.175
1451,2.4375
1452,1.3125
1453,2.4375
1454,1.525
1455,1.15
1456,0.4625
1457,1.775
1458,-1.05
1459,1.175
1460,3.0
1461,-1.0375
1462,-0.9
1463,1.1875
1464,-0.325
1465,-2.525
1466,2.675
1467,2.6375
1468,1.175
1469,1.925
1470,-1.025
1471,1.1375
1472,4.775
1473,-1.85
1474,2.075
1475,2.5875
1476,3.1
1477,4.0625
1478,4.1875
1479,3.4
1480,3.35
1481,5.95
1482,2.5375
1483,2.6125
1484,-0.3
1485,3.25
1486,-1.725
1487,1.675
1488,2.225
1489,0.4125
1490,3.9125
1491,2.6375
1492,2.4875
1493,0.4875
1494,-0.2625
1495,1.1125
1496,1.125
1497,1.875
1498,1.975
1499,-0.3125
