,S++
0,62.5
1,57.275
2,62.5
3,58.3
4,61.0
5,60.25
6,62.5
7,60.1
8,61.175
9,60.1
10,60.7
11,58.3
12,51.1
13,62.5
14,61.75
15,57.2
16,62.5
17,58.6
18,62.5
19,60.3625
20,62.5
21,59.85
22,57.1
23,59.375
24,58.3
25,57.3125
26,62.5
27,60.7
28,59.0875
29,58.0375
30,59.525
31,58.6
32,58.775
33,62.5
34,58.3
35,62.5
36,59.85
37,61.025
38,62.5
39,60.2875
40,56.35
41,60.1
42,62.5
43,61.75
44,53.35
45,55.775
46,62.5
47,60.1
48,57.45
49,62.5
50,62.5
51,59.1875
52,61.025
53,61.075
54,58.1125
55,62.5
56,58.6
57,57.3125
58,61.175
59,61.075
60,62.5
61,60.5125
62,61.075
63,62.5
64,58.525
65,62.5
66,59.0875
67,60.5125
68,62.5
69,61.025
70,60.25
71,57.1
72,61.075
73,60.7
74,61.0
75,61.075
76,62.5
77,59.0875
78,62.5
79,61.0
80,61.075
81,58.3
82,58.3
83,60.275
84,62.5
85,62.5
86,61.075
87,61.075
88,61.075
89,60.1
90,61.075
91,56.5375
92,59.5375
93,61.075
94,61.075
95,56.5
96,58.525
97,58.8
98,62.5
99,61.075
100,61.175
101,60.275
102,60.1
103,60.275
104,62.5
105,60.3625
106,61.025
107,62.5
108,54.7375
109,61.175
110,60.1
111,62.5
112,58.0
113,58.6
114,60.2875
115,60.7
116,61.175
117,62.5
118,59.375
119,60.7
120,61.175
121,60.1
122,61.175
123,61.075
124,62.5
125,61.75
126,61.025
127,61.075
128,58.3
129,60.7
130,61.175
131,59.0875
132,61.175
133,53.225
134,62.5
135,61.025
136,58.0
137,62.5
138,58.425
139,58.6
140,60.1
141,62.5
142,61.175
143,62.5
144,60.1
145,57.8625
146,61.175
147,60.5125
148,58.6
149,61.075
150,62.5
151,57.45
152,61.025
153,59.75
154,58.3
155,62.5
156,59.5375
157,59.5
158,61.075
159,47.05
160,58.3
161,55.3
162,58.3
163,62.5
164,61.075
165,62.5
166,56.8
167,55.1125
168,60.25
169,60.2875
170,58.3
171,57.25
172,57.2
173,58.6
174,59.75
175,62.5
176,61.075
177,60.25
178,55.675
179,62.5
180,58.6
181,62.5
182,62.5
183,60.7
184,59.5375
185,62.5
186,61.025
187,59.55
188,62.5
189,60.2875
190,57.1
191,60.7
192,61.075
193,43.75
194,60.1
195,62.5
196,60.2875
197,57.1
198,61.175
199,62.5
200,49.3
201,61.0
202,60.2875
203,62.5
204,58.3
205,52.4625
206,62.5
207,60.1
208,62.5
209,58.075
210,62.5
211,59.5
212,61.025
213,57.7625
214,61.025
215,62.5
216,62.5
217,49.8125
218,59.0875
219,57.575
220,62.5
221,62.5
222,57.3
223,60.1
224,58.75
225,61.075
226,58.6
227,61.75
228,60.5125
229,62.5
230,58.6
231,61.075
232,56.0625
233,62.5
234,59.0875
235,61.075
236,58.0
237,52.4625
238,62.5
239,61.75
240,58.05
241,60.7
242,59.0875
243,58.3
244,62.5
245,62.5
246,59.55
247,62.5
248,62.5
249,56.8
250,60.2875
251,61.0
252,61.175
253,61.175
254,60.5125
255,59.5375
256,60.2875
257,61.75
258,58.525
259,62.5
260,62.5
261,61.075
262,58.6
263,60.1
264,56.8
265,61.075
266,61.175
267,61.075
268,58.1125
269,62.5
270,62.5
271,59.1875
272,62.5
273,58.6
274,60.25
275,59.525
276,60.7
277,61.075
278,52.0
279,62.5
280,59.75
281,57.1
282,60.7
283,56.125
284,62.5
285,54.55
286,56.525
287,61.075
288,62.5
289,59.0875
290,62.5
291,61.075
292,47.05
293,61.025
294,55.1125
295,58.3
296,57.3875
297,61.75
298,59.1875
299,62.5
300,61.075
301,61.075
302,62.5
303,61.175
304,61.175
305,61.075
306,59.85
307,59.75
308,61.075
309,56.8
310,58.3
311,62.5
312,60.5125
313,61.0
314,61.175
315,61.075
316,58.425
317,61.075
318,60.1
319,60.275
320,62.5
321,57.275
322,55.875
323,61.025
324,55.05
325,61.025
326,60.1
327,58.6
328,60.275
329,62.5
330,60.7
331,58.6
332,56.4375
333,58.775
334,58.1125
335,56.05
336,61.075
337,62.5
338,62.5
339,62.5
340,55.875
341,61.025
342,58.3
343,57.25
344,57.25
345,56.8
346,60.1
347,61.175
348,59.75
349,62.5
350,58.425
351,60.2875
352,59.0375
353,51.25
354,60.3625
355,60.2875
356,62.5
357,61.175
358,58.3
359,59.1875
360,62.5
361,61.175
362,62.5
363,62.5
364,60.1
365,61.075
366,58.6
367,59.85
368,62.5
369,54.45
370,58.0375
371,56.5
372,60.3625
373,61.075
374,61.175
375,58.6
376,61.175
377,58.6
378,62.5
379,61.075
380,62.5
381,58.3
382,59.75
383,55.8
384,60.25
385,61.075
386,62.5
387,58.6
388,62.5
389,61.025
390,60.1
391,60.7
392,58.425
393,61.075
394,62.5
395,61.175
396,61.175
397,61.075
398,60.7
399,61.175
400,61.075
401,55.4625
402,62.5
403,61.175
404,62.5
405,61.025
406,61.0
407,59.5
408,62.5
409,60.7
410,62.5
411,60.1
412,62.5
413,56.8
414,61.025
415,62.5
416,58.3
417,59.85
418,61.025
419,60.7
420,61.025
421,59.55
422,51.275
423,58.8125
424,55.775
425,60.7
426,62.5
427,60.7
428,61.075
429,56.0625
430,58.525
431,62.5
432,61.175
433,60.1
434,62.5
435,61.075
436,62.5
437,57.2
438,62.5
439,62.5
440,55.3
441,60.25
442,62.5
443,62.5
444,62.5
445,61.075
446,59.55
447,59.1875
448,62.5
449,62.5
450,62.5
451,56.725
452,61.075
453,62.5
454,58.525
455,62.5
456,58.3
457,62.5
458,57.275
459,62.5
460,58.775
461,62.5
462,60.2875
463,60.2875
