,EEE
0,39.85
1,41.4625
2,8.7625
3,57.2875
4,64.975
5,50.225
6,47.4
7,48.9
8,94.0
9,23.8
10,44.7875
11,41.9
12,70.275
13,32.725
14,33.1875
15,56.8625
16,32.0125
17,41.925
18,46.95
19,38.975
20,35.6125
21,37.7875
22,86.925
23,20.525
24,26.5125
25,37.0375
26,49.025
27,53.975
28,80.4375
29,22.6625
30,20.65
31,42.2375
32,67.6
33,40.9
34,67.8
35,20.8625
36,9.7875
37,24.075
38,76.1375
39,25.2125
40,31.8625
41,48.7
42,35.625
43,53.975
44,29.775
45,64.1625
46,53.8875
47,38.45
48,30.4875
49,35.675
50,72.2125
51,29.3125
52,29.5625
53,47.1125
54,90.125
55,25.075
56,38.3
57,71.3
58,52.425
59,40.875
60,66.6
61,41.1
62,40.225
63,47.175
64,57.45
65,32.2375
66,15.7
67,53.5
68,44.9125
69,19.8375
70,8.05
71,42.7
72,28.25
73,8.8125
74,35.475
75,16.5625
76,23.4
77,82.475
78,34.525
79,70.575
80,48.1875
81,43.9625
82,36.5
83,43.35
84,76.7625
85,21.5875
86,54.7
87,55.9
88,28.975
89,51.65
90,58.4
91,29.7875
92,19.4625
93,15.7625
94,22.325
95,86.175
96,43.975
97,41.6
98,47.5625
99,43.25
100,51.5875
101,60.3625
102,22.05
103,91.15
104,39.15
105,52.8
106,27.3625
107,81.1
108,61.9875
109,39.8875
110,45.8
111,50.0
112,21.6
113,18.575
114,22.05
115,87.6
116,37.3
117,21.675
118,42.6125
119,46.375
120,84.4375
121,21.35
122,63.0
123,52.2
124,40.275
125,43.3875
126,51.55
127,23.65
128,22.0375
129,53.1625
130,55.6375
131,58.775
132,9.475
133,60.175
134,4.075
135,74.9
136,57.125
137,55.1375
138,82.8375
139,20.9125
140,39.7875
141,15.5
142,82.5
143,29.4
144,46.275
145,33.9
146,40.625
147,39.8625
148,70.0
149,22.6
150,67.5625
151,48.7
152,57.8
153,56.825
154,48.6
155,37.0125
156,22.3875
157,89.2125
158,47.9375
159,59.5125
160,2.25
161,41.75
162,64.35
163,6.425
164,61.4
165,46.3
166,52.175
167,56.8
168,56.2125
169,55.775
170,54.55
171,59.1375
172,56.175
173,15.3125
174,41.8
175,57.7
176,46.4125
177,9.3875
178,22.325
179,73.975
180,36.225
181,41.925
182,22.6
183,63.7
184,31.1875
185,66.9625
186,24.2875
187,82.4375
188,34.525
189,63.375
190,28.0625
191,56.5375
192,13.2875
193,34.125
194,33.0875
195,67.6625
196,41.4375
197,34.5
198,90.8
199,22.3
200,32.8375
201,42.25
202,33.4125
203,28.375
204,50.4
205,67.3
206,20.075
207,69.675
208,42.125
209,36.5375
210,66.7
211,44.7
212,47.3875
213,46.1625
214,61.0
215,43.6
216,50.225
217,49.45
218,32.85
219,36.3625
220,42.525
221,46.8
222,39.525
223,52.4875
224,10.0
225,95.5
226,17.6
227,45.8125
228,13.3125
229,53.3875
230,53.8
231,40.6
232,52.0
233,57.45
234,36.2
235,56.3
236,28.675
237,71.775
238,37.275
239,51.35
240,43.3375
241,39.35
242,27.7875
243,60.9
244,50.8625
245,43.8
246,35.6
247,33.5625
248,42.225
249,47.6875
250,42.35
251,41.55
252,65.9
253,33.5
254,38.35
255,43.85
256,35.3875
257,29.875
258,85.4
259,17.3875
260,48.0
261,35.625
262,43.7875
263,46.9375
264,59.5
265,37.225
266,53.1875
267,53.1125
268,33.825
269,69.875
270,43.175
271,62.5125
272,36.65
273,41.4875
274,38.3875
275,52.2625
276,28.0375
277,65.0625
278,49.2375
279,44.725
280,58.3
281,47.8
282,40.0
283,65.4625
284,48.2
285,39.05
286,13.45
287,49.9125
288,20.2375
289,79.05
290,29.625
291,61.075
292,21.1
293,75.025
294,11.2
295,69.3
296,47.75
297,48.0
298,47.5625
299,43.7125
300,51.8125
301,15.7875
302,41.9875
303,41.2875
304,57.4
305,56.65
306,58.6
307,34.975
308,58.6
309,62.5
310,60.5
311,58.1
312,74.6
313,17.8
314,49.95
315,49.4625
316,83.7
317,21.825
318,91.45
319,22.1875
320,76.6625
321,10.625
322,76.575
323,22.2625
324,8.85
325,91.15
326,60.825
327,21.175
328,90.175
329,23.525
330,57.7125
331,5.4125
332,39.55
333,46.55
334,87.325
335,8.425
336,37.725
337,39.6625
338,54.675
339,57.4
340,54.325
341,38.775
342,50.35
343,30.275
344,21.1375
345,59.45
346,6.975
347,56.2125
348,60.9
349,16.175
350,39.1
351,59.425
352,74.5375
353,17.625
354,64.5375
355,33.6
356,51.9
357,42.6
358,74.0
359,28.1
360,63.125
361,45.275
362,53.3
363,62.0
364,5.7125
365,12.4375
366,31.25
367,66.75
368,53.7375
369,50.2
370,32.6125
371,52.6875
372,9.725
373,86.575
374,45.0
375,50.1625
376,44.5375
377,38.075
378,26.9625
379,60.0
380,78.6
381,26.1
382,24.825
383,58.8875
384,59.6
385,41.3
386,30.9
387,50.55
388,40.3
389,65.4625
390,55.7875
391,60.3625
392,36.7
393,65.5
394,44.05
395,60.95
396,37.5125
397,28.8375
398,47.0
399,24.8625
400,55.4875
401,15.75
402,62.1
403,44.7
404,41.3375
405,32.6
406,34.8625
407,71.2
408,41.675
409,38.3125
410,82.7625
411,20.0875
412,57.5625
413,51.5875
414,44.8
415,50.8
416,25.9375
417,51.775
418,45.0625
419,38.4375
420,9.975
421,23.275
422,53.55
423,63.3
424,23.175
425,86.525
426,26.6375
427,80.5625
428,19.9625
429,40.675
430,39.55
431,19.25
432,46.7875
433,55.6
434,37.8
435,58.2
436,52.975
437,53.55
438,9.0125
439,84.4375
440,19.1875
441,54.1875
442,35.8
443,38.775
444,22.5625
445,88.1875
446,21.2
447,81.95
448,49.45
449,38.1875
450,52.1875
451,29.9625
452,46.6
453,43.9375
454,16.5125
455,33.5625
456,38.95
457,63.05
458,47.1625
459,21.5125
460,22.05
