,EEE
0,34.6875
1,43.75
2,57.45
3,53.825
4,37.1
5,37.8
6,51.4
7,98.7
8,51.825
9,58.7625
10,43.5
11,3.825
12,95.5125
13,44.2
14,41.425
15,41.4875
16,52.0
17,40.125
18,39.0
19,60.0
20,49.6
21,70.625
22,54.525
23,34.025
24,50.05
25,43.0875
26,40.0875
27,55.1375
28,41.0
29,42.425
30,61.3625
31,31.2
32,43.0
33,46.3
34,28.325
35,37.625
36,63.325
37,41.975
38,61.2
39,45.8625
40,46.2125
41,61.025
42,56.5
43,43.3
44,52.9625
45,58.8625
46,35.0875
47,44.0625
48,39.0
49,58.9
50,36.4
51,46.1
52,43.75
53,45.6
54,60.4
55,46.025
56,48.1375
57,39.3
58,59.2625
59,58.025
60,29.4625
61,37.1
62,39.7625
63,37.3875
64,32.7
65,36.1875
66,45.3
67,40.925
68,40.325
69,30.0
70,55.9
71,54.0625
72,42.9625
73,57.5
74,44.9125
75,23.625
76,30.05
77,28.9625
78,44.1
79,38.025
80,40.3625
81,42.9
82,45.2
83,79.6125
84,45.6625
85,24.9
86,52.8125
87,43.9
88,58.4
89,50.6
90,56.5
91,39.4
92,42.0625
93,36.7
94,98.7
95,43.4
96,43.8875
97,14.725
98,46.325
99,57.25
100,56.4
101,37.9875
102,57.3125
103,59.2625
104,26.65
105,40.6375
106,56.75
107,40.8
108,24.9125
109,39.9625
110,53.425
111,41.1625
112,46.325
113,22.5
114,78.5
115,36.4
116,54.8
117,45.5
118,38.6
119,40.2875
120,50.425
121,25.0
122,53.7625
123,53.3
124,53.9875
125,95.5
126,55.025
127,43.9
128,53.825
129,38.5
130,48.0
131,39.3125
132,42.45
133,39.65
134,43.6
135,45.9625
136,23.95
137,45.7
138,61.7625
139,44.2
140,59.6
141,50.9
142,96.9
143,56.1625
144,55.3
145,53.5625
146,48.4
147,47.4
148,27.3125
149,36.825
150,41.275
151,95.5125
152,38.75
153,46.2875
154,39.05
155,43.7375
156,43.875
157,43.6
158,53.0
159,44.1
160,43.8875
161,42.325
162,53.1375
163,43.075
164,42.2
165,45.0
166,35.9
167,41.725
168,45.3
169,41.725
170,64.4625
171,52.3375
172,53.1125
173,49.4625
174,43.0625
175,62.0
176,53.85
177,60.1
178,42.6
179,43.0
180,23.8
181,56.9625
182,35.225
183,43.4
184,44.0625
185,42.6
186,38.9
187,25.0
188,36.9
189,59.9625
190,95.5125
191,26.95
192,37.4
193,48.4
194,43.925
195,53.325
196,44.9
197,53.1
198,42.1
199,28.0625
200,45.25
201,40.325
202,23.5125
203,39.225
204,31.425
205,44.5
206,46.8
207,44.9
208,34.0875
209,40.2
210,44.7875
211,41.7
212,58.3
213,45.3
214,46.8
215,39.3375
216,41.05
217,62.9
218,56.9375
219,53.6
220,38.9
221,30.35
222,40.6875
223,43.7625
224,59.5
225,41.0875
226,33.5125
227,49.5625
228,23.325
229,46.7
230,41.0625
231,55.2
232,56.5
233,68.1375
234,53.4
235,55.8625
236,33.8
237,28.5125
238,39.6
239,44.0375
240,42.6
241,57.6
242,60.5
243,60.2625
244,49.0625
245,60.425
246,54.7625
247,39.0625
248,98.7
249,62.2
250,49.5
251,53.9125
252,58.7875
253,61.8625
254,65.7375
255,44.8
256,31.0
257,59.0
258,30.7
259,41.05
260,45.5125
261,32.6
262,39.5125
263,43.1
264,42.2375
265,35.8125
266,45.0
267,57.8
268,60.4
269,39.2875
270,59.3
271,43.15
272,53.8125
273,97.8375
274,48.8
275,63.8625
276,32.525
277,27.625
278,44.8375
279,59.0
280,57.1
281,38.975
282,60.7875
283,48.9
284,98.7
285,41.6125
286,44.2
287,63.7
288,43.6
289,12.575
290,34.7
291,43.225
292,25.4625
293,11.5
294,57.9
295,51.9625
296,43.8
297,62.5
298,52.9625
299,32.7
300,41.525
301,44.875
302,98.7
303,63.2
304,97.7625
305,42.25
306,44.9
307,52.9625
308,50.85
309,32.925
310,37.925
311,59.9
312,26.4
313,43.5
314,27.125
315,59.725
316,58.0
317,44.5
318,35.0
319,45.25
320,43.8
321,43.6625
322,42.75
323,41.85
324,10.0
325,55.55
326,65.0
327,61.1
328,61.2
329,61.2
330,32.7125
331,50.025
332,47.7
333,63.1
334,56.1
335,61.7625
336,51.725
337,43.8125
338,34.6
339,56.2
340,43.7
341,56.7
342,34.0
343,45.575
344,55.3
345,44.5
346,45.425
347,96.9125
348,46.7625
349,35.1
350,49.5625
351,56.125
352,55.7
353,43.85
354,10.0
355,67.6
356,40.9625
357,57.4
358,44.9875
359,59.0
360,56.8
361,82.4
362,24.525
363,58.3
364,62.0
365,50.8
366,98.7
367,46.85
368,44.05
369,46.7
370,60.6
371,37.6625
372,61.1
373,42.6
374,60.825
375,44.1
376,45.8
377,55.5
378,45.7
379,22.9875
380,54.0
381,44.1
382,54.9625
383,50.5
384,43.3625
385,32.6625
386,28.8125
387,43.4
388,41.525
389,42.9625
390,44.8625
391,41.8
392,27.0
393,45.1625
394,54.325
395,31.625
396,77.8
397,39.4125
398,56.1
399,46.7
400,45.5
401,43.6625
402,21.1125
403,37.0
404,42.5
405,43.8875
406,29.4
407,39.1875
408,39.525
409,56.7125
410,41.4125
411,37.8
412,95.5
413,61.3
414,33.2
415,43.8
416,39.15
417,44.1
418,47.1875
419,32.8
420,32.5
421,37.2375
422,42.6625
423,59.6
424,49.2
425,65.7375
426,61.0375
427,46.725
428,36.4625
429,32.6
430,32.375
431,44.675
432,41.225
433,47.85
434,49.1625
435,49.7875
436,43.8125
437,39.7
438,40.325
439,46.7625
440,49.55
441,38.3
442,10.8
443,42.825
444,50.9625
445,25.0
446,47.4375
447,37.325
448,62.5
449,60.25
450,49.625
451,44.1
452,69.2
453,39.2875
454,46.8
455,32.525
456,40.5625
457,43.8
458,24.1
459,47.25
460,43.8
461,55.65
462,41.05
463,57.8625
464,49.1625
465,58.8
466,38.3
467,43.5
468,60.7
469,73.7625
470,20.8125
471,43.3
472,34.4625
473,25.2
474,48.1
475,54.7625
476,21.7125
477,58.8
478,46.2875
479,24.7
480,44.3
481,45.6625
482,62.5
483,55.4
484,60.6875
485,55.8625
486,37.85
487,42.4125
488,60.0
489,60.5
490,34.6
491,60.2875
492,40.1625
493,46.1
494,42.7625
495,26.275
496,60.5
497,64.4625
498,38.925
499,49.0375
