,CoopPunishOpp,BullyOpp,BullyPunishOpp
0,61.7625,45.0,24.2625
1,62.5,44.6,23.625
2,62.5,44.8,24.2875
3,62.5,44.6,23.625
4,61.7625,44.3,24.25
5,61.7875,44.8,23.75
6,61.7875,44.6,24.2875
7,62.5,45.0,23.625
8,62.5,45.0,23.625
9,62.5,44.6,24.2875
10,61.7625,45.0,24.2625
11,61.7875,44.6,23.75
12,60.4,44.6,24.2625
13,59.9625,45.0,24.25
14,60.4,45.0,24.2625
15,61.7625,45.0,24.2625
16,61.7875,45.0,24.2875
17,61.7625,43.8625,23.9625
18,60.4,45.0,24.2625
19,59.9625,45.0,24.2625
20,61.7625,43.8625,24.25
21,61.7875,45.0,24.2875
22,61.7625,44.3,24.25
23,62.5,44.6,23.625
24,61.8375,45.0,23.675
25,61.7625,45.0,24.25
26,61.7875,44.6,23.625
27,61.7625,44.3,24.2625
28,62.2,44.8,24.2875
29,61.8375,44.0625,23.75
30,62.5,44.0625,23.75
31,62.2,45.0,23.75
32,62.5,44.6,24.2875
33,62.2,44.0625,23.75
34,61.7625,44.3,24.2625
35,59.9625,43.8625,24.2625
36,61.7625,44.3,24.2625
37,60.4,44.6,24.25
38,61.8375,45.0,24.2875
39,61.7625,44.3,24.25
40,61.7625,45.0,24.25
41,62.2,44.0625,24.2875
42,61.7625,45.0,24.25
43,61.7625,44.3,24.2625
44,61.7625,43.8625,24.2625
45,61.7625,43.8625,24.2625
46,61.7875,44.0625,23.625
47,61.7625,43.8625,24.25
48,62.2,44.6,24.2875
49,62.5,44.0625,24.2875
50,61.7625,43.8625,24.2625
51,60.4,43.8625,24.2625
52,61.8375,45.0,23.625
53,60.4,45.0,24.25
54,61.7625,45.0,24.2625
55,62.5,44.6,23.675
56,62.5,45.0,24.2875
57,61.7625,45.0,24.2625
58,61.7625,44.3,24.2625
59,62.5,44.8,23.625
60,62.2,44.8,23.75
61,61.8375,44.0625,23.75
62,61.7625,44.3,24.2625
63,60.4,45.0,24.2625
64,62.5,44.6,24.2875
65,61.7625,43.8625,24.2625
66,61.7625,44.3,24.25
67,61.7875,44.6,24.2875
68,61.7875,44.6,24.2875
69,61.7625,45.0,23.9625
70,61.7875,44.6,24.2875
71,62.2,44.0625,23.625
72,61.8375,44.6,24.2875
73,62.5,44.6,23.625
74,62.2,44.6,24.2875
75,61.7875,44.8,24.2875
76,62.5,45.0,23.625
77,61.7625,45.0,24.2625
78,59.9625,44.3,24.25
79,60.4,44.3,24.2625
80,62.5,44.0625,23.625
81,61.7625,44.3,24.2625
82,61.7625,44.6,24.2625
83,61.7875,44.6,23.75
84,61.7875,44.6,24.2875
85,62.5,44.6,23.625
86,61.7625,45.0,24.2625
87,62.2,45.0,23.625
88,61.7625,44.6,24.2625
89,59.9625,45.0,24.2625
90,62.2,44.8,23.675
91,62.2,45.0,23.625
92,62.5,44.6,23.675
93,59.9625,45.0,24.25
94,60.4,45.0,24.2625
95,62.2,44.0625,24.2875
96,62.5,44.6,23.625
97,61.7625,44.6,23.9625
98,61.7625,44.3,24.2625
99,61.7875,44.8,24.2875
100,61.8375,44.6,23.625
101,61.8375,44.8,24.2875
102,61.7625,45.0,24.2625
103,61.7625,43.8625,23.9625
104,61.8375,44.6,24.2875
105,61.7625,45.0,24.2625
106,61.7875,45.0,24.2875
107,62.2,45.0,23.625
108,61.7625,43.8625,23.9625
109,61.7625,44.3,24.25
110,61.7625,43.8625,24.2625
111,60.4,45.0,24.25
112,62.5,44.8,23.75
113,62.5,45.0,23.75
114,61.8375,44.6,23.675
115,61.7625,44.6,24.2625
116,60.4,45.0,24.2625
117,60.4,43.8625,23.9625
118,60.4,44.6,23.9625
119,62.2,44.6,23.75
120,61.7625,44.6,24.25
121,61.7625,45.0,24.25
122,61.7625,44.3,24.25
123,62.2,44.0625,23.675
124,61.8375,44.6,23.625
125,61.8375,44.6,23.75
126,62.5,44.6,24.2875
127,61.8375,44.6,23.625
128,61.7625,45.0,24.2625
129,62.5,44.6,23.625
130,62.2,45.0,24.2875
131,62.2,44.6,24.2875
132,61.7625,44.6,24.2625
133,61.7875,44.0625,24.2875
134,59.9625,43.8625,24.2625
135,62.2,44.6,23.675
136,61.7625,45.0,24.25
137,61.7625,45.0,24.25
138,61.7625,45.0,24.2625
139,61.7625,45.0,24.25
140,61.7625,43.8625,24.2625
141,61.7625,43.8625,24.25
142,62.5,45.0,23.75
143,59.9625,45.0,24.2625
144,60.4,45.0,24.2625
145,61.7875,45.0,24.2875
146,61.7625,44.3,24.25
147,61.7625,45.0,24.2625
148,59.9625,44.3,24.2625
149,61.7875,44.6,23.625
150,59.9625,45.0,24.2625
151,62.2,44.6,23.625
152,61.7875,44.8,23.625
153,62.5,44.6,24.2875
154,61.7875,45.0,24.2875
155,61.8375,44.8,24.2875
156,61.7625,44.3,24.2625
157,61.7625,45.0,23.9625
158,61.8375,44.6,23.675
159,61.7625,44.3,24.2625
160,62.5,45.0,23.75
161,61.8375,44.0625,24.2875
162,61.7625,45.0,24.25
163,61.7625,45.0,24.25
164,62.2,44.6,23.675
165,60.4,43.8625,24.2625
166,61.7625,45.0,24.25
167,61.7625,44.3,24.25
168,61.7625,43.8625,24.2625
169,62.5,45.0,24.2875
170,61.7625,45.0,24.2625
171,62.5,44.8,23.675
172,61.7625,45.0,24.2625
173,62.5,44.6,23.625
174,61.7625,43.8625,24.2625
175,60.4,43.8625,24.25
176,61.7625,43.8625,24.25
177,62.5,44.6,23.75
178,61.7875,44.0625,23.625
179,59.9625,45.0,24.25
180,61.7875,44.6,23.75
181,61.7625,44.6,24.2625
182,62.5,44.6,24.2875
183,61.7625,43.8625,24.25
184,61.7625,44.6,24.2625
185,62.2,44.6,23.75
186,60.4,43.8625,24.2625
187,62.5,44.6,24.2875
188,61.7625,45.0,24.25
189,61.7625,45.0,24.2625
190,61.7625,44.3,24.2625
191,61.7625,44.6,24.2625
192,61.7625,44.3,24.2625
193,61.7625,45.0,24.25
194,61.7625,43.8625,24.25
195,61.8375,44.8,24.2875
196,62.2,45.0,23.75
197,61.7625,45.0,24.25
198,62.2,45.0,24.2875
199,62.5,44.6,24.2875
200,62.2,44.6,23.675
201,61.7875,45.0,23.625
202,59.9625,44.3,23.9625
203,62.5,44.8,23.675
204,62.5,44.6,24.2875
205,60.4,43.8625,24.25
206,62.2,44.0625,24.2875
207,61.7875,45.0,23.625
208,61.7625,45.0,23.9625
209,61.7625,44.6,23.9625
210,61.7875,45.0,23.625
211,61.7875,44.6,24.2875
212,61.7625,45.0,24.25
213,61.7625,43.8625,24.2625
214,61.7625,45.0,24.2625
215,61.7625,44.6,24.2625
216,62.5,44.6,24.2875
217,61.7625,45.0,24.25
218,62.5,44.6,24.2875
219,61.7625,43.8625,24.2625
220,61.7625,43.8625,24.2625
221,61.7625,44.3,24.2625
222,60.4,44.6,23.9625
223,61.7625,43.8625,24.2625
224,62.5,45.0,24.2875
225,61.7625,45.0,24.2625
226,62.5,44.8,24.2875
227,62.5,44.8,24.2875
228,62.2,44.8,23.625
229,61.7875,45.0,23.75
230,62.2,45.0,23.625
231,61.7625,45.0,24.2625
232,62.5,44.6,24.2875
233,62.5,44.6,23.625
234,61.7625,43.8625,23.9625
235,61.7625,43.8625,24.25
236,61.7625,45.0,24.2625
237,61.7875,44.6,24.2875
238,59.9625,45.0,24.2625
239,61.7625,43.8625,24.25
240,62.5,44.6,23.675
241,61.8375,45.0,23.675
242,62.5,44.0625,24.2875
243,60.4,45.0,24.25
244,60.4,44.3,24.2625
245,61.7625,44.6,24.25
246,61.7625,43.8625,24.2625
247,61.7625,45.0,23.9625
248,61.7625,43.8625,24.25
249,61.7625,44.3,23.9625
250,59.9625,44.3,23.9625
251,61.8375,45.0,23.675
252,61.7625,44.3,24.2625
253,62.2,45.0,24.2875
254,61.7625,43.8625,24.25
255,62.5,44.6,23.675
256,61.7625,43.8625,24.25
257,62.5,44.6,23.75
258,60.4,43.8625,24.2625
259,59.9625,43.8625,24.2625
260,61.7625,43.8625,23.9625
261,62.5,45.0,23.75
262,62.5,44.8,24.2875
263,61.7625,45.0,24.25
264,61.7625,44.3,24.25
265,61.7625,44.3,24.2625
266,62.5,44.6,24.2875
267,61.7625,44.3,24.25
268,61.7875,45.0,23.675
269,60.4,44.6,24.25
270,61.7625,44.3,24.2625
271,62.5,45.0,23.675
272,62.5,45.0,24.2875
273,61.8375,45.0,24.2875
274,61.7625,45.0,24.25
275,62.2,44.6,23.75
276,61.7625,45.0,24.2625
277,62.2,44.6,23.625
278,62.2,44.0625,24.2875
279,61.7625,45.0,24.2625
280,60.4,43.8625,24.2625
281,59.9625,44.3,24.2625
282,62.2,44.8,23.625
283,62.5,44.8,23.75
284,61.7625,45.0,24.2625
285,61.7625,45.0,24.2625
286,62.5,44.6,23.75
287,61.8375,44.6,23.75
288,59.9625,45.0,24.25
289,61.7875,44.0625,23.625
290,62.2,44.0625,23.625
291,62.5,44.8,24.2875
292,62.5,44.6,23.625
293,61.7625,45.0,24.25
294,61.7625,43.8625,23.9625
295,61.7625,45.0,24.2625
296,61.8375,44.6,24.2875
297,61.8375,44.8,24.2875
298,62.5,44.6,24.2875
299,61.7625,43.8625,24.2625
300,62.5,44.6,23.625
301,61.8375,44.8,24.2875
302,62.2,45.0,23.625
303,62.2,44.6,23.675
304,59.9625,44.3,24.2625
305,62.5,44.8,23.625
306,61.7625,45.0,23.9625
307,61.7625,43.8625,24.2625
308,61.7875,45.0,23.75
309,59.9625,44.3,24.2625
310,61.7875,44.6,24.2875
311,61.7875,44.6,24.2875
312,61.7875,44.6,24.2875
313,61.7625,43.8625,24.25
314,61.7625,43.8625,24.25
315,62.5,45.0,24.2875
316,61.7625,43.8625,23.9625
317,62.2,44.6,24.2875
318,61.7625,45.0,24.25
319,61.7625,43.8625,24.25
320,61.7625,43.8625,24.25
321,61.8375,44.6,24.2875
322,61.7625,45.0,24.2625
323,60.4,45.0,24.25
324,61.7625,43.8625,24.25
325,62.5,44.6,24.2875
326,60.4,44.6,24.25
327,61.7625,45.0,24.2625
328,61.7625,45.0,24.25
329,61.7625,45.0,24.2625
330,61.7625,45.0,23.9625
331,61.7875,45.0,24.2875
332,62.5,44.0625,24.2875
333,61.7625,43.8625,24.2625
334,61.7875,44.6,24.2875
335,59.9625,45.0,24.2625
336,60.4,43.8625,24.2625
337,61.8375,44.6,23.675
338,61.8375,44.6,23.75
339,61.7625,45.0,23.9625
340,61.7625,44.3,24.2625
341,61.7875,45.0,23.625
342,62.5,45.0,23.75
343,62.5,45.0,23.675
344,61.7625,43.8625,24.25
