,EEE
0,54.5375
1,51.35
2,58.3
3,46.2375
4,35.8375
5,60.9
6,41.0125
7,55.0
8,59.5
9,53.3125
10,53.95
11,26.875
12,43.8625
13,45.65
14,44.925
15,53.975
16,47.9875
17,56.475
18,48.7375
19,43.8125
20,39.8125
21,41.65
22,42.75
23,37.15
24,50.8875
25,44.125
26,39.025
27,22.975
28,33.7125
29,36.275
30,60.4
31,29.0125
32,40.175
33,58.9
34,48.875
35,39.1125
36,45.25
37,44.8
38,23.525
39,56.5
40,35.4625
41,38.6
42,18.0125
43,60.4
44,56.675
45,48.875
46,14.8125
47,44.575
48,44.05
49,52.6875
50,39.0
51,42.6875
52,57.1
53,44.6625
54,61.7625
55,41.425
56,35.9375
57,45.2125
58,56.5
59,36.05
60,38.8875
61,51.4125
62,31.375
63,35.5375
64,43.275
65,48.0375
66,62.5
67,28.5375
68,20.2375
69,62.5
70,51.25
71,58.3
72,29.5625
73,49.9
74,39.75
75,35.4625
76,40.35
77,58.9
78,21.3125
79,52.6625
80,54.4
81,40.05
82,37.0625
83,43.975
84,59.125
85,50.1125
86,47.2125
87,40.45
88,45.45
89,46.825
90,36.675
91,53.95
92,34.1375
93,54.4
94,57.4125
95,42.2625
96,48.4
97,37.9375
98,39.55
99,43.325
100,37.225
101,23.1375
102,43.4875
103,53.2375
104,33.45
105,40.85
106,40.2125
107,41.65
108,42.25
109,73.8125
110,62.5
111,59.5
112,58.3
113,47.325
114,24.1
115,54.7
116,68.425
117,23.35
118,41.875
119,14.0125
120,32.075
121,52.0375
122,62.5
123,59.8125
124,57.6375
125,16.9
126,46.0
127,44.4625
128,40.9
129,60.45
130,41.0625
131,51.0375
132,71.3125
133,61.45
134,38.2875
135,25.275
136,62.5
137,51.2875
138,68.8875
139,50.6125
140,35.0875
141,45.4
142,53.7625
143,53.475
144,51.975
145,39.575
146,40.575
147,62.5
148,25.0
149,35.05
150,47.8625
151,58.575
152,45.275
153,40.4
154,56.65
155,26.7
156,41.65
157,54.15
158,57.4
159,54.1
160,44.225
161,41.1125
162,60.1
163,51.3125
164,44.0625
165,44.925
166,57.275
167,33.1375
168,62.5
169,40.0375
170,39.3375
171,51.8125
172,45.7
173,36.45
174,37.1125
175,46.025
176,42.1
177,36.65
178,35.875
179,49.9
180,56.2
181,58.975
182,67.425
183,56.6875
184,48.025
185,39.9
186,57.1
187,38.875
188,42.7
189,53.0875
190,36.925
191,37.7375
192,36.0875
193,39.6125
194,31.675
195,22.5125
196,44.925
197,21.1375
198,49.0
199,52.875
200,44.1875
201,54.8125
202,22.0
203,50.75
204,52.8875
205,62.775
206,8.3875
207,9.15
208,59.5
209,54.475
210,39.525
211,43.9875
212,38.5625
213,44.1
214,39.9
215,38.0375
216,54.8875
217,15.7
218,23.9625
219,23.5125
220,44.8375
221,42.9375
222,42.6625
223,54.3375
224,56.375
225,58.425
226,40.7125
227,71.725
228,51.375
229,56.8
230,26.675
231,36.4
232,51.1125
233,56.925
234,53.9375
235,44.575
236,33.55
237,37.5625
238,34.0875
239,39.7875
240,10.0
241,26.175
242,41.55
243,16.9
244,47.8875
245,32.4375
246,29.55
247,58.575
248,10.0
249,47.1625
250,46.8375
251,60.4
252,30.9375
253,57.475
254,53.5875
255,40.0625
256,38.7875
257,52.6875
258,57.475
259,57.975
260,44.6875
261,43.5875
262,46.15
263,23.475
264,36.65
265,48.775
266,62.5
267,68.4875
268,43.475
269,42.675
270,42.25
271,59.275
272,20.8375
273,39.9
274,27.325
275,55.3
276,41.5875
277,47.8
278,35.2
279,58.3
280,56.2
281,58.3
282,37.025
283,39.275
284,75.1875
285,54.0625
286,28.1
287,15.1875
288,43.1125
289,51.4
290,55.45
291,42.3875
292,10.0
293,20.575
294,50.525
295,53.625
296,35.0
297,52.0
298,38.35
299,31.075
300,46.45
301,43.575
302,46.7625
303,16.9
304,45.9875
305,35.1625
306,41.25
307,24.1375
308,56.2
309,53.4625
310,25.0
311,28.875
312,47.1
313,57.1875
314,49.25
315,51.175
316,57.6375
317,52.3
318,58.3
319,47.775
320,34.0375
321,42.275
322,45.6125
323,42.85
324,62.5
325,43.4625
326,42.05
327,21.2875
328,51.375
329,42.8875
330,74.3625
331,55.025
332,53.125
333,38.1625
334,47.125
335,46.7625
336,50.45
337,46.7625
338,35.0
339,51.9125
340,55.525
341,62.5
342,57.1875
343,25.975
344,44.275
345,58.825
346,42.775
347,41.65
348,34.225
349,58.925
350,39.9625
351,41.5
352,43.8625
353,36.4875
354,71.8125
355,58.6
356,40.275
357,62.5
358,41.65
359,40.65
360,43.7875
361,33.7125
362,43.25
363,58.3
364,69.4875
365,40.45
366,22.9
367,55.825
368,57.975
369,61.0
370,40.7125
371,63.3625
372,44.425
373,40.2125
374,31.6375
375,50.875
376,21.3125
377,58.6
378,44.225
379,66.0625
380,53.0625
381,33.625
382,52.9
383,53.5
384,34.5875
385,60.325
386,46.4625
387,39.2125
388,57.475
389,70.7875
390,40.05
391,23.3125
392,10.0
393,50.275
394,41.2375
395,43.3625
396,58.75
397,57.375
398,61.1125
399,35.9375
400,53.275
401,35.6125
402,64.1625
403,48.8875
404,39.7
405,30.975
406,54.0
407,49.3625
408,37.9
409,32.8
410,24.8125
411,55.85
412,59.2
413,42.75
414,56.6875
415,49.9
416,39.3375
417,41.6375
418,49.475
419,57.825
420,45.5625
421,61.5125
422,10.0
423,37.4
424,58.35
425,42.775
426,8.1125
427,23.8
428,41.85
429,41.225
430,62.2
431,55.9
432,42.375
433,61.0
434,10.0
435,36.625
436,55.525
437,43.7875
438,39.1375
439,39.7875
440,20.25
441,51.3
442,44.3
443,62.5
444,48.775
445,44.45
446,39.2375
447,39.9625
448,56.925
449,17.5
450,59.2625
451,60.1
452,66.375
453,10.075
454,35.0375
455,62.5
456,53.2125
457,55.0875
458,36.6125
459,45.95
460,42.0875
461,33.25
462,56.6875
463,41.4375
464,59.5
465,47.1125
466,56.2
467,53.1625
468,36.075
469,44.925
470,57.975
471,39.5875
472,53.5375
473,55.9125
474,52.2
475,41.9625
476,30.8875
477,71.325
478,35.2
479,61.0
480,12.8
481,58.6
482,26.2375
483,73.4125
484,38.7125
485,42.475
486,42.9875
487,41.125
488,58.7375
489,39.0875
490,17.3625
491,49.45
492,40.6625
493,21.9625
494,45.5125
495,40.85
496,26.6875
497,50.05
498,40.55
499,43.975
