,S++
0,53.175
1,57.175
2,54.125
3,58.6
4,62.5
5,42.675
6,62.5
7,60.7
8,56.5375
9,62.5
10,58.6
11,51.175
12,30.925
13,56.6125
14,56.25
15,54.275
16,60.7
17,54.075
18,54.875
19,62.5
20,54.475
21,62.5
22,67.625
23,60.7
24,60.7
25,50.4125
26,60.1
27,62.5
28,49.975
29,69.225
30,61.0
31,46.075
32,54.05
33,40.9625
34,62.5
35,54.375
36,60.1
37,59.3875
38,62.5
39,56.1375
40,62.5
41,45.5125
42,58.6
43,55.575
44,60.7
45,49.275
46,59.525
47,62.5
48,48.025
49,33.5875
50,28.4875
51,62.5
52,23.525
53,57.075
54,62.5
55,67.625
56,60.1
57,62.5
58,54.05
59,57.7125
60,62.5
61,62.5
62,62.5
63,53.1125
64,62.5
65,44.3625
66,74.95
67,49.825
68,53.6375
69,62.5
70,55.9125
71,38.3375
72,62.5
73,19.75
74,55.275
75,33.2875
76,62.5
77,57.7125
78,62.5
79,53.35
80,62.5
81,49.9
82,60.1
83,53.1875
84,57.0125
85,43.1125
86,46.725
87,57.7
88,57.275
89,47.2875
90,50.65
91,32.4625
92,62.5
93,61.0
94,60.7
95,49.475
96,62.5
97,43.675
98,62.5
99,35.7125
100,54.675
101,17.8625
102,46.6875
103,40.425
104,62.5
105,56.1875
106,62.5
107,30.3875
108,48.525
109,62.5
110,60.7
111,62.5
112,68.6875
113,62.5
114,49.675
115,55.475
116,55.5125
117,45.4125
118,32.2375
119,54.375
120,39.5125
121,60.1
122,60.7
123,61.7625
124,61.0
125,53.0125
126,40.2
127,37.6125
128,51.15
129,35.5875
130,38.6125
131,57.7125
132,54.2875
133,61.0
134,52.075
135,62.5
136,54.375
137,55.475
138,62.5
139,43.425
140,23.225
141,60.1
142,53.075
143,36.5
144,37.9875
145,41.325
146,62.5
147,52.6875
148,62.5
149,54.175
150,51.9625
151,62.5
152,50.6125
153,55.475
154,62.5
155,55.3125
156,62.5
157,49.275
158,29.625
159,51.975
160,57.275
161,60.7
162,52.6125
163,46.2125
164,53.05
165,46.525
166,60.1
167,42.575
168,57.675
169,18.6125
170,50.775
171,22.6125
172,50.7625
173,60.7
174,57.275
175,50.875
176,42.8
177,62.5
178,60.7
179,34.5375
180,54.175
181,62.5
182,62.5
183,62.5
184,42.7875
185,60.7
186,49.25
187,53.175
188,38.7125
189,48.5125
190,62.5
191,62.5
192,60.1
193,62.5
194,60.1
195,52.9625
196,31.7625
197,51.0875
198,34.3
199,62.5
200,47.4
201,62.5
202,47.875
203,35.45
204,60.7
205,62.5
206,62.5
207,60.7
208,62.5
209,30.3375
210,61.0
211,71.4875
212,58.6
213,62.5
214,60.7
215,50.6125
216,60.7
217,58.6
218,45.0625
219,25.15
220,55.7875
221,60.7
222,58.6
223,61.0
224,62.5
225,56.5625
226,58.9
227,52.6625
228,55.575
229,47.425
230,60.7
231,48.3375
232,55.475
233,42.475
234,62.5
235,60.1
236,57.075
237,58.6
238,52.475
239,62.5
240,32.0375
241,54.1375
242,62.5
243,31.725
244,61.0
245,53.55
246,54.075
247,51.8125
248,39.65
249,45.5
250,54.125
251,54.05
252,58.775
253,55.5125
254,55.775
255,66.025
256,42.5125
257,62.5
258,31.7125
259,69.4875
260,48.6625
261,49.875
262,61.0
263,61.0
264,62.5
265,45.175
266,46.0125
267,70.625
268,60.7
269,51.65
270,48.8125
271,62.5
272,45.7875
273,60.7
274,39.9875
275,58.6
276,47.4
277,58.6
278,24.25
279,43.925
280,39.5875
281,50.9875
282,62.5
283,44.45
284,49.675
285,54.475
286,54.375
287,61.6375
288,51.0625
289,62.5
290,48.4
291,52.575
292,62.5
293,62.5
294,41.6875
295,48.2625
296,62.5
297,42.7875
298,47.4125
299,60.1
300,50.5875
301,46.9875
302,28.7375
303,35.4375
304,59.5
305,50.075
306,60.1
307,62.5
308,39.125
309,56.6125
310,54.875
311,60.1
312,62.5
313,62.5
314,45.4125
315,62.5
316,50.375
317,56.1125
318,62.5
319,58.6
320,70.125
321,60.1
322,60.1
323,28.1
324,51.8875
325,60.1
326,58.6
327,56.125
328,45.6
329,61.0
330,37.85
331,46.175
332,28.2625
333,39.7
334,62.5
335,60.1
336,45.025
337,43.6625
338,22.1875
339,33.25
340,60.7
341,62.5
342,44.575
343,62.5
344,51.975
345,61.0
346,70.65
347,60.1
348,58.6
349,53.075
350,60.7
351,57.7125
352,62.5
353,55.525
354,58.6
355,56.2875
356,56.5625
357,62.5
358,56.375
359,62.5
360,61.0
361,62.5
362,62.0125
363,50.45
364,60.1
365,31.65
366,53.2625
367,42.4
368,62.5
369,60.7
370,17.9625
371,52.0125
372,62.5
373,44.8625
374,61.3375
375,62.5
