,S++
376,47.675
377,36.25
378,52.2625
379,50.3875
380,52.125
381,62.5
382,44.775
383,56.125
384,50.85
385,57.275
386,46.225
387,31.85
388,51.3875
389,60.1
390,43.6125
391,62.5
392,55.0875
393,59.5
394,36.1125
395,35.625
396,62.5
397,62.5
398,60.1
399,62.5
400,60.7
401,54.8125
402,52.275
403,57.275
404,56.7875
405,60.1
406,45.8125
407,62.5
408,62.5
409,60.1
410,20.75
411,61.5875
412,62.5
413,54.325
414,34.6125
415,48.3375
416,61.0
417,53.35
418,62.5
419,60.7
420,54.375
421,61.2875
422,25.6375
423,62.5
424,34.5125
425,62.5
426,60.7
427,26.4
428,60.1
429,57.3875
430,62.5
431,48.275
432,45.05
433,62.5
434,50.3375
435,62.5
436,48.775
437,62.5
438,53.475
439,60.7
440,58.6
441,62.5
442,62.5
443,52.975
444,61.0
445,51.325
446,56.85
447,72.0875
448,62.5
449,26.925
450,54.275
451,53.075
452,28.5625
453,41.625
454,62.5
455,43.9375
456,61.0
457,13.125
458,44.6625
459,62.5
460,27.975
461,58.6
462,60.7
463,48.4125
464,54.075
465,54.675
466,60.1
467,30.5125
468,62.5
469,48.275
470,61.0
471,61.0
472,49.375
473,60.7
474,51.1125
475,52.8125
476,61.0
477,30.5375
478,41.725
479,59.5
480,15.55
481,62.5
482,50.075
483,60.7
484,51.775
485,58.0
486,64.7625
487,43.9625
488,36.8875
489,56.575
490,45.7375
491,65.6625
492,52.1625
493,61.0
494,60.7
495,62.5
496,58.6
497,55.825
498,60.7
499,62.5
