,S++
0,56.4875
1,49.8
2,53.525
3,55.75
4,60.325
5,59.2
6,55.7875
7,57.275
8,22.8875
9,40.1875
10,58.0875
11,48.775
12,56.525
13,58.575
14,54.0125
15,52.0625
16,62.5
17,62.5
18,58.25
19,55.025
20,51.5
21,42.2875
22,61.8
23,61.8
24,52.0125
25,56.3875
26,49.775
27,46.025
28,56.925
29,49.925
30,51.3
31,43.3375
32,30.7
33,52.5
34,58.825
35,59.325
36,59.9
37,61.025
38,57.2875
39,61.6
40,62.3
41,59.925
42,59.675
43,59.5
44,47.3125
45,53.6625
46,61.8
47,61.8
48,52.325
49,50.9875
50,49.8
51,56.4875
52,57.4
53,61.175
54,58.6
55,62.5
56,57.425
57,61.075
58,50.9375
59,43.175
60,46.1375
61,26.625
62,59.675
63,59.5
64,45.7875
65,45.2875
66,51.2875
67,51.725
68,46.05
69,50.5875
70,27.3375
71,48.45
72,58.6
73,62.5
74,56.875
75,56.95
76,61.175
77,57.4
78,56.8375
79,37.8
80,59.1875
81,59.0
82,61.0125
83,58.125
84,53.475
85,58.1125
86,62.9
87,58.025
88,61.075
89,58.025
90,53.425
91,48.5875
92,55.225
93,61.875
94,56.75
95,56.525
96,41.95
97,30.125
98,60.375
99,57.325
100,53.5
101,54.3375
102,60.9375
103,55.0375
104,61.8
105,61.8
106,54.275
107,56.0875
108,47.6
109,53.2875
110,55.3625
111,53.7875
112,62.3
113,59.925
114,63.3
115,58.3
116,62.5
117,62.5
118,46.7875
119,50.1125
120,54.6875
121,55.75
122,33.4625
123,46.15
124,50.1375
125,50.0
126,42.35
127,42.15
128,53.1625
129,51.625
130,14.275
131,48.1875
132,46.675
133,50.275
134,39.5625
135,29.6125
136,48.6875
137,42.8875
138,52.9625
139,35.45
140,59.1625
141,57.275
142,61.0
143,58.175
144,57.325
145,60.375
146,48.7125
147,55.7875
148,62.5
149,62.5
150,58.5125
151,52.3125
152,57.25
153,52.025
154,45.6375
155,31.125
156,54.65
157,54.2625
158,43.025
159,46.975
160,58.6
161,62.5
162,60.4
163,59.2
164,53.5125
165,60.7125
166,60.1
167,62.5
168,62.5
169,62.5
170,47.0875
171,62.575
172,61.5
173,60.0
174,60.325
175,59.2
176,62.5
177,62.5
178,62.5
179,62.5
180,60.3
181,59.925
182,62.5
183,58.6
184,59.0375
185,51.2875
186,55.775
187,56.4125
188,58.025
189,61.075
190,57.75
191,52.0875
192,48.275
193,37.8125
194,51.2625
195,53.3125
196,58.275
197,47.075
198,53.9125
199,51.4
200,56.525
201,56.75
202,61.425
203,58.8
204,57.45
205,49.7875
206,54.55
207,58.3125
208,52.05
209,53.15
210,59.775
211,59.875
212,61.8
213,61.8
214,57.625
215,40.9125
216,53.7625
217,46.775
218,59.525
219,61.4
220,59.675
221,59.5
222,61.2
223,47.975
224,60.3
225,59.925
226,58.5375
227,61.75
228,55.0
229,38.55
230,59.575
231,59.525
232,46.6875
233,48.8875
234,59.525
235,59.575
236,58.025
237,61.075
238,62.5
239,60.1
240,62.5
241,62.5
242,53.8
243,59.5125
244,57.15
245,52.05
246,55.5875
247,54.7
248,60.125
249,56.625
250,51.1375
251,35.2875
252,48.275
253,58.0875
254,52.775
255,51.7625
256,56.0125
257,60.25
258,42.725
259,54.7875
260,37.05
261,40.5625
262,56.1125
263,45.4375
264,50.9625
265,52.1
266,48.2875
267,52.2125
268,51.2625
269,43.0875
270,49.8
271,58.3125
272,53.2625
273,51.275
274,48.4
275,56.3125
276,60.7
277,62.5
278,49.7625
279,46.5875
280,48.675
281,35.6125
282,40.8
283,61.4875
284,53.575
285,58.0875
286,51.5875
287,58.775
288,42.8375
289,59.8375
290,58.025
291,61.075
292,62.5
293,62.5
294,60.8625
295,51.7875
296,62.5
297,62.5
298,61.8
299,61.8
300,59.15
301,46.05
302,59.575
303,59.525
304,59.525
305,59.575
306,31.1875
307,28.825
308,62.5
309,62.5
310,55.6125
311,44.6875
312,55.7875
313,57.275
314,60.4
315,61.0
316,62.5
317,62.5
318,44.5625
319,58.775
320,47.3625
321,48.2875
322,55.1625
323,45.3
324,49.975
325,51.325
326,47.1
327,42.3125
328,55.75
329,54.6875
330,60.7
331,62.5
332,61.375
333,55.7625
334,52.0
335,53.125
336,58.6
337,62.5
338,49.225
339,42.9125
340,60.1
341,62.5
342,40.9
343,32.3625
344,54.525
345,46.8125
346,60.875
347,53.325
348,60.375
349,57.325
350,41.3125
351,46.8625
352,57.775
353,55.85
354,57.3375
355,50.5
356,45.4875
357,61.725
358,38.4125
359,60.225
360,59.975
361,55.05
362,55.025
363,47.5125
364,50.65
365,59.1875
366,59.575
367,59.525
368,61.975
369,49.05
370,59.925
371,62.3
372,59.525
373,59.575
374,57.2875
375,58.8625
376,59.675
377,59.5
378,59.925
379,60.3
380,59.4125
381,52.775
382,58.075
383,53.5875
384,61.4
385,59.525
386,44.375
387,38.675
388,63.3375
389,58.75
390,62.5
391,58.6
392,61.0
393,58.175
394,57.1
395,59.3
396,61.075
397,58.025
398,55.7875
399,42.8875
400,61.475
401,56.925
402,52.5
403,58.775
404,55.25
405,58.025
406,58.975
407,56.8
408,47.1625
409,15.0375
410,37.0875
411,43.7875
412,52.8
413,53.4875
414,42.325
415,48.2375
416,52.0125
417,62.2125
418,50.3
419,54.3125
420,46.7125
421,46.9125
422,45.3
423,42.6
424,37.7875
425,43.75
426,59.875
427,59.775
428,57.475
429,53.55
430,58.125
431,61.0125
432,50.5
433,57.3375
434,37.875
435,42.7125
436,62.5
437,62.5
438,62.5
439,58.6
440,31.55
441,33.9125
442,52.8375
443,41.6875
444,54.0875
445,56.2
446,54.3125
447,50.1125
448,48.05
449,42.5125
450,61.175
451,57.4
452,55.975
453,55.05
454,56.6125
455,57.25
456,60.725
457,58.1
458,58.025
459,61.075
460,54.925
461,49.0875
462,41.7375
463,45.3875
464,57.5125
465,58.75
466,57.9125
467,54.275
468,60.7
469,62.5
470,42.925
471,44.6125
472,58.175
473,57.1
474,52.7875
475,45.8875
476,42.8375
477,30.475
478,56.35
479,50.525
480,53.5
481,51.625
482,62.5
483,58.6
484,61.0
485,60.4
486,54.5
487,57.3375
488,60.25
489,48.425
490,43.1875
491,43.8
492,57.0625
493,50.5625
494,61.0
495,56.375
496,45.275
497,53.4625
498,44.825
499,47.575
500,51.3375
501,57.4125
502,58.0875
503,48.275
504,54.15
505,55.05
506,51.55
507,46.0375
508,46.95
509,43.025
510,60.1
511,62.5
512,59.025
513,57.0875
514,62.5
515,58.9
516,42.3
517,45.6
518,57.5125
519,58.75
520,26.6125
521,51.1
522,47.7625
523,61.0375
524,55.75
525,60.5125
526,49.6
527,47.825
528,61.4
529,59.525
530,52.1875
531,45.1875
532,53.525
533,59.75
534,52.225
535,36.725
536,41.7125
537,60.85
538,46.1
539,57.875
540,60.8125
541,55.55
542,38.575
543,54.9
544,50.2125
545,50.525
546,58.825
547,58.875
548,49.0625
549,55.1875
550,58.025
551,61.075
552,60.475
553,57.3
554,44.3
555,57.575
556,58.7875
557,57.3625
558,59.0125
559,57.25
560,58.175
561,57.4
562,51.3375
563,50.675
564,52.6625
565,44.2
566,57.325
567,60.375
568,57.3
569,59.55
570,60.4
571,61.0
572,55.125
573,57.175
574,52.5
575,53.5125
576,58.075
577,57.2625
578,41.975
579,42.9875
580,25.1125
581,36.0375
582,46.0875
583,57.4
584,62.5
585,62.5
586,58.3375
587,56.9375
588,62.5
589,60.1
590,61.8
591,61.8
592,62.5
593,58.6
594,55.3
595,54.65
596,58.6
597,62.5
598,62.5
599,58.6
600,58.6
601,62.5
602,59.0125
603,57.25
604,46.7875
605,59.5375
606,42.425
607,41.575
608,59.525
609,61.4
610,49.9375
611,51.05
612,57.425
613,42.125
614,45.0375
615,46.125
616,62.5
617,60.1
618,53.575
619,57.2125
620,55.85
621,57.775
622,55.475
623,48.7875
624,62.5
625,62.5
626,58.075
627,40.3
628,57.0875
629,59.025
630,57.825
631,52.4625
632,58.875
633,58.825
634,47.6125
635,31.0875
636,58.1625
637,56.5875
638,59.8125
639,48.3
640,51.2625
641,60.05
642,63.3
643,58.3
644,60.45
645,51.35
646,42.3625
647,25.6625
648,59.8125
649,46.175
650,61.975
651,52.925
652,55.775
653,50.9375
654,39.2875
655,50.475
656,51.9625
657,53.125
658,58.6
659,62.5
660,44.65
661,41.7
662,53.675
663,48.3375
664,57.2625
665,58.075
666,57.4
667,61.175
668,54.85
669,57.5125
670,44.75
671,56.4125
672,55.2625
673,45.275
674,51.2875
675,41.5625
676,56.25
677,53.5
678,54.4875
679,55.8
680,49.1875
681,58.4375
682,44.7375
683,51.25
684,55.0375
685,52.375
686,44.775
687,36.775
688,54.325
689,59.375
690,41.575
691,53.725
692,57.5125
693,58.75
694,43.975
695,40.075
696,51.025
697,52.9
698,60.1
699,62.5
700,52.05
701,55.325
702,61.8
703,61.8
704,49.9375
705,59.6125
706,51.725
707,59.45
708,49.7875
709,40.8125
710,51.9125
711,33.3875
712,41.925
713,38.825
714,59.525
715,59.575
716,55.7875
717,60.3625
718,60.7
719,58.825
720,63.3
721,58.3
722,54.275
723,56.0875
724,49.8375
725,58.9125
726,53.8125
727,58.775
728,62.5
729,60.7
730,59.925
731,60.3
732,61.0
733,60.4
734,60.375
735,57.325
736,60.7
737,62.5
738,51.0125
739,54.05
740,59.875
741,57.2625
742,62.5
743,62.5
744,53.35
745,53.075
746,60.075
747,55.025
748,53.525
749,57.975
750,43.825
751,51.65
752,53.8
753,59.5125
754,57.7
755,53.7125
756,59.675
757,59.5
758,54.2
759,61.8875
760,55.35
761,58.0
762,43.9625
763,21.65
764,60.85
765,49.65
766,56.6125
767,53.5375
768,44.875
769,48.1625
770,62.5
771,62.5
772,52.475
773,51.4125
774,49.8
775,56.4875
776,46.4625
777,49.4375
778,58.025
779,61.075
780,55.75
781,56.9125
782,63.9
783,39.6125
784,33.9625
785,34.9
786,60.675
787,56.6375
788,51.625
789,54.8375
790,52.525
791,55.0
792,53.5125
793,44.55
794,62.5
795,60.1
796,43.8125
797,51.7
798,60.7
799,62.5
800,57.5125
801,58.75
802,54.825
803,44.55
804,50.2625
805,54.275
806,61.175
807,58.0
808,41.15
809,8.6875
810,53.4
811,42.8875
812,49.4625
813,41.9
814,59.525
815,59.575
816,61.175
817,58.0
818,54.1
819,46.925
820,51.2625
821,54.225
822,52.8125
823,56.175
824,52.8875
825,60.4625
826,40.0375
827,58.4625
828,57.65
829,47.55
830,46.925
831,22.8875
832,55.0375
833,55.1125
834,60.4
835,61.0
836,53.375
837,36.3125
838,50.5125
839,54.2875
840,54.2875
841,56.0375
842,58.6
843,62.5
844,54.325
845,53.55
846,61.0
847,60.4
848,57.975
849,53.525
850,60.2875
851,58.6
852,45.5875
853,59.9375
854,47.25
855,53.1125
856,54.075
857,55.3375
858,48.8
859,51.35
860,53.075
861,53.8875
862,40.1125
863,35.6125
864,43.9625
865,61.5125
866,56.525
867,56.75
868,28.8375
869,44.55
870,47.625
871,40.0625
872,49.5875
873,54.875
874,56.15
875,49.05
876,59.525
877,61.4
878,58.8875
879,50.4625
880,62.5
881,58.6
882,58.75
883,50.525
884,55.0375
885,55.1125
886,45.325
887,56.8875
888,55.4125
889,57.25
890,56.1375
891,51.3875
892,43.8375
893,52.5125
894,61.075
895,58.025
896,61.075
897,58.025
898,33.475
899,19.2125
900,39.1625
901,37.475
902,53.8625
903,58.7625
904,59.775
905,59.875
906,55.0
907,55.95
908,59.5
909,59.675
910,51.0625
911,49.0375
912,60.7
913,62.5
914,56.95
915,56.875
916,55.925
917,62.575
918,48.5125
919,54.825
920,54.8125
921,49.9
922,55.45
923,55.7875
924,58.3
925,63.3
926,55.55
927,46.2875
928,62.5
929,60.1
930,52.0125
931,50.5625
932,54.3625
933,48.0
934,55.225
935,61.875
936,57.1
937,58.175
938,39.275
939,24.4875
940,52.475
941,61.8625
942,31.1125
943,45.1125
944,61.4
945,59.525
946,55.825
947,56.05
948,55.7875
949,57.275
950,50.3625
951,61.7875
952,42.3125
953,46.4625
954,56.5
955,59.075
956,55.775
957,56.4125
958,55.0125
959,56.8125
960,60.2625
961,56.875
962,60.7
963,62.5
964,59.875
965,59.775
966,58.6
967,62.5
968,59.875
969,59.775
970,32.5875
971,43.375
972,56.225
973,56.775
974,39.3
975,49.5125
976,50.4875
977,55.8
978,62.5
979,62.5
980,44.5625
981,53.8625
982,61.8
983,61.8
984,54.6875
985,51.85
986,57.425
987,61.075
988,60.1
989,62.5
990,58.8625
991,57.2875
992,56.8
993,58.975
994,62.5
995,60.7
996,47.5375
997,60.7875
998,60.7125
999,53.5125
