,S++
231,-50
232,46
233,-50
234,48
235,50
236,44
237,50
238,42
239,44
240,50
241,-50
242,-4
243,-50
244,50
245,-2
246,-14
247,-50
248,-50
249,44
250,50
251,-22
252,50
253,50
254,-16
255,44
256,-42
257,-50
258,-34
259,50
260,-50
261,50
262,-20
263,50
264,-50
265,50
266,-44
267,-44
268,50
269,50
270,-50
271,-2
272,-50
273,-26
274,50
275,-50
276,40
277,-50
278,-50
279,50
280,50
281,44
282,-50
283,-38
284,40
285,-20
286,50
287,50
288,38
289,-50
290,50
291,42
292,-50
293,-26
294,-30
295,50
296,-50
297,-28
298,-10
299,-50
300,50
301,44
302,48
303,44
304,36
305,50
306,-38
307,50
308,50
309,-50
310,-50
311,44
312,46
313,50
314,50
315,-50
316,10
317,-50
318,-50
319,-50
320,46
321,48
322,-50
323,-50
324,-50
325,46
326,50
327,-50
328,-50
329,-50
330,50
331,48
332,50
333,50
334,50
335,44
336,-38
337,50
338,-50
339,-50
340,50
341,-50
342,-50
343,-24
344,-50
345,-50
346,-50
347,-24
348,-50
349,50
350,-50
351,50
352,38
353,-26
354,50
355,-50
356,-30
357,-50
358,-40
359,-40
360,-50
361,42
362,-50
363,-50
364,42
365,-50
366,44
367,44
368,40
369,46
370,-50
371,50
372,-6
373,50
374,48
375,-50
376,-50
377,44
378,46
379,8
380,-50
381,-20
382,42
383,-50
384,46
385,42
386,50
387,50
388,40
389,44
390,40
391,-22
392,0
393,-32
394,38
395,-50
396,-50
397,44
398,50
399,42
400,50
401,-50
402,-50
403,-28
404,50
405,50
406,50
407,-20
408,50
409,-12
410,40
411,44
412,44
413,40
414,50
415,42
416,50
417,-50
418,50
419,50
420,-50
421,46
422,-38
423,-42
424,50
425,-28
426,-22
427,44
428,-50
429,40
430,42
431,50
432,50
433,-44
434,-42
435,50
436,50
437,-44
438,50
439,-50
440,-50
441,-50
442,50
443,-50
444,-50
445,-50
446,-34
447,50
448,-40
449,-50
450,-22
451,50
452,-20
453,40
454,50
455,44
456,50
457,-50
458,-12
459,-40
460,44
461,-30
462,-50
463,-44
464,46
465,42
466,-44
467,44
468,50
469,50
470,-50
471,-50
472,38
473,44
474,50
475,44
476,44
477,-50
478,-48
479,48
480,44
481,40
482,-50
483,36
484,-50
485,50
486,4
487,-50
488,50
489,-50
490,-44
491,50
492,44
493,48
494,50
495,-50
496,50
497,-50
498,46
499,44
500,50
501,0
502,-4
503,-2
504,4
505,-50
506,42
507,50
508,4
509,-50
510,44
511,38
512,6
513,50
514,50
515,0
516,-50
517,-8
518,44
519,-6
520,2
521,50
522,50
523,-10
524,4
525,44
526,44
527,6
528,10
529,50
530,42
531,12
532,-6
533,40
534,-6
535,50
536,50
537,-14
538,32
539,4
540,0
541,50
542,40
543,-4
544,42
545,0
546,-4
547,-50
548,48
549,50
550,50
551,40
552,50
553,-50
554,0
555,-50
556,-14
557,2
558,-12
559,46
560,-18
561,-12
562,48
563,-6
564,50
565,12
566,48
567,16
568,-2
569,50
570,48
571,44
572,50
573,50
574,44
575,36
576,6
577,12
578,2
579,4
580,42
581,50
582,50
583,-50
584,50
585,50
586,44
587,0
588,44
589,6
590,-2
591,2
592,-50
593,50
594,6
595,10
596,-18
597,0
598,10
599,42
600,2
601,2
602,50
603,48
604,50
605,14
606,44
607,38
608,0
609,18
610,50
611,50
612,46
613,-50
614,44
615,-50
616,42
617,50
618,6
619,42
620,50
621,16
622,42
623,50
624,-16
625,38
626,-2
627,-50
628,6
629,42
630,42
631,4
632,2
633,46
634,44
635,-2
636,4
637,-14
638,-14
639,50
640,-50
641,10
642,50
643,50
644,18
645,48
646,20
647,18
648,2
649,-50
650,48
651,50
652,10
653,46
654,42
655,44
656,48
657,-6
658,18
659,42
660,2
661,12
662,2
663,16
664,50
665,50
666,10
667,8
668,2
669,34
670,16
671,-50
672,50
673,50
674,44
675,6
676,44
677,50
678,44
679,38
680,2
681,44
682,50
683,40
684,-4
685,42
686,42
687,44
688,8
689,44
690,-50
691,44
692,16
693,-50
694,8
695,50
696,-50
697,26
698,44
699,38
700,40
701,-14
702,44
703,50
704,-4
705,-50
706,50
707,4
708,4
709,42
710,6
711,-4
712,42
713,-6
714,44
715,8
716,-4
717,48
718,12
719,32
720,0
721,48
722,44
723,50
724,50
725,44
726,8
727,42
728,50
729,-12
730,-10
731,14
732,48
733,2
734,38
735,44
736,50
737,50
738,48
739,50
740,50
741,2
742,-4
743,-6
744,50
745,8
746,16
747,-50
748,2
749,40
750,34
751,-12
752,44
753,50
754,-4
755,50
756,2
757,18
758,10
759,44
760,10
761,38
762,-50
763,50
764,-2
765,50
766,-8
767,12
768,50
769,50
770,-50
771,10
772,4
773,2
774,50
775,-8
776,46
777,2
778,-14
779,48
780,48
781,50
782,-22
783,-50
784,46
785,-18
786,44
787,44
788,48
789,6
790,50
791,50
792,2
793,-50
794,-50
795,42
796,6
797,4
798,-6
799,0
800,50
801,50
802,42
803,50
804,42
805,36
806,4
807,44
808,50
809,2
810,10
811,50
812,50
813,42
814,50
815,2
816,-12
817,30
818,6
819,-50
820,44
821,44
822,4
823,-50
824,8
825,50
826,50
827,-50
828,-6
829,6
830,44
831,44
832,44
833,42
834,42
835,42
836,4
837,50
838,0
839,-10
840,40
841,6
842,2
843,0
844,-6
845,2
846,-20
847,26
848,-12
849,48
850,4
851,44
852,50
853,16
854,50
855,14
856,-4
857,8
858,-6
859,-8
860,6
861,50
862,-50
863,-14
864,50
865,-8
866,48
867,50
868,50
869,50
870,8
871,44
872,8
873,50
874,48
875,2
876,8
877,50
878,50
879,18
880,-2
881,-12
882,30
883,-6
884,50
885,50
886,50
887,44
888,46
889,48
890,50
891,2
892,-50
893,2
894,44
895,-4
896,-2
897,48
898,44
899,40
900,50
901,-50
902,0
903,6
904,42
905,50
906,40
907,2
908,50
909,2
910,50
911,38
912,50
913,48
914,50
915,50
916,50
917,-6
918,42
919,50
920,4
921,36
922,4
923,14
924,50
925,-12
926,4
927,44
928,6
929,44
930,44
931,46
932,50
933,-6
934,8
935,46
936,50
937,-20
938,44
939,18
940,-16
941,8
942,50
943,10
944,-6
945,14
946,22
947,44
948,0
949,4
950,0
951,50
952,-50
953,44
954,42
955,44
956,44
957,10
958,-10
959,2
960,42
961,0
962,4
963,-8
964,44
965,50
966,8
967,50
968,48
969,40
970,12
971,-10
972,40
973,50
974,40
975,50
976,44
977,4
978,0
979,50
980,44
981,50
982,4
983,50
984,12
985,50
986,-50
987,6
988,50
989,10
990,-8
991,48
992,32
993,40
994,50
995,12
996,44
997,-50
998,44
999,46
1000,50
1001,-2
1002,-4
1003,-8
1004,-20
1005,-50
1006,42
1007,46
1008,12
1009,-50
1010,44
1011,42
1012,0
1013,44
1014,48
1015,4
1016,-4
1017,-6
1018,44
1019,16
1020,16
1021,50
1022,44
1023,0
1024,0
1025,36
1026,50
1027,-50
1028,-4
1029,48
1030,40
1031,2
1032,6
1033,48
1034,2
1035,50
1036,50
1037,6
1038,44
1039,2
1040,4
1041,42
1042,44
1043,-10
1044,48
1045,8
1046,-6
1047,8
1048,44
1049,44
1050,42
1051,50
1052,44
1053,6
1054,4
1055,2
1056,2
1057,0
1058,4
1059,50
1060,-2
1061,-4
1062,48
1063,-2
1064,50
1065,14
1066,50
1067,0
1068,2
1069,38
1070,50
1071,50
1072,44
1073,50
1074,50
1075,50
1076,8
1077,-50
1078,-50
1079,-10
1080,50
1081,50
1082,46
1083,-6
1084,44
1085,50
1086,40
1087,-14
1088,50
1089,-12
1090,-2
1091,-14
1092,-16
1093,42
1094,-12
1095,0
1096,6
1097,2
1098,2
1099,44
1100,-2
1101,-50
1102,50
1103,50
1104,40
1105,-50
1106,48
1107,50
1108,2
1109,-6
1110,42
1111,42
1112,50
1113,-4
1114,50
1115,6
1116,48
1117,42
1118,2
1119,50
1120,50
1121,16
1122,50
1123,50
1124,18
1125,42
1126,-4
1127,6
1128,-10
1129,44
1130,50
1131,8
1132,2
1133,40
1134,50
1135,-50
1136,-12
1137,-2
1138,12
1139,50
1140,14
1141,8
1142,48
1143,50
1144,-2
1145,46
1146,-50
1147,2
1148,-12
1149,0
1150,48
1151,46
1152,0
1153,50
1154,48
1155,46
1156,50
1157,4
1158,-2
1159,48
1160,-18
1161,-18
1162,2
1163,2
1164,44
1165,46
1166,4
1167,10
1168,16
1169,50
1170,-6
1171,-50
1172,50
1173,50
1174,42
1175,4
1176,50
1177,38
1178,38
1179,50
1180,14
1181,44
1182,48
1183,40
1184,0
1185,44
1186,50
1187,50
1188,6
1189,50
1190,-2
1191,36
1192,-10
1193,-8
1194,0
1195,44
1196,-50
1197,-2
1198,44
1199,50
1200,50
1201,-2
1202,50
1203,38
1204,-2
1205,6
1206,42
1207,8
1208,2
1209,50
1210,4
1211,12
1212,48
1213,-4
1214,50
1215,-50
1216,0
1217,44
1218,2
1219,38
1220,8
1221,42
1222,44
1223,42
1224,50
1225,50
1226,-14
1227,50
1228,44
1229,2
1230,10
1231,0
1232,42
1233,-4
1234,50
1235,50
1236,38
1237,44
1238,50
1239,48
1240,40
1241,2
1242,-18
1243,8
1244,50
1245,4
1246,10
1247,6
1248,-2
1249,44
1250,44
1251,-2
1252,40
1253,50
1254,12
1255,50
1256,2
1257,6
1258,-14
1259,50
1260,-50
1261,50
1262,10
1263,50
1264,-50
1265,44
1266,12
1267,14
1268,44
1269,50
1270,6
1271,-8
1272,-6
1273,-6
1274,50
1275,18
1276,24
1277,-50
1278,6
1279,50
1280,36
1281,42
1282,-6
1283,6
1284,44
1285,-50
1286,50
1287,50
1288,42
1289,4
1290,44
1291,50
1292,0
1293,-4
1294,-2
1295,50
1296,-2
1297,-50
1298,-8
1299,4
1300,50
1301,24
1302,50
1303,50
1304,44
1305,44
1306,6
1307,44
1308,50
1309,2
1310,-2
1311,46
1312,44
1313,42
1314,50
1315,-4
1316,4
1317,4
1318,-2
1319,6
1320,50
1321,44
1322,2
1323,14
1324,0
1325,50
1326,50
1327,0
1328,-4
1329,16
1330,42
1331,50
1332,50
1333,44
1334,50
1335,44
1336,-50
1337,50
1338,4
1339,6
1340,50
1341,20
1342,-2
1343,-50
1344,6
1345,-4
1346,-50
1347,-8
1348,12
1349,48
1350,-6
1351,42
1352,34
1353,-2
1354,44
1355,14
1356,4
1357,8
1358,-4
1359,18
1360,14
1361,44
1362,10
1363,-2
1364,50
1365,4
1366,48
1367,50
1368,44
1369,44
1370,-2
1371,50
1372,8
1373,46
1374,44
1375,-50
1376,8
1377,50
1378,46
1379,2
1380,6
1381,16
1382,44
1383,2
1384,48
1385,44
1386,50
1387,44
1388,42
1389,46
1390,38
1391,-8
1392,-2
1393,2
1394,50
1395,-12
1396,4
1397,50
1398,50
1399,44
1400,48
1401,12
1402,-10
1403,-4
1404,48
1405,50
1406,50
1407,-2
1408,46
1409,-10
1410,40
1411,50
1412,46
1413,38
1414,44
1415,50
1416,42
1417,-50
1418,50
1419,44
1420,0
1421,46
1422,4
1423,4
1424,50
1425,-50
1426,-16
1427,50
1428,-50
1429,48
1430,50
1431,50
1432,44
1433,-50
1434,-14
1435,50
1436,38
1437,4
1438,50
1439,-16
1440,8
1441,0
1442,50
1443,4
1444,6
1445,-50
1446,0
1447,50
1448,-50
1449,-50
1450,4
1451,50
1452,4
1453,42
1454,42
1455,50
1456,50
1457,-4
1458,10
1459,4
1460,50
1461,4
1462,-2
1463,4
1464,40
1465,44
1466,4
1467,50
1468,42
1469,50
1470,-2
1471,-8
1472,42
1473,42
1474,50
1475,50
1476,44
1477,10
1478,0
1479,48
1480,42
1481,40
1482,-18
1483,42
1484,2
1485,50
1486,-4
1487,12
1488,48
1489,-50
1490,4
1491,50
1492,50
1493,50
1494,50
1495,-50
1496,50
1497,0
1498,50
1499,42
