,BBL
0,50
1,48
2,0
3,2
4,50
5,12
6,50
7,50
8,14
9,32
10,26
11,50
12,14
13,2
14,-2
15,12
16,50
17,8
18,2
19,16
20,8
21,50
22,18
23,24
24,18
25,12
26,-2
27,48
28,-2
29,-4
30,50
31,4
32,2
33,16
34,4
35,48
36,12
37,4
38,50
39,10
40,16
41,-2
42,50
43,50
44,22
45,50
46,6
47,10
48,-6
49,-10
50,2
51,0
52,50
53,-2
54,0
55,4
56,30
57,16
58,0
59,2
60,30
61,50
62,48
63,0
64,4
65,16
66,2
67,16
68,2
69,2
70,26
71,4
72,48
73,30
74,2
75,8
76,14
77,34
78,50
79,48
80,-6
81,2
82,24
83,6
84,0
85,14
86,8
87,14
88,28
89,28
90,8
91,50
92,4
93,28
94,32
95,-12
96,6
97,-2
98,50
99,50
100,50
101,8
102,4
103,8
104,2
105,6
106,10
107,10
108,32
109,10
110,0
111,38
112,-8
113,8
114,8
115,26
116,48
117,16
118,4
119,48
120,12
121,-8
122,-2
123,50
124,2
125,28
126,-6
127,16
128,30
129,50
130,50
131,12
132,-2
133,18
134,30
135,6
136,50
137,28
138,26
139,26
140,48
141,4
142,50
143,20
144,10
145,50
146,0
147,32
148,12
149,24
150,8
151,0
152,-10
153,50
154,14
155,26
156,50
157,2
158,36
159,0
160,12
161,10
162,38
163,2
164,4
165,30
166,-12
167,4
168,36
169,-4
170,24
171,28
172,6
173,8
174,50
175,-18
176,16
177,8
178,12
179,4
180,50
181,0
182,-6
183,18
184,-2
185,14
186,28
187,26
188,6
189,50
190,14
191,50
192,18
193,12
194,8
195,48
196,0
197,-2
198,10
199,0
200,4
201,2
202,4
203,22
204,16
205,20
206,20
207,0
208,0
209,22
210,2
211,48
212,14
213,50
214,6
215,6
216,-2
217,22
218,-4
219,50
220,2
221,16
222,18
223,48
224,6
225,-2
226,50
227,32
228,6
229,0
230,2
231,6
232,6
233,32
234,16
235,8
236,10
237,-6
238,36
239,6
240,2
241,12
242,-8
243,8
244,16
245,8
246,8
247,10
248,18
249,48
250,6
251,28
252,-8
253,-8
254,34
255,-2
256,2
257,10
258,8
259,28
260,0
261,28
262,50
263,-2
264,50
265,20
266,2
267,50
268,-4
269,32
270,22
271,12
272,34
273,48
274,20
275,26
276,2
277,6
278,50
279,26
280,4
281,-2
282,50
283,50
284,18
285,-14
286,8
287,50
288,6
289,50
290,10
291,22
292,24
293,50
294,4
295,4
296,0
297,0
298,12
299,0
300,-4
301,10
302,-10
303,18
304,0
305,6
306,8
307,8
308,28
309,50
310,50
311,8
312,30
313,48
314,36
315,50
316,48
317,0
318,0
319,10
320,14
321,2
322,2
323,10
324,0
325,8
326,-8
327,14
328,16
329,50
330,50
331,6
332,8
333,14
334,36
335,2
336,30
337,2
338,28
339,50
340,50
341,12
342,48
343,-6
344,20
345,20
346,8
347,10
348,32
349,12
350,-6
351,12
352,10
353,18
354,6
355,10
356,50
357,2
358,18
359,50
360,50
361,-2
362,50
363,-2
364,8
365,50
366,20
367,48
368,4
369,50
370,20
371,-2
372,24
373,28
374,34
375,30
376,10
377,50
378,-2
379,30
380,6
381,24
382,20
383,50
384,6
385,4
386,50
387,12
388,50
389,10
390,36
391,0
392,4
393,4
394,50
395,30
396,50
397,22
398,8
399,50
400,2
401,48
402,28
403,16
404,12
405,10
406,10
407,-8
408,0
409,8
410,34
411,2
412,50
413,32
414,16
415,26
416,-2
417,0
418,28
419,50
420,50
421,34
422,6
423,6
424,12
425,0
426,6
427,30
428,4
429,38
430,16
431,14
432,0
433,12
434,10
435,16
436,8
437,48
438,26
439,26
440,50
441,2
442,50
443,8
444,50
445,50
446,12
447,50
448,36
449,50
450,48
451,38
452,8
453,50
454,34
455,2
456,20
457,2
458,4
459,2
460,12
461,28
462,24
463,12
464,-10
465,-10
466,48
467,0
468,6
469,8
470,-4
471,8
472,-4
473,10
474,18
475,10
476,-2
477,50
478,34
479,12
480,14
481,-10
482,26
483,0
484,50
485,28
486,6
487,50
488,50
489,8
490,10
491,4
492,-2
493,12
494,18
495,12
496,-4
497,10
498,48
499,10
