,BBL
371,48
372,-18
373,48
374,-12
375,-24
376,-12
377,50
378,48
379,48
380,-22
381,-20
382,-8
383,-22
384,-14
385,-10
386,-10
387,-20
388,-14
389,-14
390,48
391,-10
392,50
393,-24
394,-22
395,-22
396,50
397,48
398,-24
399,50
400,-18
401,50
402,50
403,48
404,48
405,48
406,-14
407,50
408,-10
409,50
410,48
411,-12
412,50
413,48
414,50
415,-14
416,-12
417,50
418,-16
419,48
420,-18
421,-22
422,-12
423,50
424,-26
425,50
426,50
427,-16
428,50
429,-20
430,-20
431,50
432,-20
433,-24
434,48
435,50
436,-10
437,48
438,-10
439,48
440,-22
441,-22
442,-20
443,-14
444,-20
445,50
446,-22
447,50
448,50
449,-16
450,48
451,-12
452,50
453,48
454,-18
455,50
456,-22
457,-14
458,50
459,-18
460,50
461,-20
462,50
463,50
464,48
465,-8
466,-20
467,-12
468,50
469,-18
470,-18
471,-22
472,-18
473,-20
474,-14
475,-16
476,48
477,-16
478,-18
479,-18
480,-24
481,48
482,-20
483,-16
484,-24
485,50
486,-10
487,-18
488,-16
489,48
490,-20
491,-22
492,-16
493,-18
494,50
495,48
496,-26
497,48
498,-14
499,48
500,50
501,50
502,50
503,50
504,48
505,48
506,48
507,50
508,48
509,48
510,48
511,50
512,48
513,48
514,48
515,50
516,48
517,50
518,50
519,50
520,50
521,46
522,50
523,48
524,50
525,48
526,48
527,50
528,50
529,48
530,50
531,50
532,48
533,50
534,50
535,50
536,50
537,50
538,50
539,48
540,50
541,48
542,48
543,48
544,48
545,50
546,50
547,50
548,50
549,50
550,48
551,48
552,50
553,50
554,50
555,50
556,50
557,48
558,46
559,48
560,48
561,48
562,50
563,50
564,48
565,50
566,50
567,50
568,48
569,50
570,48
571,48
572,48
573,46
574,48
575,46
576,50
577,46
578,48
579,50
580,46
581,50
582,50
583,50
584,50
585,48
586,48
587,50
588,48
589,50
590,50
591,50
592,48
593,50
594,50
595,48
596,48
597,50
598,48
599,48
600,50
601,50
602,48
603,48
604,50
605,48
606,50
607,50
608,50
609,50
610,50
611,50
612,48
613,50
614,48
615,50
616,48
617,50
618,46
619,48
620,50
621,50
622,48
623,48
624,48
625,48
626,48
627,46
628,48
629,48
630,44
631,50
632,48
633,48
634,50
635,48
636,50
637,48
638,48
639,48
640,48
641,50
642,50
643,50
644,50
645,50
646,50
647,46
648,48
649,50
650,50
651,50
652,50
653,50
654,48
655,50
656,48
657,48
658,50
659,50
660,46
661,50
662,46
663,50
664,50
665,48
666,50
667,48
668,50
669,48
670,48
671,48
672,50
673,48
674,48
675,48
676,46
677,48
678,48
679,50
680,48
681,50
682,50
683,50
684,48
685,50
686,48
687,50
688,48
689,50
690,50
691,48
692,46
693,50
694,50
695,48
696,48
697,50
698,48
699,50
700,50
701,50
702,48
703,50
704,50
705,48
706,48
707,48
708,48
709,48
710,50
711,50
712,50
713,50
714,46
715,50
716,50
717,48
718,48
719,48
720,50
721,48
722,50
723,50
724,50
725,48
726,50
727,50
728,50
729,48
730,50
731,50
732,50
733,50
734,50
735,48
736,46
737,48
738,48
739,50
740,50
741,50
742,46
743,48
744,50
745,48
746,50
747,50
748,46
749,50
750,48
751,50
752,50
753,48
754,50
755,46
756,50
757,48
758,50
759,50
760,50
761,50
762,50
763,50
764,48
765,48
766,48
767,48
768,50
769,50
770,48
771,50
772,50
773,48
774,48
775,48
776,50
777,48
778,48
779,46
780,50
781,50
782,48
783,48
784,48
785,50
786,50
787,50
788,50
789,50
790,48
791,50
792,48
793,48
794,50
795,48
796,50
797,50
798,50
799,50
800,50
801,48
802,50
803,48
804,50
805,50
806,48
807,50
808,48
809,50
810,50
811,48
812,50
813,48
814,48
815,50
816,48
817,46
818,48
819,48
820,50
821,50
822,48
823,48
824,50
825,48
826,50
827,50
828,50
829,46
830,50
831,50
832,50
833,48
834,48
835,50
836,48
837,50
838,50
839,50
840,48
841,46
842,50
843,48
844,50
845,50
846,48
847,50
848,48
849,48
850,48
851,50
852,48
853,48
854,48
855,48
856,50
857,48
858,48
859,48
860,50
861,50
862,48
863,44
864,50
865,48
866,48
867,48
868,48
869,48
870,48
871,48
872,48
873,48
874,48
875,50
876,48
877,48
878,48
879,48
880,50
881,50
882,50
883,50
884,48
885,50
886,48
887,50
888,50
889,50
890,50
891,50
892,50
893,46
894,50
895,50
896,50
897,48
898,48
899,50
900,50
901,50
902,48
903,50
904,50
905,50
906,46
907,50
908,50
909,48
910,48
911,48
912,50
913,48
914,48
915,44
916,50
917,50
918,48
919,50
920,46
921,50
922,48
923,48
924,50
925,50
926,50
927,50
928,48
929,48
930,48
931,50
932,48
933,48
934,48
935,50
936,48
937,48
938,48
939,50
940,48
941,48
942,48
943,48
944,46
945,48
946,50
947,50
948,50
949,48
950,50
951,48
952,50
953,48
954,48
955,50
956,48
957,50
958,50
959,48
960,48
961,50
962,50
963,48
964,48
965,48
966,50
967,50
968,50
969,48
970,48
971,48
972,50
973,48
974,50
975,48
976,48
977,50
978,50
979,50
980,50
981,48
982,50
983,50
984,48
985,48
986,50
987,50
988,50
989,50
990,48
991,50
992,50
993,50
994,48
995,48
996,48
997,50
998,48
999,50
1000,48
1001,48
1002,46
1003,50
1004,50
1005,50
1006,48
1007,48
1008,50
1009,48
1010,50
1011,50
1012,48
1013,50
1014,48
1015,48
1016,48
1017,48
1018,50
1019,48
1020,50
1021,50
1022,42
1023,46
1024,50
1025,48
1026,48
1027,48
1028,48
1029,48
1030,50
1031,48
1032,48
1033,44
1034,48
1035,46
1036,50
1037,50
1038,48
1039,48
1040,50
1041,50
1042,50
1043,50
1044,50
1045,50
1046,50
1047,50
1048,50
1049,48
1050,50
1051,50
1052,46
1053,46
1054,48
1055,50
1056,50
1057,50
1058,48
1059,48
1060,48
1061,50
1062,48
1063,50
1064,48
1065,48
1066,50
1067,50
1068,48
1069,48
1070,50
1071,48
1072,48
1073,50
1074,50
1075,50
1076,50
1077,46
1078,50
1079,48
1080,50
1081,48
1082,48
1083,48
1084,50
1085,50
1086,50
1087,50
1088,50
1089,50
1090,48
1091,48
1092,48
1093,50
1094,48
1095,50
1096,48
1097,46
1098,48
1099,50
1100,46
1101,48
1102,50
1103,50
1104,50
1105,50
1106,48
1107,48
1108,48
1109,50
1110,50
1111,48
1112,48
1113,50
1114,50
1115,48
1116,48
1117,48
1118,42
1119,50
1120,48
1121,48
1122,48
1123,50
1124,48
1125,48
1126,48
1127,50
1128,46
1129,50
1130,50
1131,50
1132,46
1133,50
1134,50
1135,46
1136,50
1137,50
1138,50
1139,50
1140,50
1141,48
1142,48
1143,50
1144,48
1145,46
1146,50
1147,50
1148,50
1149,50
1150,50
1151,50
1152,50
1153,50
1154,50
1155,50
1156,48
1157,48
1158,48
1159,50
1160,50
1161,50
1162,48
1163,48
1164,48
1165,46
1166,48
1167,48
1168,48
1169,50
1170,48
1171,48
1172,48
1173,48
1174,50
1175,46
1176,50
1177,50
1178,48
1179,50
1180,50
1181,50
1182,46
1183,48
1184,48
1185,48
1186,50
1187,50
1188,50
1189,46
1190,50
1191,50
1192,44
1193,50
1194,50
1195,46
1196,48
1197,48
1198,50
1199,48
1200,48
1201,48
1202,48
1203,50
1204,50
1205,48
1206,48
1207,50
1208,48
1209,48
1210,50
1211,50
1212,50
1213,50
1214,48
1215,48
1216,48
1217,50
1218,46
1219,50
1220,48
1221,50
1222,50
1223,50
1224,50
1225,46
1226,48
1227,50
1228,50
1229,50
1230,50
1231,50
1232,50
1233,48
1234,48
1235,50
1236,50
1237,50
1238,50
1239,50
1240,50
1241,50
1242,48
1243,50
1244,48
1245,50
1246,50
1247,46
1248,48
1249,48
1250,48
1251,50
1252,46
1253,48
1254,48
1255,42
1256,50
1257,50
1258,50
1259,48
1260,50
1261,46
1262,50
1263,48
1264,50
1265,50
1266,48
1267,50
1268,50
1269,48
1270,50
1271,50
1272,50
1273,50
1274,48
1275,50
1276,48
1277,48
1278,48
1279,50
1280,50
1281,48
1282,50
1283,48
1284,48
1285,50
1286,50
1287,48
1288,50
1289,50
1290,50
1291,50
1292,50
1293,50
1294,50
1295,50
1296,50
1297,50
1298,48
1299,48
1300,50
1301,50
1302,48
1303,48
1304,48
1305,48
1306,48
1307,48
1308,50
1309,46
1310,50
1311,50
1312,50
1313,50
1314,48
1315,48
1316,48
1317,50
1318,48
1319,50
1320,50
1321,48
1322,48
1323,50
1324,50
1325,50
1326,50
1327,48
1328,48
1329,48
1330,48
1331,48
1332,50
1333,48
1334,50
1335,48
1336,48
1337,48
1338,50
1339,50
1340,50
1341,50
1342,48
1343,48
1344,48
1345,48
1346,48
1347,50
1348,50
1349,50
1350,50
1351,50
1352,50
1353,48
1354,50
1355,48
1356,48
1357,48
1358,46
1359,48
1360,50
1361,50
1362,50
1363,48
1364,42
1365,48
1366,50
1367,50
1368,50
1369,48
1370,48
1371,50
1372,48
1373,48
1374,50
1375,48
1376,50
1377,50
1378,50
1379,48
1380,48
1381,48
1382,50
1383,48
1384,48
1385,50
1386,50
1387,50
1388,48
1389,50
1390,50
1391,48
1392,48
1393,46
1394,48
1395,50
1396,50
1397,48
1398,48
1399,48
1400,48
1401,48
1402,50
1403,48
1404,48
1405,48
1406,50
1407,50
1408,50
1409,48
1410,48
1411,46
1412,50
1413,50
1414,50
1415,50
1416,50
1417,48
1418,50
1419,50
1420,50
1421,46
1422,44
1423,48
1424,48
1425,50
1426,48
1427,46
1428,50
1429,50
1430,50
1431,50
1432,50
1433,48
1434,50
1435,48
1436,50
1437,50
1438,50
1439,48
1440,48
1441,46
1442,50
1443,48
1444,46
1445,48
1446,48
1447,50
1448,50
1449,48
1450,50
1451,50
1452,50
1453,48
1454,46
1455,50
1456,50
1457,50
1458,50
1459,50
1460,50
1461,50
1462,48
1463,48
1464,50
1465,48
1466,48
1467,50
1468,50
1469,48
1470,50
1471,46
1472,50
1473,50
1474,50
1475,48
1476,48
1477,48
1478,50
1479,48
1480,50
1481,48
1482,50
1483,48
1484,48
1485,48
1486,48
1487,50
1488,48
1489,48
1490,48
1491,50
1492,48
1493,50
1494,48
1495,50
1496,48
1497,48
1498,46
1499,50
