,BBL
0,50
1,50
2,-18
3,-18
4,-12
5,-22
6,48
7,-20
8,-22
9,50
10,48
11,50
12,50
13,-22
14,-18
15,48
16,-18
17,-14
18,48
19,-16
20,48
21,-16
22,-20
23,-18
24,-18
25,48
26,-20
27,48
28,50
29,50
30,50
31,50
32,50
33,-16
34,-16
35,50
36,-10
37,50
38,-14
39,-10
40,-2
41,-18
42,50
43,-10
44,-22
45,-16
46,48
47,50
48,-10
49,50
50,48
51,48
52,-16
53,-16
54,50
55,48
56,48
57,50
58,-16
59,48
60,50
61,-14
62,48
63,-12
64,-18
65,-20
66,-28
67,50
68,50
69,50
70,-20
71,50
72,50
73,-14
74,-8
75,-16
76,50
77,-12
78,-20
79,48
80,-16
81,48
82,-24
83,50
84,48
85,-16
86,48
87,-22
88,-22
89,48
90,-26
91,-18
92,-20
93,-16
94,50
95,50
96,50
97,-22
98,50
99,50
100,-10
101,50
102,-8
103,48
104,-14
105,48
106,-20
107,-18
108,-16
109,50
110,-22
111,48
112,-26
113,50
114,-10
115,-24
116,-20
117,48
118,-14
119,-24
120,-22
121,-16
122,48
123,48
124,48
125,-16
126,48
127,-16
128,-18
129,48
130,-16
131,-16
132,-18
133,-18
134,48
135,-16
136,48
137,-14
138,-22
139,-10
140,-20
141,50
142,50
143,-16
144,50
145,-22
146,50
147,-20
148,-16
149,-22
150,48
151,-10
152,50
153,48
154,50
155,-16
156,48
157,50
158,48
159,-12
160,-12
161,-18
162,-18
163,50
164,-6
165,-14
166,50
167,-20
168,-24
169,50
170,-10
171,-10
172,-16
173,50
174,-10
175,-22
176,-18
177,-16
178,-22
179,50
180,-18
181,-22
182,-14
183,-20
184,-12
185,50
186,50
187,-16
188,-18
189,-12
190,-22
191,-12
192,-18
193,50
194,50
195,-8
196,-12
197,-26
198,48
199,-18
200,50
201,-18
202,-20
203,-16
204,48
205,50
206,-16
207,-28
208,-24
209,48
210,-16
211,-18
212,-14
213,-18
214,-24
215,-20
216,48
217,48
218,-14
219,-14
220,50
221,48
222,48
223,-16
224,50
225,-18
226,-6
227,50
228,50
229,-22
230,-14
231,48
232,-28
233,-26
234,50
235,50
236,-24
237,-18
238,-18
239,50
240,-10
241,48
242,-14
243,50
244,48
245,48
246,-18
247,-16
248,-16
249,50
250,-16
251,48
252,-16
253,-14
254,48
255,-16
256,50
257,50
258,-14
259,48
260,50
261,-12
262,48
263,50
264,-18
265,-22
266,-6
267,48
268,48
269,-24
270,-22
271,48
272,-12
273,48
274,48
275,48
276,50
277,50
278,-8
279,-16
280,-14
281,50
282,50
283,50
284,-18
285,50
286,50
287,-18
288,50
289,-24
290,-4
291,48
292,-14
293,48
294,-8
295,50
296,48
297,50
298,48
299,48
300,-18
301,-16
302,50
303,-18
304,-22
305,-18
306,-18
307,-22
308,50
309,-12
310,48
311,50
312,-20
313,-14
314,-22
315,48
316,-22
317,-14
318,-16
319,-20
320,50
321,-22
322,50
323,-12
324,-16
325,-16
326,-24
327,-12
328,48
329,-18
330,50
331,-18
332,-18
333,-20
334,50
335,50
336,48
337,50
338,50
339,48
340,-14
341,-22
342,50
343,-14
344,50
345,50
346,-12
347,48
348,48
349,48
350,48
351,50
352,-12
353,-12
354,50
355,50
356,48
357,50
358,-14
359,50
360,48
361,48
362,-18
363,-10
364,-18
365,-14
366,-14
367,50
368,-14
369,50
370,-22
