,EEE
271,36
272,44
273,24
274,-24
275,40
276,40
277,30
278,50
279,0
280,-14
281,0
282,-20
283,50
284,46
285,40
286,-18
287,-6
288,-8
289,-20
290,8
291,50
292,50
293,4
294,50
295,2
296,-20
297,-20
298,0
299,40
300,-2
301,30
302,-16
303,-22
304,34
305,-18
306,46
307,-28
308,-22
309,-18
310,0
311,-12
312,-20
313,50
314,42
315,-20
316,40
317,36
318,-26
319,42
320,34
321,-2
322,4
323,30
324,34
325,-18
326,-18
327,6
328,50
329,50
330,50
331,50
332,2
333,-10
334,-6
335,6
336,30
337,44
338,-4
339,38
340,50
341,44
342,-24
343,34
344,40
345,-8
346,28
347,44
348,44
349,14
350,-2
351,-14
352,32
353,-4
354,-14
355,0
356,24
357,-22
358,42
359,-8
360,-16
361,50
362,-18
363,36
364,2
365,36
366,-18
367,-18
368,-22
369,0
370,-18
371,44
372,26
373,12
374,36
375,-16
376,50
377,38
378,38
379,-14
380,50
381,-24
382,34
383,50
384,50
385,28
386,50
387,-4
388,46
389,2
390,50
391,32
392,40
393,-12
394,-10
395,-16
396,50
397,32
398,-20
399,-24
400,-22
401,-20
402,38
403,44
404,-12
405,-6
406,-24
407,-2
408,-26
409,36
410,48
411,-20
412,-12
413,4
414,42
415,44
416,38
417,-4
418,-16
419,22
420,44
421,-12
422,-20
423,-18
424,-12
425,-20
426,8
427,0
428,30
429,38
430,-20
431,-10
432,24
433,8
434,-18
435,-8
436,-20
437,-4
438,-20
439,0
440,-16
441,-28
442,32
443,34
444,32
445,22
446,-22
447,-4
448,24
449,-16
450,-8
451,-16
452,4
453,-20
454,-16
455,32
456,-4
457,28
458,38
459,0
460,30
461,-4
462,46
463,-6
464,50
465,8
466,-20
467,50
468,-6
469,-20
470,-24
471,-14
472,-4
473,38
474,-6
475,-8
476,-30
477,38
478,22
479,4
480,26
481,-16
482,50
483,50
484,-16
485,-8
486,-20
487,28
488,6
489,-22
490,14
491,42
492,44
493,36
494,40
495,50
496,-24
497,12
498,-22
499,0
500,28
501,50
502,42
503,38
504,38
505,50
506,32
507,32
508,50
509,28
510,50
511,34
512,38
513,34
514,2
515,28
516,36
517,50
518,10
519,30
520,50
521,26
522,50
523,38
524,50
525,50
526,20
527,40
528,50
529,34
530,42
531,50
532,40
533,50
534,4
535,50
536,36
537,50
538,34
539,32
540,50
541,50
542,42
543,50
544,50
545,40
546,34
547,50
548,40
549,30
550,50
551,40
552,50
553,30
554,44
555,46
556,36
557,50
558,50
559,28
560,50
561,50
562,42
563,50
564,-6
565,38
566,40
567,36
568,38
569,50
570,-10
571,44
572,22
573,28
574,50
575,50
576,50
577,44
578,40
579,28
580,38
581,50
582,42
583,34
584,26
585,50
586,50
587,50
588,46
589,50
590,32
591,50
592,6
593,38
594,38
595,50
596,38
597,40
598,50
599,42
600,50
601,32
602,38
603,48
604,2
605,50
606,50
607,26
608,42
609,38
610,32
611,42
612,50
613,36
614,50
615,24
616,44
617,50
618,34
619,50
620,50
621,42
622,-4
623,44
624,38
625,42
626,44
627,50
628,50
629,32
630,40
631,28
632,32
633,50
634,50
635,38
636,36
637,50
638,46
639,50
640,50
641,40
642,-2
643,40
644,44
645,46
646,50
647,50
648,42
649,50
650,50
651,40
652,50
653,46
654,46
655,38
656,42
657,4
658,20
659,34
660,50
661,50
662,50
663,26
664,48
665,50
666,42
667,50
668,34
669,50
670,38
671,30
672,30
673,42
674,50
675,50
676,6
677,42
678,12
679,40
680,8
681,42
682,36
683,38
684,50
685,20
686,50
687,38
688,40
689,44
690,38
691,50
692,50
693,38
694,40
695,50
696,28
697,50
698,28
699,14
700,48
701,40
702,42
703,12
704,38
705,50
706,40
707,44
708,30
709,24
710,50
711,36
712,50
713,50
714,36
715,36
716,38
717,26
718,44
719,50
720,50
721,50
722,42
723,50
724,28
725,16
726,50
727,20
728,50
729,50
730,30
731,50
732,30
733,34
734,30
735,40
736,44
737,50
738,38
739,50
740,50
741,34
742,22
743,50
744,42
745,44
746,30
747,28
748,34
749,50
750,34
751,50
752,42
753,42
754,44
755,50
756,44
757,44
758,20
759,50
760,50
761,24
762,50
763,50
764,36
765,44
766,48
767,30
768,40
769,46
770,24
771,44
772,24
773,50
774,50
775,48
776,36
777,38
778,42
779,50
780,50
781,50
782,42
783,36
784,42
785,32
786,42
787,50
788,46
789,38
790,26
791,42
792,50
793,50
794,44
795,44
796,40
797,50
798,20
799,50
800,16
801,4
802,50
803,50
804,44
805,50
806,40
807,38
808,38
809,42
810,46
811,50
812,44
813,44
814,42
815,50
816,16
817,44
818,42
819,50
820,22
821,20
822,28
823,40
824,34
825,36
826,50
827,42
828,6
829,44
830,40
831,44
832,8
833,50
834,50
835,14
836,50
837,50
838,38
839,24
840,50
841,40
842,50
843,50
844,34
845,50
846,50
847,36
848,12
849,20
850,50
851,50
852,38
853,44
854,50
855,44
856,8
857,50
858,50
859,36
860,50
861,50
862,50
863,40
864,0
865,34
866,44
867,36
868,42
869,44
870,38
871,50
872,50
873,40
874,38
875,12
876,50
877,50
878,38
879,8
880,30
881,38
882,50
883,50
884,36
885,38
886,46
887,50
888,12
889,10
890,40
891,46
892,44
893,50
894,32
895,40
896,50
897,46
898,44
899,50
900,50
901,38
902,32
903,10
904,22
905,50
906,42
907,6
908,44
909,50
910,50
911,50
912,36
913,42
914,50
915,22
916,48
917,50
918,50
919,34
920,44
921,42
922,50
923,40
924,50
925,44
926,30
927,36
928,44
929,42
930,42
931,30
932,50
933,50
934,50
935,44
936,46
937,50
938,42
939,44
940,50
941,50
942,4
943,50
944,44
945,48
946,50
947,42
948,36
949,32
950,36
951,50
952,40
953,32
954,50
955,50
956,40
957,44
958,42
959,50
960,36
961,50
962,48
963,50
964,36
965,34
966,50
967,50
968,46
969,50
970,24
971,44
972,50
973,48
974,50
975,50
976,48
977,6
978,42
979,28
980,50
981,38
982,50
983,40
984,50
985,34
986,28
987,50
988,50
989,50
990,50
991,36
992,42
993,46
994,50
995,38
996,36
997,12
998,44
999,48
1000,44
1001,42
1002,50
1003,50
1004,30
1005,28
1006,32
1007,50
1008,42
1009,32
1010,32
1011,42
1012,36
1013,50
1014,34
1015,50
1016,50
1017,42
1018,40
1019,16
1020,50
1021,38
1022,48
1023,30
1024,50
1025,50
1026,46
1027,46
1028,38
1029,50
1030,44
1031,48
1032,38
1033,46
1034,42
1035,50
1036,50
1037,42
1038,50
1039,38
1040,42
1041,50
1042,42
1043,32
1044,38
1045,50
1046,34
1047,50
1048,36
1049,38
1050,44
1051,50
1052,40
1053,34
1054,30
1055,50
1056,16
1057,28
1058,50
1059,46
1060,50
1061,28
1062,22
1063,36
1064,50
1065,50
1066,50
1067,50
1068,40
1069,46
1070,48
1071,38
1072,50
1073,50
1074,42
1075,50
1076,50
1077,38
1078,50
1079,38
1080,44
1081,50
1082,36
1083,40
1084,50
1085,50
1086,30
1087,46
1088,44
1089,18
1090,50
1091,50
1092,50
1093,44
1094,34
1095,50
1096,34
1097,38
1098,44
1099,50
1100,50
1101,50
1102,44
1103,44
1104,30
1105,36
1106,44
1107,38
1108,46
1109,34
1110,42
1111,50
1112,50
1113,44
1114,50
1115,50
1116,36
1117,50
1118,46
1119,50
1120,22
1121,38
1122,40
1123,50
1124,42
1125,38
1126,30
1127,50
1128,30
1129,24
1130,38
1131,50
1132,42
1133,50
1134,46
1135,46
1136,50
1137,50
1138,28
1139,48
1140,50
1141,44
1142,46
1143,50
1144,50
1145,26
1146,34
1147,28
1148,40
1149,8
1150,46
1151,42
1152,40
1153,34
1154,46
1155,50
1156,50
1157,50
1158,38
1159,16
1160,38
1161,46
1162,50
1163,36
1164,-2
1165,42
1166,50
1167,42
1168,44
1169,50
1170,38
1171,42
1172,36
1173,10
1174,50
1175,0
1176,44
1177,30
1178,50
1179,34
1180,50
1181,50
1182,36
1183,14
1184,50
1185,46
1186,46
1187,50
1188,26
1189,42
1190,50
1191,44
1192,34
1193,42
1194,50
1195,48
1196,42
1197,48
1198,50
1199,28
1200,50
1201,50
1202,50
1203,38
1204,44
1205,24
1206,42
1207,46
1208,-4
1209,14
1210,22
1211,50
1212,50
1213,26
1214,46
1215,50
1216,12
1217,40
1218,2
1219,50
1220,42
1221,50
1222,50
1223,36
1224,34
1225,42
1226,34
1227,46
1228,50
1229,50
1230,48
1231,44
1232,28
1233,50
1234,30
1235,36
1236,38
1237,26
1238,44
1239,8
1240,50
1241,32
1242,46
1243,44
1244,50
1245,38
1246,48
1247,44
1248,40
1249,50
1250,50
1251,42
1252,44
1253,36
1254,50
1255,50
1256,16
1257,50
1258,50
1259,50
1260,44
1261,36
1262,2
1263,42
1264,38
1265,46
1266,20
1267,30
1268,38
1269,28
1270,50
1271,24
1272,48
1273,50
1274,42
1275,50
1276,34
1277,38
1278,42
1279,40
1280,42
1281,34
1282,40
1283,26
1284,50
1285,36
1286,50
1287,50
1288,46
1289,24
1290,40
1291,38
1292,50
1293,6
1294,50
1295,20
1296,46
1297,38
1298,48
1299,28
1300,42
1301,44
1302,30
1303,34
1304,48
1305,36
1306,42
1307,50
1308,18
1309,30
1310,44
1311,44
1312,18
1313,32
1314,30
1315,44
1316,50
1317,46
1318,50
1319,50
1320,20
1321,24
1322,50
1323,42
1324,50
1325,50
1326,48
1327,50
1328,38
1329,34
1330,50
1331,42
1332,50
1333,50
1334,30
1335,50
1336,40
1337,26
1338,50
1339,32
1340,36
1341,40
1342,50
1343,50
1344,50
1345,50
1346,42
1347,50
1348,6
1349,40
1350,50
1351,28
1352,50
1353,50
1354,38
1355,24
1356,50
1357,50
1358,44
1359,30
1360,44
1361,26
1362,34
1363,46
1364,30
1365,48
1366,48
1367,32
1368,50
1369,42
1370,50
1371,28
1372,36
1373,32
1374,42
1375,50
1376,50
1377,-2
1378,50
1379,50
1380,18
1381,42
1382,40
1383,50
1384,50
1385,50
1386,50
1387,50
1388,44
1389,50
1390,6
1391,2
1392,38
1393,44
1394,36
1395,50
1396,42
1397,50
1398,8
1399,50
1400,50
1401,24
1402,40
1403,50
1404,50
1405,42
1406,38
1407,50
1408,50
1409,46
1410,38
1411,50
1412,50
1413,40
1414,-2
1415,6
1416,50
1417,50
1418,20
1419,32
1420,42
1421,38
1422,50
1423,50
1424,44
1425,50
1426,50
1427,50
1428,50
1429,50
1430,50
1431,44
1432,44
1433,48
1434,50
1435,50
1436,50
1437,44
1438,50
1439,50
1440,10
1441,50
1442,34
1443,50
1444,0
1445,50
1446,38
1447,44
1448,34
1449,50
1450,28
1451,46
1452,50
1453,50
1454,46
1455,24
1456,8
1457,50
1458,46
1459,18
1460,20
1461,50
1462,36
1463,50
1464,2
1465,38
1466,38
1467,32
1468,50
1469,16
1470,32
1471,50
1472,44
1473,28
1474,42
1475,50
1476,46
1477,44
1478,32
1479,50
1480,34
1481,50
1482,50
1483,44
1484,50
1485,36
1486,42
1487,12
1488,42
1489,50
1490,14
1491,40
1492,50
1493,22
1494,32
1495,34
1496,46
1497,40
1498,50
1499,6
