,EEE
0,24
1,8
2,-2
3,-28
4,-10
5,50
6,-18
7,28
8,-8
9,50
10,-22
11,-18
12,-20
13,34
14,-26
15,-16
16,-10
17,36
18,50
19,2
20,-18
21,48
22,46
23,30
24,-12
25,8
26,0
27,14
28,-14
29,-12
30,38
31,-6
32,2
33,-6
34,-34
35,26
36,42
37,-20
38,28
39,42
40,8
41,-14
42,26
43,-14
44,-12
45,-28
46,-20
47,40
48,50
49,38
50,0
51,42
52,44
53,-10
54,40
55,20
56,0
57,40
58,6
59,-22
60,-20
61,8
62,50
63,0
64,30
65,50
66,-24
67,-12
68,40
69,-22
70,42
71,-2
72,46
73,50
74,38
75,8
76,4
77,14
78,50
79,26
80,-14
81,20
82,50
83,38
84,36
85,28
86,-16
87,-10
88,-24
89,50
90,-2
91,50
92,50
93,-8
94,50
95,50
96,36
97,-14
98,50
99,30
100,-4
101,38
102,-16
103,50
104,50
105,-20
106,-16
107,50
108,50
109,-22
110,50
111,24
112,-14
113,50
114,-2
115,2
116,-16
117,12
118,-4
119,24
120,-6
121,50
122,-16
123,-20
124,-20
125,8
126,50
127,-16
128,-30
129,50
130,28
131,50
132,-8
133,50
134,34
135,44
136,-18
137,-20
138,6
139,-20
140,48
141,50
142,40
143,50
144,50
145,12
146,-6
147,42
148,38
149,42
150,-20
151,-20
152,-14
153,-20
154,-6
155,50
156,-16
157,48
158,34
159,50
160,32
161,20
162,24
163,-20
164,38
165,0
166,-6
167,-6
168,32
169,28
170,-2
171,-6
172,22
173,36
174,-24
175,12
176,38
177,-28
178,50
179,2
180,-26
181,-20
182,-18
183,38
184,-2
185,44
186,-18
187,-12
188,-24
189,-8
190,-12
191,-10
192,-26
193,42
194,-2
195,-6
196,44
197,4
198,48
199,36
200,-24
201,-12
202,0
203,-20
204,-20
205,44
206,-2
207,-10
208,50
209,20
210,26
211,-14
212,-26
213,-16
214,-22
215,38
216,24
217,30
218,40
219,46
220,-20
221,-6
222,38
223,28
224,50
225,50
226,50
227,38
228,-22
229,-16
230,-24
231,-22
232,-4
233,-8
234,50
235,-4
236,6
237,0
238,-12
239,50
240,-12
241,-6
242,38
243,50
244,-18
245,40
246,-2
247,50
248,40
249,50
250,46
251,12
252,-26
253,50
254,-14
255,28
256,4
257,-12
258,44
259,22
260,38
261,50
262,44
263,50
264,-24
265,-20
266,-20
267,-12
268,0
269,6
270,-6
