,EEE
0,-8
1,-22
2,-14
3,-4
4,-14
5,2
6,10
7,4
8,-8
9,-6
10,-4
11,-4
12,-2
13,-4
14,2
15,-12
16,6
17,-22
18,-14
19,4
20,2
21,-8
22,-16
23,-16
24,-8
25,-10
26,0
27,-16
28,2
29,-4
30,-10
31,0
32,2
33,-16
34,-6
35,-8
36,0
37,-2
38,-6
39,-4
40,-8
41,-4
42,-2
43,-6
44,-10
45,-10
46,-12
47,0
48,2
49,-4
50,0
51,6
52,-4
53,2
54,-16
55,0
56,-16
57,0
58,0
59,-16
60,-4
61,2
62,-10
63,0
64,-4
65,-6
66,2
67,-6
68,2
69,-8
70,6
71,-6
72,-2
73,-20
74,-4
75,-8
76,4
77,2
78,-14
79,4
80,8
81,-10
82,-2
83,-12
84,4
85,2
86,-4
87,-4
88,-10
89,-12
90,-8
91,-10
92,-2
93,-26
94,2
95,8
96,4
97,6
98,-4
99,-4
100,-2
101,-14
102,-2
103,-10
104,-2
105,-4
106,-6
107,-22
108,-18
109,-2
110,-4
111,-2
112,-8
113,-8
114,-6
115,-10
116,0
117,-6
118,-4
119,8
120,-14
121,4
122,-16
123,-10
124,-4
125,-8
126,8
127,18
128,0
129,-14
130,-8
131,0
132,-10
133,-14
134,2
135,2
136,2
137,-12
138,-6
139,0
140,-10
141,-8
142,-6
143,-4
144,-6
145,2
146,2
147,-4
148,8
149,-6
150,-6
151,-4
152,-12
153,-4
154,-4
155,6
156,-8
157,2
158,12
159,-2
160,-16
161,-6
162,-12
163,-12
164,4
165,2
166,4
167,-14
168,-8
169,-22
170,-12
171,-12
172,-2
173,6
174,-6
175,-4
176,-2
177,-4
178,-18
179,0
180,-4
181,0
182,-20
183,-4
184,-8
185,-10
186,-2
187,-14
188,-2
189,6
190,4
191,-10
192,-2
193,8
194,-2
195,-22
196,-20
197,0
198,-12
199,-12
200,-6
201,-12
202,14
203,6
204,-4
205,2
206,-2
207,6
208,-12
209,-2
210,0
211,-24
212,-14
213,-12
214,-4
215,-4
216,-6
217,-2
218,-6
219,-6
220,-6
221,-4
222,-8
223,-10
224,-6
225,-32
226,10
227,4
228,-12
229,8
230,2
231,2
232,-18
233,-12
234,-10
235,-18
236,-6
237,-12
238,4
239,6
240,2
241,-16
242,-6
243,-32
244,-4
245,-12
246,6
247,-10
248,-24
249,-2
250,-18
251,-6
252,-6
253,0
254,-6
255,-4
256,4
257,-10
258,-34
259,-8
260,-26
261,-8
262,-16
263,-12
264,-18
265,-8
266,-4
267,-8
268,2
269,-2
270,-6
271,10
272,-14
273,-4
274,-14
275,-8
276,0
277,-14
278,-8
279,0
280,-6
281,8
282,-12
283,-6
284,2
285,4
286,-10
287,-20
288,2
289,-4
290,-10
291,4
292,-10
293,-2
294,-2
295,-12
296,-6
297,-14
298,-16
299,-10
300,4
301,-6
302,20
303,-8
304,-4
305,8
306,0
307,14
308,-8
309,-6
310,-2
311,-8
312,-2
313,6
314,6
315,-6
316,-16
317,-2
318,-14
319,-14
320,6
321,-2
322,-14
323,-14
324,-6
325,6
326,-16
327,6
328,-10
329,-12
330,10
331,-8
332,4
333,0
334,-6
335,-4
336,2
337,-18
338,6
339,6
340,0
341,0
342,-26
343,-12
344,0
345,-2
346,-14
347,-28
348,-2
349,-6
350,-12
351,-6
352,-2
353,-2
354,-2
355,-12
356,-2
357,-16
358,-8
359,-2
360,-20
361,8
362,-12
363,-14
364,-16
365,-2
366,-8
367,2
368,-2
369,-12
370,4
371,6
372,14
373,8
374,4
375,0
376,-14
377,-6
378,-4
379,-18
380,4
381,-34
382,8
383,-12
384,-10
385,2
386,2
387,-10
388,2
389,10
390,6
391,2
392,-6
393,-24
394,0
395,-14
396,2
397,6
398,-6
399,16
400,0
401,0
402,14
403,-18
404,6
405,4
406,-14
407,-4
408,0
409,-2
410,-14
411,-22
412,-18
413,-4
414,-14
415,-6
416,-10
417,2
418,-2
419,8
420,2
421,-14
422,-10
423,14
424,-2
425,0
426,-4
427,-16
428,4
429,8
430,-10
431,-20
432,-18
433,-8
434,-4
435,-12
436,-10
437,-6
438,-16
439,2
440,-12
441,-4
442,-10
443,4
444,-14
445,-16
446,-4
447,-2
448,-6
449,-8
450,-10
451,2
452,0
453,-4
454,-8
455,-4
456,-2
457,-14
458,6
459,-4
460,-12
461,2
462,10
463,-16
464,-4
465,-8
466,-16
467,0
468,2
469,-20
470,-10
471,-2
472,6
473,-20
474,2
475,4
476,-2
477,4
478,-10
479,4
480,0
481,24
482,0
483,0
484,-10
485,0
486,-12
487,-2
488,-6
489,-12
490,-6
491,-6
492,4
493,-2
494,0
495,8
496,-6
497,-4
498,-14
499,-2
