,CoopPunishOpp,BullyOpp,BullyPunishOpp
0,50,50,48
1,50,50,48
2,-18,50,46
3,-18,50,50
4,-12,48,50
5,-22,48,50
6,48,48,48
7,-20,50,48
8,-22,48,50
9,50,48,48
10,48,48,50
11,50,50,50
12,50,48,48
13,-22,48,50
14,-18,48,48
15,48,50,48
16,-18,48,48
17,-14,50,48
18,48,50,50
19,-16,50,48
20,48,50,50
21,-16,46,50
22,-20,50,42
23,-18,48,46
24,-18,50,50
25,48,48,48
26,-20,48,48
27,48,50,48
28,50,50,48
29,50,48,48
30,50,50,50
31,50,50,48
32,50,48,48
33,-16,50,44
34,-16,50,48
35,50,50,46
36,-10,50,50
37,50,50,50
38,-14,50,48
39,-10,48,48
40,-2,50,50
41,-18,48,50
42,50,48,50
43,-10,48,50
44,-22,48,50
45,-16,50,50
46,48,50,50
47,50,50,50
48,-10,50,50
49,50,50,48
50,48,48,50
51,48,48,50
52,-16,50,46
53,-16,50,46
54,50,50,48
55,48,50,50
56,48,50,50
57,50,48,50
58,-16,46,48
59,48,48,48
60,50,48,48
61,-14,48,50
62,48,50,48
63,-12,50,50
64,-18,48,48
65,-20,50,48
66,-28,50,50
67,50,50,50
68,50,48,48
69,50,50,48
70,-20,48,50
71,50,48,48
72,50,48,48
73,-14,46,50
74,-8,48,50
75,-16,46,50
76,50,50,50
77,-12,46,46
78,-20,48,50
79,48,50,48
80,-16,46,50
81,48,50,48
82,-24,50,48
83,50,50,48
84,48,50,50
85,-16,48,50
86,48,48,50
87,-22,50,50
88,-22,48,50
89,48,50,50
90,-26,50,48
91,-18,50,48
92,-20,48,48
93,-16,50,50
94,50,50,48
95,50,48,50
96,50,48,48
97,-22,50,46
98,50,48,48
99,50,48,50
100,-10,50,46
101,50,50,48
102,-8,48,50
103,48,48,50
104,-14,50,50
105,48,48,50
106,-20,50,48
107,-18,50,48
108,-16,50,48
109,50,50,50
110,-22,50,50
111,48,50,48
112,-26,48,48
113,50,50,50
114,-10,48,50
115,-24,50,48
116,-20,48,48
117,48,50,48
118,-14,46,42
119,-24,48,50
120,-22,50,48
121,-16,50,48
122,48,48,48
123,48,48,50
124,48,48,48
125,-16,48,48
126,48,48,48
127,-16,46,50
128,-18,48,46
129,48,48,50
130,-16,44,50
131,-16,50,50
132,-18,48,46
133,-18,48,50
134,48,50,50
135,-16,48,46
136,48,50,50
137,-14,48,50
138,-22,48,50
139,-10,48,50
140,-20,48,50
141,50,50,48
142,50,50,48
143,-16,50,50
144,50,50,48
145,-22,50,46
146,50,50,50
147,-20,46,50
148,-16,48,50
149,-22,50,50
150,48,50,50
151,-10,50,50
152,50,50,50
153,48,50,50
154,50,48,50
155,-16,50,50
156,48,48,48
157,50,48,48
158,48,50,48
159,-12,50,50
160,-12,46,50
161,-18,50,50
162,-18,46,48
163,50,50,48
164,-6,50,48
165,-14,48,46
166,50,50,48
167,-20,48,48
168,-24,50,48
169,50,48,50
170,-10,48,48
171,-10,48,48
172,-16,50,48
173,50,48,48
174,-10,48,50
175,-22,48,46
176,-18,46,50
177,-16,48,50
178,-22,48,48
179,50,50,50
180,-18,48,50
181,-22,50,50
182,-14,50,46
183,-20,50,48
184,-12,48,48
185,50,50,48
186,50,48,50
187,-16,50,50
188,-18,48,50
189,-12,50,46
190,-22,50,50
191,-12,48,50
192,-18,46,44
193,50,50,50
194,50,50,50
195,-8,48,46
196,-12,48,48
197,-26,50,48
198,48,48,50
199,-18,50,48
200,50,50,48
201,-18,50,48
202,-20,48,48
203,-16,50,50
204,48,50,50
205,50,48,48
206,-16,48,48
207,-28,48,50
208,-24,48,48
209,48,48,48
210,-16,50,50
211,-18,50,50
212,-14,50,50
213,-18,50,50
214,-24,46,48
215,-20,50,48
216,48,50,48
217,48,48,50
218,-14,48,46
219,-14,48,50
220,50,50,48
221,48,48,50
222,48,50,50
223,-16,50,50
224,50,50,50
225,-18,48,46
226,-6,50,48
227,50,50,50
228,50,50,50
229,-22,48,50
230,-14,50,50
231,48,50,50
232,-28,50,50
233,-26,50,48
234,50,50,48
235,50,48,50
236,-24,46,50
237,-18,48,50
238,-18,48,50
239,50,50,50
240,-10,50,50
241,48,50,50
242,-14,46,48
243,50,48,50
244,48,50,48
245,48,48,50
246,-18,50,50
247,-16,50,46
248,-16,46,48
249,50,50,48
250,-16,48,48
251,48,50,50
252,-16,50,46
253,-14,48,48
254,48,50,48
255,-16,46,42
256,50,50,50
257,50,48,50
258,-14,50,50
259,48,50,48
260,50,50,50
261,-12,50,46
262,48,50,50
263,50,50,48
264,-18,48,50
265,-22,48,50
266,-6,48,48
267,48,48,50
268,48,50,50
269,-24,50,48
270,-22,48,50
271,48,50,50
272,-12,50,50
273,48,48,50
274,48,48,48
275,48,48,50
276,50,50,48
277,50,48,48
278,-8,48,48
279,-16,46,50
280,-14,50,50
281,50,50,48
282,50,48,50
283,50,48,48
284,-18,48,48
285,50,50,50
286,50,50,50
287,-18,50,48
288,50,50,50
289,-24,50,50
290,-4,48,50
291,48,50,50
292,-14,48,50
293,48,48,50
294,-8,50,50
295,50,48,50
296,48,50,50
297,50,50,50
298,48,50,48
299,48,50,48
300,-18,50,50
301,-16,48,50
302,50,50,48
303,-18,48,48
304,-22,50,48
305,-18,50,48
306,-18,48,48
307,-22,50,48
308,50,48,50
309,-12,50,46
310,48,50,50
311,50,48,50
312,-20,50,50
313,-14,48,50
314,-22,48,48
315,48,50,48
316,-22,48,48
317,-14,46,50
318,-16,48,48
319,-20,48,50
320,50,50,50
321,-22,50,48
322,50,48,48
323,-12,48,50
324,-16,50,50
325,-16,48,50
326,-24,50,50
327,-12,50,48
328,48,50,48
329,-18,46,48
330,50,50,48
331,-18,50,48
332,-18,50,50
333,-20,48,48
334,50,48,50
335,50,50,48
336,48,48,48
337,50,50,48
338,50,50,50
339,48,50,50
340,-14,48,50
341,-22,46,50
342,50,50,48
343,-14,48,48
344,50,50,48
345,50,50,48
346,-12,48,48
347,48,50,50
348,48,48,50
349,48,48,50
350,48,48,50
351,50,50,50
352,-12,48,50
353,-12,48,48
354,50,48,50
355,50,48,48
356,48,50,48
357,50,48,48
358,-14,48,46
359,50,48,48
360,48,50,50
361,48,50,50
362,-18,48,50
363,-10,44,48
364,-18,50,42
365,-14,48,48
366,-14,48,50
