,EEE
0,-16
1,-16
2,4
3,6
4,-14
5,-22
6,-8
7,8
8,-24
9,44
10,32
11,4
12,42
13,0
14,2
15,-26
16,-6
17,-32
18,16
19,36
20,-10
21,-6
22,12
23,48
24,-16
25,10
26,22
27,14
28,-4
29,-14
30,2
31,-12
32,40
33,2
34,32
35,-16
36,-14
37,-18
38,-16
39,34
40,0
41,42
42,2
43,-14
44,-14
45,24
46,36
47,28
48,42
49,46
50,20
51,32
52,34
53,14
54,-6
55,-2
56,10
57,-14
58,0
59,-2
60,-4
61,-8
62,32
63,10
64,-2
65,2
66,-4
67,-12
68,46
69,-8
70,26
71,-10
72,-4
73,26
74,50
75,0
76,0
77,-12
78,-20
79,-8
80,8
81,8
82,12
83,40
84,42
85,-4
86,-8
87,-4
88,-10
89,-12
90,44
91,16
92,6
93,8
94,-28
95,16
96,0
97,30
98,20
99,42
100,-22
101,-2
102,-6
103,-14
104,20
105,-10
106,-10
107,30
108,28
109,0
110,2
111,38
112,6
113,-16
114,-22
115,-16
116,34
117,18
118,-8
119,-6
120,12
121,-10
122,-22
123,50
124,2
125,-14
126,6
127,-6
128,34
129,30
130,-10
131,-6
132,16
133,-6
134,-22
135,30
136,-4
137,0
138,40
139,0
140,4
141,-14
142,-12
143,36
144,-12
145,-18
146,28
147,-14
148,-10
149,8
150,30
151,-6
152,50
153,20
154,0
155,0
156,0
157,-12
158,-22
159,-16
160,-4
161,4
162,-10
163,46
164,40
165,28
166,-10
167,-2
168,20
169,38
170,18
171,36
172,8
173,-8
174,-14
175,46
176,46
177,12
178,-10
179,40
180,-12
181,36
182,2
183,28
184,8
185,50
186,24
187,-8
188,34
189,50
190,-10
191,46
192,-18
193,-18
194,-12
195,2
196,-6
197,30
198,-8
199,-2
200,-8
201,50
202,20
203,12
204,6
205,2
206,-4
207,-18
208,6
209,36
210,-6
211,36
212,-8
213,2
214,12
215,6
216,40
217,16
218,0
219,8
220,4
221,-26
222,-20
223,42
224,40
225,-4
226,0
227,-12
228,-10
229,4
230,24
231,-4
232,-6
233,8
234,-12
235,6
236,-6
237,38
238,0
239,2
240,-16
241,8
242,34
243,14
244,50
245,-6
246,-14
247,12
248,-12
249,50
250,10
251,-12
252,-8
253,18
254,28
255,10
256,-8
257,0
258,8
259,-18
260,8
261,38
262,-6
263,0
264,14
265,48
266,-20
267,-2
268,-2
269,8
270,14
271,32
272,-10
273,32
274,-2
275,42
276,-8
277,36
278,-14
279,8
280,32
281,-12
282,-2
283,2
284,-10
285,0
286,12
287,-22
288,-10
289,-6
290,-2
291,8
292,-4
293,32
294,4
295,32
296,2
297,0
298,0
299,6
300,-28
301,-20
302,-10
303,-8
304,-12
305,-8
306,0
307,10
308,6
309,-10
310,-16
311,38
312,-4
313,-12
314,38
315,28
316,-34
317,-6
318,12
319,-12
320,-2
321,4
322,42
323,8
324,-16
325,-24
326,-18
327,0
328,-12
329,46
330,4
331,24
332,-12
333,-18
334,50
335,-6
336,-12
337,-24
338,-2
339,4
340,-14
341,-6
342,46
343,-14
344,-10
345,42
346,-2
347,-2
348,-16
349,2
350,4
351,34
352,40
353,-22
354,2
355,40
356,6
357,-20
358,-20
359,4
360,26
361,-14
362,-6
363,42
364,32
365,42
366,2
367,24
368,-26
369,-26
370,8
371,44
372,-34
373,-4
374,-18
375,-12
376,-12
377,44
378,-20
379,-14
380,6
381,28
382,-18
383,28
384,0
385,-24
386,10
387,46
388,10
389,-12
390,-2
391,42
392,-14
393,-22
394,-10
395,-6
396,4
397,14
398,8
399,-12
400,50
401,-8
402,-10
403,-10
404,46
405,-14
406,-12
407,18
408,-20
409,-28
410,6
411,42
412,-18
413,-12
414,-8
415,-8
416,-24
417,8
418,34
419,-8
420,22
421,-4
422,-20
423,-16
424,14
425,4
426,32
427,28
428,-10
429,-22
430,12
431,12
432,-18
433,10
434,2
435,38
436,30
437,-18
438,-12
439,-16
440,2
441,-10
442,50
443,-2
444,-26
445,-16
446,10
447,-18
448,-16
449,-14
450,12
451,26
452,-10
453,50
454,4
455,-4
456,-2
457,40
458,-14
459,30
460,24
461,46
462,22
463,36
464,-2
465,-8
466,28
467,0
468,2
469,34
470,-20
471,30
472,-26
473,8
474,0
475,2
476,44
477,20
478,-14
479,12
480,46
481,-8
482,-12
483,2
484,42
485,-16
486,10
487,0
488,-6
489,-2
490,-14
491,10
492,2
493,-18
494,34
495,-16
496,50
497,34
498,-2
499,24
