,CoopPunishOpp,BullyOpp,BullyPunishOpp
329,-50,6,16
330,50,44,42
331,48,44,50
332,50,44,50
333,50,42,44
334,50,42,50
335,44,42,44
336,-38,4,-50
337,50,50,50
338,-50,0,4
339,-50,-10,6
340,50,40,50
341,-50,6,20
342,-50,2,-2
343,-24,0,-50
344,-50,-6,6
345,-50,2,-4
346,-50,-20,-50
347,-24,26,-8
348,-50,-12,12
349,50,48,48
350,-50,4,-6
351,50,44,42
352,38,50,34
353,-26,16,-2
354,50,50,44
355,-50,14,14
356,-30,-4,4
357,-50,8,8
358,-40,-6,-4
359,-40,-8,18
360,-50,6,14
361,42,50,44
362,-50,-50,10
363,-50,-14,-2
364,42,50,50
365,-50,-8,4
366,44,48,48
367,44,50,50
368,40,50,44
369,46,50,44
370,-50,8,-2
371,50,44,50
372,-6,8,8
373,50,50,46
374,48,48,44
375,-50,2,-50
376,-50,8,8
377,44,50,50
378,46,50,46
379,8,18,2
380,-50,-2,6
381,-20,-12,16
382,42,30,44
383,-50,-6,2
384,46,50,48
385,42,50,44
386,50,50,50
387,50,44,44
388,40,46,42
389,44,48,46
390,40,50,38
391,-22,2,-8
392,0,-50,-2
393,-32,2,2
394,38,44,50
395,-50,-4,-12
396,-50,-2,4
397,44,48,50
398,50,44,50
399,42,40,44
400,50,50,48
401,-50,-50,12
402,-50,0,-10
403,-28,6,-4
404,50,42,48
405,50,50,50
406,50,40,50
407,-20,2,-2
408,50,50,46
409,-12,2,-10
410,40,50,40
411,44,38,50
412,44,50,46
413,40,48,38
414,50,50,44
415,42,50,50
416,50,50,42
417,-50,-6,-50
418,50,42,50
419,50,50,44
420,-50,4,0
421,46,36,46
422,-38,4,4
423,-42,14,4
424,50,50,50
425,-28,-12,-50
426,-22,4,-16
427,44,44,50
428,-50,6,-50
429,40,44,48
430,42,44,50
431,50,46,50
432,50,50,44
433,-44,-6,-50
434,-42,8,-14
435,50,46,50
436,50,50,38
437,-44,-20,4
438,50,44,50
439,-50,18,-16
440,-50,-16,8
441,-50,8,0
442,50,50,50
443,-50,10,4
444,-50,-6,6
445,-50,14,-50
446,-34,22,0
447,50,44,50
448,-40,0,-50
449,-50,4,-50
450,-22,0,4
451,50,50,50
452,-20,-50,4
453,40,44,42
454,50,42,42
455,44,44,50
456,50,44,50
457,-50,10,-4
458,-12,-10,10
459,-40,2,4
460,44,42,50
461,-30,0,4
462,-50,4,-2
463,-44,-8,4
464,46,44,40
465,42,50,44
466,-44,8,4
467,44,50,50
468,50,48,42
469,50,40,50
470,-50,12,-2
471,-50,-10,-8
472,38,40,42
473,44,50,42
474,50,40,50
475,44,50,50
476,44,44,44
477,-50,4,10
478,-48,0,0
479,48,50,48
480,44,44,42
481,40,50,40
482,-50,4,-18
483,36,50,42
484,-50,12,2
485,50,50,50
486,4,-50,-4
487,-50,6,12
488,50,50,48
489,-50,10,-50
490,-44,-8,4
491,50,48,50
492,44,32,50
493,48,40,50
494,50,50,50
495,-50,12,-50
496,50,44,50
497,-50,-50,0
498,46,44,50
499,44,46,42
