,Algaater
0,8
1,-6
2,-12
3,-20
4,0
5,16
6,-10
7,-2
8,-14
9,-12
10,-20
11,4
12,10
13,-2
14,-26
15,-2
16,-16
17,14
18,-4
19,-8
20,-12
21,-16
22,-10
23,-24
24,-26
25,-24
26,18
27,-8
28,0
29,-14
30,-4
31,2
32,-4
33,-8
34,-6
35,-26
36,-2
37,-4
38,-4
39,-2
40,-24
41,-16
42,-18
43,-24
44,18
45,-8
46,-12
47,14
48,-4
49,6
50,-28
51,-20
52,-24
53,-12
54,14
55,16
56,-10
57,0
58,-12
59,-16
60,16
61,-16
62,-4
63,-2
64,2
65,-10
66,-18
67,-16
68,6
69,-22
70,16
71,-10
72,8
73,-14
74,-20
75,0
76,2
77,-2
78,-12
79,-24
80,0
81,8
82,-4
83,-12
84,2
85,0
86,-12
87,0
88,-4
89,-18
90,-26
91,-6
92,16
93,4
94,-10
95,12
96,-6
97,14
98,-12
99,-12
100,-10
101,-6
102,-16
103,-12
104,-2
105,8
106,8
107,16
108,-32
109,-4
110,-34
111,0
112,-20
113,12
114,-22
115,-16
116,-22
117,-26
118,-12
119,-26
120,4
121,-24
122,-20
123,4
124,0
125,0
126,18
127,-30
128,-4
129,-16
130,6
131,-10
132,6
133,-14
134,-14
135,16
136,-16
137,-10
138,-8
139,-10
140,-24
141,-30
142,16
143,-10
144,-8
145,12
146,-12
147,6
148,-14
149,-10
150,2
151,-4
152,-20
153,-8
154,-22
155,-24
156,-2
157,-10
158,-4
159,-2
160,-26
161,-4
162,-18
163,-12
164,-24
165,-16
166,-4
167,-10
168,-22
169,-4
170,4
171,-4
172,-8
173,-14
174,14
175,4
176,16
177,14
178,-14
179,0
180,-6
181,-12
182,-20
183,-2
184,-12
185,-10
186,-16
187,0
188,-16
189,-6
190,-4
191,-8
192,-8
193,-12
194,-20
195,12
196,-8
197,-10
198,-8
199,-18
200,8
201,-4
202,6
203,-28
204,-28
205,-28
206,-18
207,14
208,-10
209,-16
210,-16
211,-16
212,-6
213,-8
214,-14
215,0
216,18
217,16
218,-24
219,-6
220,-10
221,4
222,-18
223,-6
224,-6
225,18
226,8
227,0
228,4
229,-6
230,-10
231,18
232,-22
233,-12
234,-20
235,-2
236,-24
237,-6
238,10
239,12
240,-6
241,14
242,-10
243,0
244,-12
245,-6
246,12
247,-8
248,14
249,-8
250,4
251,-16
252,16
253,6
254,0
255,-20
256,6
257,-6
258,-2
259,-8
260,2
261,-26
262,-16
263,4
264,0
265,-14
266,-10
267,-22
268,-12
269,-10
270,-18
271,-10
272,-6
273,-4
274,-6
275,-32
276,-2
277,-10
278,2
279,-6
280,-2
281,-12
282,-10
283,-16
284,-14
285,-16
286,-6
287,-6
288,-20
289,-24
290,-8
291,-26
292,-8
293,-22
294,-14
295,-6
296,-6
297,-16
298,2
299,14
300,-10
301,4
302,-18
303,16
304,-22
305,-18
306,-14
307,16
308,-26
309,-14
310,-4
311,-10
312,-2
313,0
314,-26
315,-16
316,6
317,-34
318,-8
319,-12
320,-2
321,-20
322,16
323,-12
324,-14
325,-24
326,2
327,2
328,12
329,-10
330,16
331,4
332,-14
333,-12
334,-18
335,16
336,-14
337,-2
338,-12
339,18
340,-10
341,6
342,-18
343,-2
344,12
345,-30
346,10
347,-18
348,16
349,-12
350,-8
351,-6
352,-12
353,16
354,4
355,18
356,-4
357,-8
358,-18
359,16
360,-20
361,0
362,-24
363,2
364,0
365,-8
366,18
367,-10
368,14
369,-28
370,16
371,2
372,-18
373,-26
374,-4
375,-2
376,-4
377,-24
378,16
379,6
380,-8
381,-4
382,-22
383,-26
384,-16
385,-12
386,-4
387,-14
388,-14
389,-8
390,-26
391,-18
392,10
393,-18
394,2
395,-8
396,18
397,-20
398,-4
399,-4
400,-8
401,8
402,18
403,-22
404,2
405,0
406,-6
407,-6
408,-18
409,-20
410,-2
411,-16
412,-20
413,-14
414,2
415,-10
416,0
417,0
418,-22
419,-16
420,2
421,-2
422,-6
423,-6
424,12
425,4
426,-4
427,-18
428,4
429,4
430,-6
431,-2
432,-8
433,-14
434,8
435,-6
436,0
437,-2
438,-30
439,-6
440,-12
441,0
442,-16
443,2
444,-20
445,2
446,-18
447,-24
448,-14
449,-12
450,14
451,-2
452,-4
453,10
454,-16
455,-12
456,-18
457,16
458,-24
459,-10
460,-4
461,-24
462,-16
463,0
464,-12
465,-8
466,-8
467,0
468,-6
469,-16
470,-6
471,-2
472,-20
473,-30
474,10
475,-8
476,20
477,14
478,-6
479,-20
480,16
481,-20
482,-24
483,-6
484,-30
485,-26
486,-4
487,-8
488,20
489,4
490,-10
491,-2
492,8
493,14
494,-22
495,-26
496,-10
497,14
498,-2
499,-4
