,CoopPunishOpp,BullyOpp,BullyPunishOpp
0,24,28,44
1,8,50,42
2,-2,42,50
3,-28,38,50
4,-10,38,30
5,50,50,28
6,-18,32,32
7,28,32,50
8,-8,50,42
9,50,28,32
10,-22,50,32
11,-18,34,42
12,-20,38,36
13,34,34,50
14,-26,2,34
15,-16,28,50
16,-10,36,50
17,36,50,42
18,50,10,40
19,2,30,16
20,-18,50,50
21,48,26,38
22,46,50,48
23,30,38,30
24,-12,50,50
25,8,50,50
26,0,20,46
27,14,40,46
28,-14,50,38
29,-12,34,50
30,38,42,44
31,-6,50,48
32,2,40,38
33,-6,50,46
34,-34,4,42
35,26,50,50
36,42,36,50
37,-20,50,42
38,28,34,50
39,42,32,38
40,8,50,42
41,-14,50,50
42,26,42,42
43,-14,50,32
44,-12,50,38
45,-28,40,50
46,-20,34,34
47,40,50,50
48,50,40,36
49,38,30,38
50,0,50,44
51,42,40,50
52,44,50,40
53,-10,30,34
54,40,44,30
55,20,46,50
56,0,36,16
57,40,50,28
58,6,50,50
59,-22,28,46
60,-20,50,50
61,8,50,28
62,50,42,22
63,0,50,36
64,30,-6,50
65,50,38,50
66,-24,40,50
67,-12,36,50
68,40,38,40
69,-22,50,46
70,42,-10,48
71,-2,44,38
72,46,22,50
73,50,28,50
74,38,50,42
75,8,50,50
76,4,50,50
77,14,44,38
78,50,40,50
79,26,28,38
80,-14,38,44
81,20,50,50
82,50,42,36
83,38,34,40
84,36,26,50
85,28,50,50
86,-16,50,30
87,-10,50,46
88,-24,46,44
89,50,50,18
90,-2,32,50
91,50,50,50
92,50,6,50
93,-8,38,44
94,50,38,34
95,50,50,50
96,36,38,34
97,-14,40,38
98,50,50,44
99,30,42,50
100,-4,50,50
101,38,32,50
102,-16,38,44
103,50,48,44
104,50,2,30
105,-20,50,36
106,-16,50,44
107,50,26,38
108,50,42,46
109,-22,38,34
110,50,32,42
111,24,42,50
112,-14,50,50
113,50,36,44
114,-2,50,50
115,2,24,50
116,-16,44,36
117,12,50,50
118,-4,34,46
119,24,50,50
120,-6,50,22
121,50,42,38
122,-16,-4,40
123,-20,44,50
124,-20,38,42
125,8,42,38
126,50,44,30
127,-16,50,50
128,-30,50,30
129,50,32,24
130,28,40,38
131,50,28,50
132,-8,32,42
133,50,50,50
134,34,50,46
135,44,38,46
136,-18,36,50
137,-20,50,50
138,6,46,28
139,-20,50,48
