,CoopPunishOpp,BullyOpp,BullyPunishOpp,Random,GreedyNeg,CoopGreed,RoundNum
0,-26.0,10.75,18.0,-16.75,-4.0,6.75,0.5
1,-20.75,15.0,33.0,4.25,-5.75,-5.5,-41.25
2,-6.0,34.5,27.5,11.5,2.75,-13.25,13.0
3,-17.75,40.75,-28.75,-2.75,4.5,-11.25,1.0
4,8.25,16.25,11.0,-10.25,14.75,-7.25,-33.5
5,-9.5,15.5,47.25,3.5,10.75,-15.25,-8.75
6,-15.75,30.5,-29.0,0.25,-33.75,6.0,-15.0
7,36.75,-48.75,41.25,-3.75,21.75,-48.0,30.75
8,-21.25,-47.5,-29.25,10.75,-49.75,2.75,-13.75
9,-9.5,31.0,4.0,-3.5,-26.0,-15.25,24.25
