,Algaater
0,27.0
1,-4.5
2,7.0
3,-3.5
4,16.0
5,24.0
6,-63.5
7,10.0
8,2.0
9,-62.0
10,-114.5
11,-140.0
12,-143.0
13,-97.0
14,-132.0
15,-133.5
16,-101.5
17,-111.0
18,-111.0
19,-107.5
20,-125.5
21,-97.5
22,-139.0
23,-111.0
24,-106.5
25,-126.5
26,-127.5
27,-111.0
28,-110.5
29,-111.0
30,-46.5
31,-13.5
32,-9.5
33,-12.5
34,-8.0
35,-29.5
36,-33.0
37,1.5
38,-41.0
39,-21.0
40,-115.0
41,-109.5
42,-87.0
43,-103.0
44,-109.5
45,-95.5
46,-99.0
47,-123.5
48,-113.0
49,-107.5
50,-13.5
51,-23.5
52,-18.0
53,-6.5
54,4.5
55,-38.5
56,7.0
57,12.0
58,-29.0
59,1.5
60,-58.5
61,-53.0
62,-52.0
63,-53.0
64,-82.0
65,-45.0
66,-57.0
67,-59.0
68,-80.5
69,-88.0
