,BBL
0,-94.0
1,-108.0
2,-92.0
3,-102.5
4,-105.0
5,-85.0
6,-93.5
7,-92.5
8,-99.0
9,-100.0
10,-54.0
11,-60.5
12,-66.5
13,-46.5
14,-56.0
15,-58.0
16,-54.5
17,-56.0
18,-50.0
19,-65.5
20,-62.0
21,-56.5
22,-46.0
23,-53.5
24,-55.5
25,-53.5
26,-52.5
27,-57.5
28,-58.5
29,-53.0
30,-30.5
31,-18.0
32,28.5
33,-51.5
34,-33.5
35,-6.5
36,-3.0
37,-76.0
38,-55.0
39,-66.0
40,-48.0
41,-52.5
42,-46.5
43,-57.0
44,-47.0
45,-57.5
46,-56.5
47,-53.5
48,-54.0
49,-58.5
50,-77.0
51,-37.0
52,-85.0
53,-71.5
54,-67.0
55,-75.0
56,-60.5
57,-74.0
58,-67.5
59,-43.0
60,-77.0
61,-82.5
62,-81.5
63,-84.0
64,-86.5
65,-77.0
66,-87.5
67,-83.0
68,-81.5
69,-87.0
