,CoopPunishOpp,BullyOpp,BullyPunishOpp,Random,GreedyNeg,CoopGreed,RoundNum
0,92,-49,-58,143,115,177,75
1,107,-54,-64,137,236,140,71
2,125,-41,-56,23,200,165,74
3,107,-54,-54,57,253,180,73
4,111,-53,-62,75,128,123,80
5,111,-48,-59,71,136,149,81
6,120,-77,-53,66,152,197,75
7,112,-63,-55,93,242,156,83
8,109,-50,-63,93,145,185,76
9,113,-39,-58,53,244,170,70
