,CoopPunishOpp,BullyOpp,BullyPunishOpp,Random,GreedyNeg,CoopGreed,RoundNum
0,87,-65,-65,104,220,171,79
1,92,-65,-78,98,202,210,91
2,96,-78,-83,99,229,191,4
3,48,-88,-69,74,207,100,43
4,105,-85,-85,73,194,182,18
5,90,-77,-69,10,247,150,-7
6,104,-89,-75,106,190,108,76
7,99,-78,-74,102,161,191,7
8,100,-69,-78,83,209,155,19
9,85,-76,-94,41,122,161,110
