,BBL
0,23.8875
1,18.55
2,26.7875
3,17.0375
4,30.5125
5,31.0375
6,17.6875
7,17.3625
8,30.775
9,28.0625
10,33.825
11,24.425
12,50.425
13,25.275
14,55.95
15,42.1
16,24.025
17,24.85
18,37.2
19,53.4
20,25.5
21,-8.1375
22,29.05
23,-8.2625
24,17.375
25,23.275
26,-8.0375
27,-8.5125
28,22.65
29,21.925
30,98.9
31,-9.725
32,100.8
33,-10.05
34,100.5
35,100.3
36,-9.475
37,-9.725
38,99.6
39,100.3
40,54.275
41,26.025
42,54.25
43,17.2375
44,49.275
45,56.7125
46,27.6375
47,26.3125
48,45.6125
49,50.75
50,76.0
51,36.425
52,58.5375
53,48.0125
54,69.6125
55,63.5375
56,40.0875
57,39.65
58,64.0125
59,63.925
60,16.6875
61,25.625
62,22.3375
63,22.375
64,16.075
65,2.2625
66,25.925
67,27.925
68,10.925
69,6.05
70,33.475
71,23.575
72,40.35
73,23.1
74,34.625
75,45.35
76,22.75
77,24.0125
78,45.85
79,38.15
