,Algaater
0,49.775
1,36.45
2,52.5
3,45.025
4,43.1625
5,44.175
6,50.7125
7,53.825
8,38.6875
9,36.925
10,16.5625
11,13.925
12,15.95
13,24.2125
14,14.7125
15,18.05
16,22.8125
17,20.775
18,16.9625
19,19.7
20,17.6875
21,23.675
22,16.8375
23,15.0375
24,15.15
25,19.575
26,23.7875
27,10.1625
28,21.0625
29,19.8375
30,93.2125
31,-4.3625
32,-5.2125
33,-4.9125
34,-5.4125
35,-5.5
36,-5.3875
37,46.4125
38,-4.8875
39,-4.75
40,89.375
41,34.1625
42,26.775
43,28.1625
44,41.475
45,35.025
46,22.625
47,62.25
48,37.725
49,33.025
50,33.1625
51,36.45
52,24.9375
53,25.675
54,26.3375
55,19.8
56,25.675
57,64.25
58,22.7
59,37.725
60,3.6375
61,12.3125
62,10.1875
63,-1.8875
64,10.0625
65,9.1625
66,9.65
67,2.075
68,13.5125
69,10.8625
70,12.325
71,25.7125
72,17.025
73,18.7375
74,18.75
75,17.7
76,24.2375
77,19.3
78,20.425
79,18.025
