,BBL
0,66
1,80
2,64
3,74
4,72
5,82
6,68
7,80
8,62
9,70
10,78
11,66
12,62
13,74
14,80
15,66
16,84
17,92
18,90
19,74
20,74
21,82
22,74
23,58
24,78
25,64
26,78
27,80
28,70
29,74
30,86
31,66
32,92
33,76
34,60
35,78
36,62
37,60
38,72
39,82
40,68
41,68
42,80
43,88
44,62
45,72
46,74
47,64
48,72
49,90
50,90
51,70
52,62
53,68
54,62
55,84
56,84
57,80
58,82
59,90
60,54
61,62
62,68
63,80
64,66
65,78
66,62
67,58
68,58
69,76
70,68
71,78
72,66
73,66
74,72
75,44
76,66
77,52
78,74
79,82
80,86
81,80
82,76
83,76
84,90
85,76
86,68
87,70
88,58
89,70
90,52
91,82
92,58
93,76
94,64
95,52
96,72
97,54
98,52
99,74
100,52
101,82
102,78
103,66
104,60
105,62
106,84
107,82
108,80
109,76
110,78
111,84
112,86
113,68
114,80
115,74
116,92
117,70
118,86
119,86
120,58
121,68
122,36
123,82
124,64
125,66
126,66
127,84
128,72
129,78
130,72
131,74
132,84
133,50
134,74
135,70
136,70
137,80
138,80
139,80
140,80
141,78
142,74
143,72
144,72
145,66
146,84
147,64
148,76
149,64
150,82
151,78
152,72
153,88
154,42
155,60
156,86
157,68
158,64
159,70
160,66
161,68
162,44
163,78
164,74
165,78
166,70
167,74
168,66
169,52
170,82
171,80
172,82
173,74
174,68
175,66
176,68
177,52
178,68
179,76
180,78
181,74
182,68
183,70
184,68
185,78
186,72
187,70
188,70
189,88
190,82
191,72
192,88
193,66
194,72
195,80
196,76
197,76
198,72
199,64
200,56
201,62
202,62
203,76
204,38
205,64
206,72
207,80
208,48
209,62
210,78
211,74
212,82
213,64
214,80
215,68
216,78
217,62
218,76
219,62
220,82
221,70
222,56
223,76
224,70
225,82
226,84
227,76
228,74
229,74
230,80
231,78
232,56
233,60
234,84
235,74
236,86
237,56
238,70
239,80
240,78
241,60
242,80
243,50
244,72
245,56
246,78
247,68
248,64
249,60
250,72
251,48
252,78
253,94
254,62
255,86
256,94
257,84
258,92
259,44
260,86
261,58
262,70
263,56
264,62
265,84
266,56
267,78
268,68
269,60
270,56
271,86
272,72
273,76
274,76
275,70
276,40
277,72
278,74
279,80
280,76
281,74
282,48
283,78
284,86
285,76
286,76
287,72
288,64
289,82
290,76
291,48
292,70
293,74
294,66
295,74
296,82
297,90
298,82
299,86
300,80
301,68
302,68
303,64
304,66
305,68
306,74
307,82
308,56
309,52
310,84
311,72
312,86
313,74
314,86
315,62
316,72
317,68
318,74
319,90
320,86
321,84
322,68
323,72
324,56
325,92
326,82
327,78
328,80
329,92
330,46
331,72
332,82
333,80
334,68
335,86
336,78
337,80
338,84
339,86
340,70
341,70
342,84
343,62
344,76
345,88
346,82
347,76
348,68
349,80
350,72
351,78
352,78
353,58
354,66
355,86
356,82
357,66
358,66
359,64
360,74
361,82
362,88
363,82
364,78
365,54
366,60
367,78
368,82
369,72
370,80
371,72
372,76
373,92
374,68
375,58
376,68
377,60
378,38
379,84
380,72
381,80
382,62
383,80
384,74
385,76
386,76
387,80
388,74
389,56
390,76
391,76
392,82
393,82
394,78
395,74
396,74
397,68
398,86
399,82
400,68
401,56
402,66
403,74
404,66
405,74
406,68
407,56
408,72
409,78
410,82
411,74
412,78
413,70
414,68
415,72
416,76
417,86
418,64
419,76
420,74
421,82
422,56
423,76
424,86
425,80
426,48
427,70
428,72
429,80
430,66
431,76
432,68
433,68
434,78
435,82
436,68
437,72
438,76
439,72
440,82
441,74
442,78
443,80
444,74
445,76
446,76
447,84
448,70
449,70
450,78
451,76
452,64
453,88
454,50
455,70
456,80
457,72
458,72
459,74
460,56
461,80
462,56
463,86
464,68
465,76
466,70
467,60
468,84
469,84
470,64
471,70
472,68
473,74
474,48
475,66
476,60
477,76
478,64
479,58
480,72
481,82
482,56
483,74
484,66
485,86
486,74
487,70
488,72
489,72
490,56
491,62
492,80
493,80
494,86
495,62
496,72
497,82
498,84
499,84
