,EEE
360,88
361,88
362,68
363,68
364,76
365,76
366,90
367,90
368,94
369,94
370,80
371,80
372,80
373,80
374,86
375,86
376,84
377,84
378,94
379,94
380,94
381,94
382,52
383,52
384,70
385,70
386,56
387,56
388,48
389,48
390,70
391,70
392,92
393,92
394,54
395,54
396,96
397,96
398,88
399,88
400,80
401,80
402,82
403,82
404,74
405,74
406,82
407,82
408,78
409,78
410,62
411,62
412,86
413,86
414,84
415,84
416,90
417,90
418,90
419,90
420,88
421,88
422,86
423,86
424,88
425,88
426,94
427,94
428,54
429,54
430,84
431,84
432,46
433,46
434,90
435,90
436,58
437,58
438,98
439,98
440,94
441,94
442,92
443,92
444,78
445,78
446,60
447,60
448,78
449,78
450,52
451,52
452,90
453,90
454,86
455,86
456,46
457,46
458,82
459,82
460,56
461,56
462,48
463,48
464,98
465,98
466,50
467,50
468,48
469,48
470,90
471,90
472,90
473,90
474,86
475,86
476,88
477,88
478,54
479,54
480,84
481,84
482,56
483,56
484,72
485,72
486,84
487,84
488,48
489,48
490,88
491,88
492,80
493,80
494,88
495,88
496,90
497,90
498,64
499,64
500,54
501,54
502,88
503,88
504,74
505,74
506,94
507,94
508,82
509,82
510,80
511,80
512,52
513,52
514,86
515,86
516,50
517,50
518,76
519,76
520,44
521,44
522,56
523,56
524,80
525,80
526,66
527,66
528,80
529,80
530,50
531,50
532,70
533,70
534,84
535,84
536,68
537,68
538,86
539,86
540,92
541,92
542,60
543,60
544,68
545,68
546,96
547,96
548,92
549,92
550,58
551,58
552,90
553,90
554,90
555,90
556,76
557,76
558,96
559,96
560,84
561,84
562,58
563,58
564,48
565,48
566,84
567,84
568,54
569,54
570,90
571,90
572,92
573,92
574,64
575,64
576,60
577,60
578,84
579,84
580,92
581,92
582,50
583,50
584,92
585,92
586,52
587,52
588,52
589,52
590,52
591,52
592,54
593,54
594,64
595,64
596,64
597,64
598,82
599,82
600,74
601,74
602,58
603,58
604,54
605,54
606,94
607,94
608,88
609,88
610,46
611,46
612,52
613,52
614,88
615,88
616,70
617,70
618,68
619,68
620,82
621,82
622,50
623,50
624,92
625,92
626,52
627,52
628,70
629,70
630,84
631,84
632,46
633,46
634,94
635,94
636,90
637,90
638,56
639,56
640,72
641,72
642,72
643,72
644,80
645,80
646,90
647,90
648,94
649,94
650,84
651,84
652,68
653,68
654,96
655,96
656,50
657,50
658,82
659,82
660,54
661,54
662,74
663,74
664,74
665,74
666,90
667,90
668,92
669,92
670,78
671,78
672,92
673,92
674,82
675,82
676,84
677,84
678,84
679,84
680,92
681,92
682,86
683,86
684,74
685,74
686,80
687,80
688,88
689,88
690,56
691,56
692,86
693,86
694,82
695,82
696,86
697,86
698,58
699,58
700,92
701,92
702,62
703,62
704,80
705,80
706,88
707,88
708,94
709,94
710,86
711,86
712,88
713,88
714,80
715,80
716,92
717,92
718,82
719,82
720,92
721,92
722,82
723,82
724,54
725,54
726,90
727,90
728,54
729,54
730,90
731,90
732,60
733,60
734,82
735,82
736,78
737,78
738,60
739,60
740,40
741,40
742,52
743,52
744,50
745,50
746,64
747,64
748,82
749,82
750,98
751,98
752,90
753,90
754,82
755,82
756,68
757,68
758,64
759,64
760,50
761,50
762,68
763,68
764,60
765,60
766,94
767,94
768,90
769,90
770,90
771,90
772,50
773,50
774,72
775,72
776,58
777,58
778,84
779,84
780,50
781,50
782,84
783,84
784,76
785,76
786,94
787,94
788,46
789,46
790,62
791,62
792,62
793,62
794,88
795,88
796,62
797,62
798,60
799,60
800,92
801,92
802,84
803,84
804,96
805,96
806,46
807,46
808,82
809,82
810,94
811,94
812,92
813,92
814,90
815,90
816,50
817,50
818,58
819,58
820,92
821,92
822,94
823,94
824,58
825,58
826,70
827,70
828,70
829,70
830,78
831,78
832,70
833,70
834,70
835,70
836,50
837,50
838,54
839,54
840,92
841,92
842,56
843,56
844,58
845,58
846,82
847,82
848,86
849,86
850,82
851,82
852,90
853,90
854,92
855,92
856,76
857,76
858,80
859,80
860,56
861,56
862,46
863,46
864,88
865,88
866,86
867,86
868,86
869,86
870,94
871,94
872,90
873,90
874,74
875,74
876,94
877,94
878,64
879,64
880,80
881,80
882,94
883,94
884,88
885,88
886,100
887,100
888,84
889,84
890,84
891,84
892,88
893,88
894,80
895,80
896,74
897,74
898,88
899,88
900,94
901,94
902,42
903,42
904,88
905,88
906,78
907,78
908,86
909,86
910,54
911,54
912,92
913,92
914,84
915,84
916,94
917,94
918,46
919,46
920,84
921,84
922,82
923,82
924,60
925,60
926,82
927,82
928,48
929,48
930,52
931,52
932,98
933,98
934,90
935,90
936,70
937,70
938,78
939,78
940,70
941,70
942,94
943,94
944,78
945,78
946,72
947,72
948,90
949,90
950,56
951,56
952,84
953,84
954,72
955,72
956,54
957,54
958,86
959,86
960,94
961,94
962,48
963,48
964,74
965,74
966,48
967,48
968,38
969,38
970,80
971,80
972,82
973,82
974,70
975,70
976,94
977,94
978,76
979,76
980,86
981,86
982,86
983,86
984,92
985,92
986,68
987,68
988,86
989,86
990,82
991,82
992,56
993,56
994,62
995,62
996,46
997,46
998,94
999,94
