,EEE
0,82
1,82
2,50
3,50
4,82
5,82
6,58
7,58
8,96
9,96
10,60
11,60
12,94
13,94
14,92
15,92
16,76
17,76
18,74
19,74
20,56
21,56
22,82
23,82
24,74
25,74
26,52
27,52
28,84
29,84
30,66
31,66
32,50
33,50
34,86
35,86
36,66
37,66
38,66
39,66
40,78
41,78
42,86
43,86
44,80
45,80
46,44
47,44
48,88
49,88
50,50
51,50
52,40
53,40
54,96
55,96
56,48
57,48
58,92
59,92
60,84
61,84
62,78
63,78
64,90
65,90
66,98
67,98
68,88
69,88
70,76
71,76
72,52
73,52
74,42
75,42
76,92
77,92
78,84
79,84
80,76
81,76
82,58
83,58
84,62
85,62
86,72
87,72
88,84
89,84
90,82
91,82
92,90
93,90
94,96
95,96
96,46
97,46
98,44
99,44
100,80
101,80
102,92
103,92
104,90
105,90
106,92
107,92
108,86
109,86
110,88
111,88
112,88
113,88
114,50
115,50
116,58
117,58
118,92
119,92
120,66
121,66
122,60
123,60
124,88
125,88
126,90
127,90
128,72
129,72
130,84
131,84
132,50
133,50
134,90
135,90
136,94
137,94
138,54
139,54
140,86
141,86
142,82
143,82
144,92
145,92
146,76
147,76
148,48
149,48
150,86
151,86
152,88
153,88
154,54
155,54
156,82
157,82
158,48
159,48
160,74
161,74
162,50
163,50
164,96
165,96
166,90
167,90
168,84
169,84
170,74
171,74
172,88
173,88
174,80
175,80
176,90
177,90
178,86
179,86
180,70
181,70
182,86
183,86
184,88
185,88
186,60
187,60
188,64
189,64
190,58
191,58
192,58
193,58
194,94
195,94
196,84
197,84
198,56
199,56
200,92
201,92
202,86
203,86
204,52
205,52
206,82
207,82
208,88
209,88
210,76
211,76
212,94
213,94
214,94
215,94
216,48
217,48
218,94
219,94
220,78
221,78
222,48
223,48
224,92
225,92
226,50
227,50
228,96
229,96
230,84
231,84
232,88
233,88
234,38
235,38
236,82
237,82
238,78
239,78
240,66
241,66
242,92
243,92
244,58
245,58
246,54
247,54
248,86
249,86
250,44
251,44
252,48
253,48
254,82
255,82
256,80
257,80
258,70
259,70
260,84
261,84
262,92
263,92
264,46
265,46
266,68
267,68
268,98
269,98
270,50
271,50
272,92
273,92
274,54
275,54
276,88
277,88
278,92
279,92
280,56
281,56
282,82
283,82
284,44
285,44
286,86
287,86
288,82
289,82
290,72
291,72
292,86
293,86
294,88
295,88
296,46
297,46
298,46
299,46
300,90
301,90
302,90
303,90
304,84
305,84
306,48
307,48
308,100
309,100
310,86
311,86
312,84
313,84
314,54
315,54
316,54
317,54
318,58
319,58
320,44
321,44
322,50
323,50
324,90
325,90
326,92
327,92
328,70
329,70
330,86
331,86
332,48
333,48
334,72
335,72
336,54
337,54
338,92
339,92
340,64
341,64
342,94
343,94
344,46
345,46
346,90
347,90
348,60
349,60
350,60
351,60
352,78
353,78
354,92
355,92
356,90
357,90
358,90
359,90
