,EEE
0,40
1,54
2,50
3,50
4,50
5,100
6,100
7,50
8,48
9,100
10,98
11,96
12,58
13,48
14,88
15,94
16,54
17,78
18,48
19,100
20,70
21,50
22,50
23,50
24,50
25,66
26,94
27,92
28,50
29,100
30,84
31,64
32,46
33,54
34,100
35,54
36,60
37,64
38,98
39,44
40,100
41,56
42,100
43,60
44,40
45,48
46,86
47,50
48,76
49,66
50,50
51,96
52,48
53,72
54,72
55,88
56,100
57,50
58,88
59,50
60,100
61,50
62,94
63,100
64,50
65,100
66,98
67,72
68,50
69,50
70,50
71,50
72,100
73,64
74,50
75,50
76,44
77,100
78,50
79,90
80,88
81,100
82,50
83,70
84,50
85,50
86,48
87,50
88,96
89,50
90,54
91,40
92,46
93,52
94,96
95,34
96,50
97,50
98,50
99,50
100,50
101,46
102,100
103,50
104,50
105,60
106,50
107,92
108,48
109,50
110,96
111,50
112,50
113,48
114,44
115,50
116,48
117,46
118,100
119,86
120,50
121,44
122,50
123,56
124,98
125,50
126,82
127,100
128,50
129,94
130,100
131,100
132,50
133,50
134,50
135,74
136,44
137,92
138,50
139,50
140,60
141,44
142,76
143,50
144,90
145,50
146,100
147,52
148,100
149,76
150,76
151,50
152,48
153,52
154,50
155,70
156,50
157,50
158,54
159,50
160,50
161,96
162,100
163,100
164,96
165,66
166,50
167,54
168,100
169,94
170,58
171,100
172,50
173,76
174,100
175,50
176,90
177,50
178,96
179,66
180,50
181,46
182,50
183,50
184,50
185,44
186,48
187,100
188,36
189,76
190,52
191,94
192,96
193,50
194,76
195,50
196,70
197,96
198,100
199,94
200,48
201,100
202,100
203,56
204,48
205,50
206,96
207,48
208,58
209,50
210,50
211,86
212,46
213,62
214,46
215,70
216,50
217,50
218,100
219,50
220,100
221,50
222,50
223,100
224,50
225,100
226,50
227,72
228,100
229,100
230,100
231,66
232,42
233,96
234,50
235,98
236,50
237,50
238,82
239,54
240,84
241,44
242,100
243,100
244,100
245,46
246,50
247,60
248,98
249,56
250,50
251,52
252,50
253,50
254,60
255,70
256,50
257,50
258,50
259,54
260,94
261,100
262,62
263,72
264,50
265,50
266,72
267,44
268,94
269,50
270,100
271,54
272,96
273,50
274,62
275,76
276,46
277,96
278,48
279,100
280,50
281,92
282,44
283,68
284,44
285,50
286,60
287,100
288,50
289,98
290,98
291,100
292,100
293,50
294,100
295,50
296,60
297,92
298,38
299,94
300,52
301,100
302,50
303,50
304,100
305,96
306,96
307,100
308,50
309,62
310,76
311,82
312,96
313,94
314,50
315,50
316,62
317,100
318,48
319,58
320,92
321,100
322,52
323,100
324,84
325,100
326,56
327,44
328,50
329,100
330,46
331,78
332,100
333,94
334,54
335,100
336,96
337,54
338,78
339,50
340,100
341,50
342,50
343,54
344,94
345,50
346,48
347,92
348,46
349,50
350,50
351,98
352,56
353,100
354,96
355,50
356,50
357,90
358,60
359,52
360,86
361,52
362,96
363,100
364,58
365,60
366,90
367,100
368,90
369,50
370,100
371,62
372,50
373,92
374,96
375,100
376,50
377,96
378,100
379,46
380,50
381,56
382,82
383,100
384,100
385,48
386,76
387,100
388,52
389,68
390,48
391,92
392,50
393,100
394,96
395,48
396,64
397,96
398,98
399,40
400,62
401,50
402,100
403,96
404,48
405,100
406,54
407,50
408,84
409,50
410,50
411,50
412,48
413,50
414,40
415,38
416,50
417,100
418,46
419,96
420,62
421,48
422,50
423,100
424,90
425,86
426,62
427,100
428,50
429,50
430,64
431,86
432,50
433,50
434,46
435,50
436,50
437,50
438,50
439,50
440,50
441,100
442,96
443,50
444,100
445,100
446,50
447,50
448,52
449,96
450,44
451,48
452,50
453,62
454,100
455,100
456,100
457,100
458,56
459,50
460,100
461,50
462,96
463,50
464,50
465,48
466,62
467,58
468,50
469,50
470,100
471,100
472,50
473,42
474,52
475,96
476,62
477,44
478,100
479,100
480,48
481,50
482,50
483,50
484,50
485,54
486,50
487,50
488,100
489,100
490,84
491,100
492,52
493,80
494,90
495,72
496,50
497,94
498,50
499,42
500,100
501,88
502,50
503,46
504,90
505,90
506,100
507,100
508,100
509,100
510,70
511,54
512,100
513,50
514,100
515,50
516,68
517,100
518,50
519,50
520,84
521,50
522,50
523,50
524,96
525,38
526,100
527,64
528,50
529,100
530,50
531,100
532,48
533,100
534,52
535,70
536,48
537,96
538,42
539,50
540,100
541,94
542,100
543,58
544,100
545,50
546,46
547,94
548,94
549,42
550,50
551,50
552,48
553,92
554,50
555,96
556,100
557,92
558,50
559,90
560,50
561,52
562,100
563,100
564,48
565,36
566,66
567,62
568,50
569,52
570,54
571,100
572,100
573,100
574,80
575,94
576,100
577,50
578,94
579,100
580,100
581,62
582,96
583,54
584,100
585,50
586,94
587,94
588,56
589,48
590,50
591,52
592,100
593,94
594,86
595,100
596,56
597,88
598,50
599,50
600,62
601,50
602,100
603,50
604,48
605,100
606,100
607,50
608,56
609,100
610,100
611,100
612,100
613,92
614,82
615,100
616,100
617,100
618,46
619,100
620,100
621,96
622,48
623,80
624,70
625,60
626,50
627,50
628,94
629,90
630,78
631,100
632,86
633,100
634,50
635,100
636,100
637,52
638,100
639,96
640,50
641,72
642,100
643,50
644,100
645,50
646,64
647,88
648,54
649,100
650,94
651,92
652,100
653,52
654,50
655,100
656,100
657,100
658,94
659,94
660,56
661,50
662,84
663,100
664,50
665,42
666,100
667,100
668,50
669,100
670,100
671,94
672,98
673,50
674,50
675,64
676,54
677,100
678,48
679,94
680,100
681,94
682,100
683,52
684,96
685,94
686,44
687,46
688,54
689,100
690,100
691,50
692,100
693,100
694,84
695,100
696,100
697,50
698,100
699,98
700,58
701,78
702,50
703,50
704,46
705,100
706,50
707,48
708,50
709,94
710,100
711,94
712,100
713,62
714,94
715,100
716,100
717,40
718,88
719,52
720,50
721,46
722,96
723,42
724,86
725,100
726,50
727,94
728,100
729,100
730,50
731,100
732,52
733,50
734,50
735,94
736,50
737,96
738,50
739,46
740,50
741,56
742,96
743,100
744,100
745,94
746,100
747,52
748,50
749,94
750,100
751,98
752,46
753,96
754,46
755,42
756,46
757,100
758,94
759,100
760,94
761,80
762,50
763,56
764,72
765,96
766,100
767,46
768,100
769,54
770,84
771,96
772,90
773,58
774,100
775,100
776,50
777,76
778,100
779,78
780,96
781,94
782,50
783,88
784,100
785,54
786,56
787,98
788,100
789,94
790,100
791,100
792,94
793,56
794,50
795,100
796,94
797,90
798,100
799,44
800,100
801,100
802,92
803,48
804,100
805,72
806,70
807,100
808,96
809,92
810,46
811,96
812,48
813,50
814,52
815,100
816,100
817,90
818,98
819,50
820,100
821,96
822,100
823,100
824,84
825,50
826,52
827,100
828,100
829,50
830,82
831,50
832,72
833,90
834,100
835,70
836,98
837,52
838,90
839,56
840,56
841,100
842,94
843,36
844,100
845,50
846,98
847,80
848,100
849,100
850,100
851,50
852,66
853,48
854,42
855,48
856,50
857,50
858,50
859,50
860,88
861,50
862,100
863,90
864,100
865,92
866,50
867,92
868,100
869,44
870,84
871,90
872,100
873,100
874,46
875,66
876,50
877,100
878,92
879,40
880,50
881,100
882,100
883,72
884,100
885,68
886,100
887,94
888,50
889,54
890,50
891,38
892,48
893,40
894,42
895,50
896,94
897,100
898,100
899,50
900,46
901,100
902,50
903,50
904,100
905,90
906,98
907,100
908,100
909,100
910,94
911,50
912,94
913,60
914,100
915,100
916,100
917,90
918,50
919,90
920,96
921,48
922,40
923,94
924,100
925,90
926,100
927,62
928,100
929,52
930,48
931,92
932,56
933,94
934,64
935,96
936,54
937,96
938,46
939,88
940,54
941,100
942,50
943,48
944,100
945,50
946,100
947,50
948,100
949,92
950,96
951,52
952,94
953,94
954,44
955,86
956,50
957,78
958,96
959,84
960,100
961,94
962,48
963,94
964,50
965,50
966,100
967,50
968,54
969,100
970,52
971,98
972,70
973,60
974,100
975,76
976,66
977,100
978,100
979,100
980,100
981,100
982,60
983,100
984,50
985,56
986,100
987,100
988,94
989,78
990,98
991,92
992,52
993,100
994,80
995,96
996,100
997,100
998,92
999,96
1000,100
1001,50
1002,100
1003,50
1004,100
1005,50
1006,100
1007,100
1008,50
1009,50
1010,40
1011,60
1012,56
1013,50
1014,100
1015,50
1016,58
1017,92
1018,58
1019,50
1020,60
1021,100
1022,52
1023,62
1024,100
1025,90
1026,56
1027,94
1028,68
1029,52
1030,96
1031,74
1032,90
1033,86
1034,52
1035,78
1036,100
1037,100
1038,86
1039,50
1040,94
1041,96
1042,100
1043,78
1044,100
1045,62
1046,100
1047,100
1048,100
1049,86
1050,92
1051,100
1052,66
1053,40
1054,94
1055,74
1056,100
1057,94
1058,100
1059,88
1060,100
1061,42
1062,100
1063,96
1064,100
1065,54
1066,58
1067,70
1068,52
1069,100
1070,56
1071,96
1072,98
1073,50
1074,90
1075,50
1076,98
1077,50
1078,96
1079,50
1080,58
1081,96
1082,50
1083,98
1084,52
1085,96
1086,48
1087,48
1088,50
1089,90
1090,68
1091,50
1092,100
1093,88
1094,50
1095,50
1096,96
1097,60
1098,42
1099,92
1100,96
1101,92
1102,100
1103,46
1104,54
1105,100
1106,46
1107,56
1108,52
1109,90
1110,100
1111,100
1112,100
1113,50
1114,50
1115,50
1116,60
1117,100
1118,80
1119,78
1120,44
1121,94
1122,50
1123,50
1124,100
1125,50
1126,100
1127,54
1128,92
1129,50
1130,50
1131,50
1132,50
1133,94
1134,50
1135,50
1136,100
1137,66
1138,58
1139,54
1140,84
1141,100
1142,100
1143,84
1144,100
1145,38
1146,94
1147,54
1148,100
1149,48
1150,94
1151,100
1152,96
1153,96
1154,90
1155,52
1156,50
1157,100
1158,56
1159,90
1160,100
1161,54
1162,48
1163,56
1164,50
1165,100
1166,50
1167,80
1168,100
1169,86
1170,50
1171,100
1172,50
1173,50
1174,50
1175,100
1176,98
1177,94
1178,48
1179,50
1180,50
1181,94
1182,100
1183,74
1184,58
1185,100
1186,96
1187,70
1188,54
1189,44
1190,100
1191,100
1192,58
1193,96
1194,86
1195,100
1196,50
1197,56
1198,50
1199,92
1200,96
1201,60
1202,62
1203,50
1204,96
1205,74
1206,42
1207,44
1208,100
1209,98
1210,100
1211,74
1212,50
1213,92
1214,100
1215,94
1216,100
1217,86
1218,100
1219,100
1220,100
1221,100
1222,100
1223,100
1224,94
1225,48
1226,96
1227,100
1228,100
1229,100
1230,74
1231,94
1232,96
1233,50
1234,84
1235,54
1236,50
1237,100
1238,100
1239,46
1240,100
1241,84
1242,90
1243,46
1244,84
1245,84
1246,46
1247,100
1248,96
1249,48
1250,52
1251,96
1252,100
1253,100
1254,100
1255,50
1256,50
1257,64
1258,100
1259,48
1260,82
1261,82
1262,42
1263,100
1264,100
1265,56
1266,50
1267,66
1268,90
1269,98
1270,90
1271,64
1272,96
1273,48
1274,92
1275,100
1276,96
1277,92
1278,92
1279,88
1280,50
1281,100
1282,48
1283,100
1284,96
1285,36
1286,44
1287,94
1288,96
1289,100
1290,96
1291,40
1292,78
1293,98
1294,50
1295,86
1296,94
1297,54
1298,100
1299,100
1300,62
1301,100
1302,56
1303,100
1304,100
1305,98
1306,100
1307,52
1308,50
1309,46
1310,98
1311,94
1312,52
1313,50
1314,100
1315,100
1316,50
1317,94
1318,94
1319,86
1320,94
1321,100
1322,60
1323,78
1324,52
1325,52
1326,100
1327,58
1328,52
1329,46
1330,100
1331,86
1332,98
1333,50
1334,100
1335,50
1336,52
1337,92
1338,46
1339,50
1340,100
1341,100
1342,66
1343,100
1344,54
1345,100
1346,56
1347,50
1348,100
1349,66
1350,94
1351,96
1352,44
1353,92
1354,100
1355,42
1356,96
1357,50
1358,60
1359,84
1360,98
1361,54
1362,90
1363,48
1364,62
1365,100
1366,100
1367,94
1368,96
1369,90
1370,84
1371,94
1372,94
1373,52
1374,100
1375,100
1376,92
1377,42
1378,58
1379,60
1380,80
1381,50
1382,100
1383,50
1384,50
1385,74
1386,50
1387,100
1388,100
1389,46
1390,50
1391,100
1392,50
1393,56
1394,62
1395,56
1396,64
1397,54
1398,100
1399,52
1400,50
1401,48
1402,50
1403,50
1404,96
1405,76
1406,88
1407,100
1408,100
1409,50
1410,52
1411,100
1412,90
1413,100
1414,50
1415,50
1416,62
1417,50
1418,66
1419,96
1420,94
1421,50
1422,50
1423,50
1424,50
1425,100
1426,100
1427,46
1428,72
1429,36
1430,100
1431,50
1432,66
1433,50
1434,100
1435,52
1436,52
1437,94
1438,94
1439,94
1440,94
1441,64
1442,48
1443,98
1444,50
1445,50
1446,34
1447,50
1448,100
1449,100
1450,50
1451,50
1452,92
1453,90
1454,100
1455,100
1456,50
1457,50
1458,54
1459,78
1460,100
1461,80
1462,50
1463,56
1464,50
1465,62
1466,100
1467,50
1468,98
1469,100
1470,52
1471,50
1472,52
1473,50
1474,50
1475,100
1476,100
1477,50
1478,50
1479,100
1480,50
1481,92
1482,98
1483,100
1484,50
1485,52
1486,96
1487,58
1488,100
1489,94
1490,56
1491,100
1492,100
1493,100
1494,100
1495,70
1496,100
1497,40
1498,100
1499,100
