,CoopPunishOpp,BullyOpp,BullyPunishOpp
0,90,92,96
1,94,92,92
2,96,96,100
3,94,100,100
4,88,96,96
5,94,100,94
6,96,100,100
7,90,96,96
8,100,100,94
9,96,92,100
10,90,96,98
11,100,96,96
12,96,100,100
13,92,96,100
14,100,96,100
15,90,100,100
16,100,100,94
17,100,94,96
18,96,96,94
19,96,100,96
20,96,100,96
21,92,100,100
22,96,96,96
23,94,92,100
24,100,96,100
25,94,96,96
26,68,100,92
27,96,96,90
28,88,96,100
29,96,100,96
30,100,86,98
31,90,100,98
32,80,90,100
33,96,100,100
34,88,84,100
35,96,90,100
36,96,94,96
37,92,98,92
38,100,100,90
39,56,96,96
40,90,100,96
41,94,96,92
42,84,100,92
43,84,92,100
44,96,96,96
45,96,100,96
46,100,96,100
47,100,94,98
48,100,94,94
49,88,100,94
50,96,68,100
51,100,84,100
52,86,100,94
53,96,100,96
54,94,90,88
55,88,100,100
56,90,88,100
57,100,100,100
58,96,98,96
59,96,94,96
60,100,90,96
61,100,100,100
62,100,100,92
63,70,92,100
64,96,100,96
65,100,86,100
66,94,100,100
67,94,94,100
68,96,100,92
69,100,94,100
70,84,100,100
71,76,86,100
72,100,100,96
73,82,98,94
74,100,86,92
75,94,100,100
76,94,100,96
77,92,100,94
78,94,96,84
79,100,96,100
80,94,96,96
81,96,100,92
82,100,100,100
83,98,100,98
84,100,100,98
85,96,88,96
86,98,86,100
87,100,100,96
88,96,100,100
89,100,98,100
90,96,96,96
91,96,94,92
92,96,94,96
93,96,98,96
94,100,96,92
95,100,96,100
96,100,96,96
97,76,92,88
98,100,100,100
99,94,96,94
100,92,100,92
101,92,88,100
102,86,96,92
103,100,96,92
104,94,96,100
105,86,94,96
106,70,100,100
107,94,100,96
108,96,96,100
109,100,100,94
110,100,98,100
111,88,100,100
112,94,92,100
113,96,96,100
114,92,100,100
115,96,100,92
116,92,92,92
117,88,100,96
118,100,92,88
119,96,86,100
120,100,100,100
121,100,94,88
122,88,100,96
123,90,88,100
124,100,100,100
125,96,96,100
126,100,100,100
127,76,96,100
128,86,96,100
129,84,100,100
130,96,100,96
131,100,100,100
132,92,100,88
133,86,86,94
134,100,96,90
135,94,100,96
136,100,84,96
137,90,96,94
138,88,100,100
139,72,100,100
140,94,100,98
141,94,92,100
142,80,96,96
143,92,98,100
144,92,100,100
145,84,96,96
146,96,96,94
147,96,96,96
148,68,96,100
149,100,96,96
150,94,100,100
