,BBL
366,86
367,96
368,94
369,76
370,96
371,92
372,94
373,92
374,94
375,90
376,92
377,92
378,70
379,96
380,94
381,88
382,86
383,90
384,94
385,72
386,90
387,92
388,94
389,70
390,86
391,92
392,94
393,96
394,90
395,96
396,90
397,92
398,94
399,92
400,86
401,90
402,88
403,92
404,86
405,90
406,88
407,96
408,98
409,96
410,90
411,98
412,72
413,66
414,88
415,64
416,76
417,90
418,96
419,94
420,80
421,94
422,86
423,94
424,94
425,96
426,88
427,96
428,92
429,92
430,98
431,98
432,94
433,92
434,58
435,66
436,84
437,92
438,98
439,94
440,76
441,92
442,94
443,64
444,94
445,70
446,76
447,96
448,96
449,88
450,96
451,72
452,96
453,96
454,98
455,96
456,94
457,90
458,92
459,92
460,68
461,88
462,94
463,92
464,70
465,74
466,96
467,92
468,92
469,96
470,84
471,86
472,90
473,96
474,94
475,90
476,72
477,92
478,94
479,96
480,94
481,96
482,96
483,88
484,90
485,90
486,92
487,80
488,96
489,92
490,84
491,70
492,98
493,92
494,90
495,92
496,86
497,92
498,88
499,94
500,94
501,94
502,80
503,88
504,80
505,80
506,82
507,84
508,88
509,90
510,90
511,98
512,88
513,80
514,84
515,80
516,84
517,54
518,90
519,90
520,86
521,62
522,88
523,74
524,82
525,76
526,62
527,80
528,80
529,78
530,86
531,90
532,84
533,74
534,90
535,96
536,90
537,82
538,82
539,84
540,84
541,88
542,86
543,92
544,80
545,72
546,62
547,82
548,78
549,86
550,82
551,92
552,80
553,82
554,98
555,84
556,60
557,88
558,82
559,74
560,90
561,82
562,86
563,82
564,88
565,90
566,88
567,78
568,88
569,88
570,84
571,82
572,86
573,86
574,84
575,86
576,86
577,90
578,82
579,82
580,88
581,84
582,86
583,88
584,92
585,82
586,84
587,94
588,86
589,84
590,94
591,84
592,86
593,92
594,82
595,78
596,84
597,88
598,92
599,80
600,60
601,90
602,74
603,88
604,94
605,74
606,88
607,64
608,86
609,58
610,82
611,94
612,90
613,94
614,84
615,86
616,96
617,92
618,92
619,90
620,84
621,78
622,92
623,86
624,92
625,80
626,80
627,88
628,80
629,92
630,90
631,80
632,70
633,92
634,70
635,78
636,82
637,80
638,82
639,84
640,88
641,86
642,58
643,80
644,58
645,80
646,86
647,84
648,86
649,92
650,90
651,82
652,80
653,88
654,90
655,90
656,92
657,78
658,84
659,88
660,90
661,92
662,76
663,84
664,76
665,76
666,78
667,78
668,84
669,84
670,88
671,82
672,86
673,84
674,86
675,88
676,86
677,90
678,76
679,84
680,88
681,82
682,72
683,94
684,80
685,76
686,86
687,84
688,80
689,82
690,84
691,64
692,88
693,72
694,86
695,74
696,84
697,92
698,88
699,96
700,82
701,90
702,84
703,80
704,84
705,88
706,82
707,80
708,88
709,84
710,82
711,96
712,86
713,86
714,94
715,84
716,88
717,88
718,90
719,82
720,86
721,60
722,82
723,56
724,76
725,88
726,84
727,82
728,88
729,92
730,82
731,90
732,80
733,82
734,82
735,54
736,80
737,80
738,90
739,90
740,86
741,90
742,84
743,86
744,82
745,84
746,86
747,86
748,84
749,86
750,90
751,78
752,78
753,90
754,82
755,90
756,84
757,82
758,80
759,88
760,86
761,88
762,80
763,90
764,86
765,80
766,96
767,84
768,86
769,80
770,86
771,84
772,88
773,86
774,76
775,92
776,82
777,88
778,84
779,92
780,66
781,88
782,88
783,88
784,72
785,88
786,86
787,86
788,82
789,80
790,86
791,82
792,88
793,94
794,86
795,84
796,88
797,88
798,80
799,88
800,66
801,84
802,86
803,80
804,84
805,70
806,84
807,92
808,78
809,84
810,80
811,90
812,84
813,92
814,82
815,94
816,78
817,90
818,84
819,76
820,86
821,78
822,84
823,86
824,88
825,82
826,76
827,88
828,92
829,90
830,76
831,54
832,82
833,80
834,86
835,80
836,84
837,80
838,90
839,88
840,80
841,74
842,86
843,82
844,80
845,82
846,82
847,80
848,80
849,84
850,90
851,82
852,94
853,88
854,82
855,84
856,84
857,84
858,84
859,82
860,84
861,86
862,86
863,88
864,92
865,86
866,90
867,98
868,90
869,90
870,82
871,88
872,88
873,86
874,74
875,88
876,54
877,84
878,82
879,86
880,78
881,82
882,82
883,80
884,82
885,82
886,86
887,80
888,88
889,88
890,88
891,88
892,82
893,84
894,74
895,84
896,84
897,80
898,80
899,88
900,84
901,80
902,88
903,88
904,78
905,84
906,84
907,90
908,86
909,76
910,76
911,80
912,84
913,86
914,94
915,80
916,94
917,82
918,54
919,82
920,84
921,76
922,92
923,90
924,88
925,88
926,82
927,84
928,84
929,88
930,90
931,80
932,86
933,86
934,82
935,86
936,90
937,88
938,90
939,86
940,80
941,74
942,92
943,90
944,86
945,86
946,90
947,80
948,86
949,88
950,84
951,78
952,72
953,84
954,84
955,84
956,88
957,88
958,90
959,88
960,82
961,88
962,96
963,84
964,84
965,88
966,80
967,80
968,86
969,88
970,78
971,74
972,88
973,82
974,86
975,84
976,82
977,88
978,92
979,86
980,86
981,88
982,82
983,86
984,84
985,82
986,82
987,82
988,94
989,90
990,90
991,84
992,94
993,94
994,82
995,56
996,76
997,90
998,90
999,80
1000,76
1001,82
1002,92
1003,78
1004,82
1005,76
1006,88
1007,90
1008,52
1009,72
1010,90
1011,80
1012,88
1013,84
1014,74
1015,92
1016,80
1017,96
1018,90
1019,78
1020,82
1021,84
1022,84
1023,82
1024,88
1025,74
1026,92
1027,82
1028,86
1029,86
1030,88
1031,82
1032,82
1033,84
1034,74
1035,84
1036,90
1037,80
1038,84
1039,88
1040,74
1041,82
1042,82
1043,78
1044,86
1045,54
1046,86
1047,86
1048,80
1049,86
1050,80
1051,80
1052,78
1053,86
1054,86
1055,62
1056,78
1057,94
1058,92
1059,88
1060,82
1061,76
1062,96
1063,76
1064,86
1065,80
1066,82
1067,82
1068,86
1069,88
1070,80
1071,74
1072,84
1073,78
1074,84
1075,74
1076,90
1077,82
1078,86
1079,88
1080,84
1081,84
1082,80
1083,70
1084,78
1085,86
1086,86
1087,84
1088,78
1089,80
1090,66
1091,84
1092,80
1093,92
1094,86
1095,84
1096,78
1097,94
1098,64
1099,78
1100,88
1101,88
1102,82
1103,82
1104,84
1105,84
1106,84
1107,92
1108,88
1109,84
1110,84
1111,80
1112,78
1113,78
1114,86
1115,86
1116,88
1117,80
1118,90
1119,78
1120,72
1121,86
1122,80
1123,80
1124,88
1125,84
1126,88
1127,90
1128,94
1129,84
1130,88
1131,84
1132,84
1133,78
1134,84
1135,84
1136,86
1137,88
1138,84
1139,88
1140,90
1141,82
1142,80
1143,90
1144,94
1145,86
1146,86
1147,86
1148,80
1149,88
1150,78
1151,82
1152,82
1153,88
1154,80
1155,92
1156,84
1157,86
1158,84
1159,76
1160,82
1161,82
1162,80
1163,80
1164,84
1165,90
1166,86
1167,84
1168,84
1169,90
1170,90
1171,88
1172,86
1173,86
1174,86
1175,88
1176,80
1177,78
1178,80
1179,90
1180,78
1181,84
1182,64
1183,84
1184,82
1185,86
1186,88
1187,84
1188,78
1189,86
1190,72
1191,86
1192,84
1193,84
1194,84
1195,90
1196,88
1197,92
1198,82
1199,90
1200,78
1201,88
1202,84
1203,82
1204,84
1205,80
1206,94
1207,74
1208,86
1209,76
1210,96
1211,92
1212,88
1213,82
1214,88
1215,84
1216,80
1217,80
1218,86
1219,84
1220,82
1221,84
1222,82
1223,82
1224,92
1225,62
1226,88
1227,82
1228,72
1229,82
1230,78
1231,86
1232,76
1233,78
1234,82
1235,86
1236,80
1237,80
1238,94
1239,76
1240,88
1241,92
1242,92
1243,70
1244,88
1245,90
1246,86
1247,84
1248,82
1249,84
1250,86
1251,78
1252,84
1253,82
1254,84
1255,84
1256,88
1257,92
1258,84
1259,80
1260,92
1261,78
1262,88
1263,86
1264,76
1265,76
1266,88
1267,92
1268,86
1269,52
1270,80
1271,86
1272,78
1273,96
1274,90
1275,82
1276,88
1277,82
1278,80
1279,74
1280,78
1281,88
1282,80
1283,88
1284,80
1285,90
1286,76
1287,86
1288,90
1289,90
1290,84
1291,88
1292,80
1293,90
1294,90
1295,90
1296,88
1297,86
1298,82
1299,86
1300,90
1301,96
1302,82
1303,88
1304,86
1305,82
1306,86
1307,82
1308,80
1309,82
1310,90
1311,78
1312,78
1313,60
1314,88
1315,86
1316,82
1317,88
1318,82
1319,76
1320,88
1321,92
1322,86
1323,84
1324,90
1325,80
1326,86
1327,84
1328,88
1329,86
1330,84
1331,82
1332,84
1333,84
1334,96
1335,74
1336,78
1337,70
1338,80
1339,84
1340,86
1341,84
1342,96
1343,90
1344,78
1345,86
1346,82
1347,88
1348,86
1349,86
1350,82
1351,90
1352,86
1353,86
1354,82
1355,86
1356,80
1357,86
1358,78
1359,86
1360,94
1361,92
1362,92
1363,90
1364,92
1365,96
1366,86
1367,88
1368,84
1369,98
1370,78
1371,80
1372,88
1373,82
1374,78
1375,94
1376,86
1377,96
1378,82
1379,82
1380,84
1381,88
1382,88
1383,90
1384,78
1385,88
1386,86
1387,80
1388,86
1389,78
1390,82
1391,82
1392,88
1393,84
1394,86
1395,84
1396,56
1397,86
1398,86
1399,88
1400,84
1401,82
1402,92
1403,76
1404,84
1405,92
1406,86
1407,88
1408,90
1409,86
1410,92
1411,84
1412,88
1413,84
1414,82
1415,76
1416,74
1417,78
1418,86
1419,80
1420,94
1421,84
1422,86
1423,88
1424,76
1425,84
1426,86
1427,84
1428,84
1429,84
1430,90
1431,70
1432,82
1433,82
1434,80
1435,76
1436,82
1437,82
1438,78
1439,82
1440,86
1441,78
1442,86
1443,88
1444,88
1445,88
1446,92
1447,92
1448,82
1449,76
1450,92
1451,92
1452,80
1453,86
1454,90
1455,86
1456,86
1457,84
1458,90
1459,86
1460,84
1461,82
1462,80
1463,86
1464,80
1465,90
1466,82
1467,72
1468,84
1469,78
1470,80
1471,86
1472,76
1473,80
1474,78
1475,80
1476,84
1477,76
1478,88
1479,86
1480,80
1481,86
1482,80
1483,74
1484,92
1485,84
1486,92
1487,90
1488,84
1489,90
1490,86
1491,94
1492,84
1493,98
1494,84
1495,88
1496,94
1497,90
1498,78
1499,82
