,BBL
0,82
1,68
2,70
3,84
4,68
5,94
6,86
7,82
8,72
9,90
10,62
11,50
12,70
13,62
14,88
15,88
16,78
17,92
18,82
19,80
20,84
21,90
22,80
23,68
24,72
25,86
26,72
27,70
28,66
29,58
30,74
31,70
32,82
33,76
34,80
35,92
36,60
37,98
38,80
39,70
40,82
41,58
42,76
43,100
44,72
45,80
46,74
47,74
48,86
49,76
50,70
51,74
52,68
53,72
54,74
55,96
56,58
57,80
58,74
59,88
60,78
61,86
62,80
63,72
64,70
65,72
66,76
67,94
68,64
69,74
70,84
71,80
72,78
73,60
74,98
75,66
76,72
77,92
78,68
79,62
80,74
81,84
82,62
83,72
84,66
85,66
86,70
87,88
88,92
89,76
90,72
91,90
92,86
93,60
94,84
95,66
96,72
97,92
98,72
99,78
100,76
101,84
102,82
103,82
104,70
105,86
106,76
107,80
108,76
109,70
110,98
111,66
112,92
113,78
114,70
115,74
116,68
117,64
118,68
119,100
120,80
121,92
122,74
123,70
124,62
125,66
126,68
127,68
128,88
129,68
130,76
131,74
132,50
133,70
134,62
135,68
136,74
137,90
138,64
139,82
140,66
141,100
142,82
143,62
144,84
145,76
146,84
147,76
148,70
149,74
150,82
151,90
152,78
153,78
154,84
155,88
156,78
157,84
158,80
159,84
160,78
161,88
162,66
163,76
164,80
165,70
166,60
167,80
168,84
169,78
170,56
171,58
172,76
173,92
174,72
175,78
176,68
177,94
178,80
179,74
180,86
181,78
182,68
183,70
184,68
185,80
186,82
187,70
188,76
189,76
190,60
191,62
192,84
193,66
194,72
195,84
196,72
197,82
198,80
199,66
200,70
201,80
202,66
203,60
204,84
205,72
206,70
207,68
208,68
209,62
210,70
211,84
212,74
213,74
214,88
215,76
216,74
217,96
218,70
219,80
220,86
221,70
222,78
223,82
224,86
225,76
226,88
227,80
228,66
229,70
230,76
231,76
232,78
233,86
234,84
235,66
236,68
237,62
238,64
239,68
240,60
241,78
242,66
243,62
244,76
245,84
246,60
247,80
248,66
249,74
250,66
251,68
252,86
253,76
254,66
255,78
256,80
257,60
258,92
259,80
260,62
261,74
262,72
263,88
264,72
265,76
266,74
267,74
268,90
269,74
270,76
271,84
272,68
273,72
274,82
275,74
276,86
277,88
278,70
279,72
280,68
281,76
282,82
283,76
284,68
285,66
286,88
287,72
288,74
289,64
290,68
291,72
292,84
293,70
294,70
295,74
296,86
297,62
298,80
299,68
300,80
301,70
302,64
303,64
304,80
305,66
306,74
307,84
308,68
309,68
310,80
311,62
312,76
313,70
314,84
315,70
316,80
317,74
318,70
319,66
320,92
321,78
322,78
323,98
324,66
325,72
326,76
327,86
328,84
329,68
330,70
331,88
332,80
333,68
334,70
335,82
336,72
337,78
338,66
339,84
340,72
341,98
342,98
343,78
344,68
345,52
346,78
347,78
348,72
349,62
350,66
351,98
352,70
353,72
354,76
355,62
356,90
357,92
358,80
359,70
360,70
361,74
362,62
363,72
364,72
365,90
366,70
367,74
368,74
369,76
370,76
371,66
372,86
373,70
374,58
375,70
376,98
377,76
378,72
379,72
380,70
381,88
382,88
383,62
384,68
385,76
386,86
387,70
388,74
389,70
390,70
391,72
392,84
393,80
394,90
395,80
396,82
397,78
398,100
399,78
400,84
401,76
402,66
403,68
404,60
405,84
406,68
407,80
408,98
409,74
410,64
411,88
412,68
413,70
414,84
415,88
416,92
417,66
418,68
419,98
420,80
421,74
422,74
423,72
424,66
425,92
426,82
427,100
428,90
429,76
430,76
431,66
432,78
433,74
434,74
435,72
436,72
437,96
438,82
439,72
440,86
441,76
442,78
443,80
444,96
445,72
446,68
447,58
448,98
449,82
450,76
451,64
452,86
453,82
454,76
455,62
456,78
457,58
458,80
459,74
460,68
461,84
462,82
463,64
464,68
465,92
466,68
467,80
468,76
469,80
470,62
471,98
472,88
473,68
474,60
475,76
476,76
477,98
478,72
479,76
480,78
481,68
482,80
483,70
484,66
485,70
486,70
487,60
488,72
489,78
490,74
491,80
492,90
493,80
494,66
495,80
496,98
497,78
498,74
499,72
