,S++
265,96
266,100
267,100
268,100
269,100
270,96
271,96
272,94
273,94
274,88
275,88
276,96
277,96
278,100
279,100
280,98
281,98
282,94
283,94
284,92
285,92
286,98
287,98
288,100
289,100
290,96
291,96
292,96
293,96
294,96
295,96
296,96
297,96
298,100
299,100
300,96
301,96
302,98
303,98
304,88
305,88
306,96
307,96
308,98
309,98
310,92
311,92
312,100
313,100
314,96
315,96
316,100
317,100
318,96
319,96
320,96
321,96
322,96
323,96
324,96
325,96
326,94
327,94
328,100
329,100
330,96
331,96
332,96
333,96
334,100
335,100
336,100
337,100
338,98
339,98
340,100
341,100
342,88
343,88
344,88
345,88
346,90
347,90
348,96
349,96
350,100
351,100
352,96
353,96
354,100
355,100
356,100
357,100
358,100
359,100
360,96
361,96
362,86
363,86
364,96
365,96
366,100
367,100
368,96
369,96
370,84
371,84
372,98
373,98
374,94
375,94
376,94
377,94
378,100
379,100
380,100
381,100
382,90
383,90
384,94
385,94
386,92
387,92
388,94
389,94
390,94
391,94
392,96
393,96
394,96
395,96
396,96
397,96
398,96
399,96
400,96
401,96
402,96
403,96
404,100
405,100
406,96
407,96
408,96
409,96
410,100
411,100
412,98
413,98
414,96
415,96
416,88
417,88
418,96
419,96
420,86
421,86
422,86
423,86
424,100
425,100
426,96
427,96
428,100
429,100
430,96
431,96
432,100
433,100
434,100
435,100
436,96
437,96
438,94
439,94
440,92
441,92
442,96
443,96
444,96
445,96
446,98
447,98
448,88
449,88
450,100
451,100
452,96
453,96
454,96
455,96
456,94
457,94
458,90
459,90
460,100
461,100
462,98
463,98
464,96
465,96
466,86
467,86
468,82
469,82
470,88
471,88
472,80
473,80
474,86
475,86
476,84
477,84
478,96
479,96
480,100
481,100
482,100
483,100
484,100
485,100
486,92
487,92
488,96
489,96
490,96
491,96
492,100
493,100
494,90
495,90
496,100
497,100
498,92
499,92
500,92
501,92
502,92
503,92
504,96
505,96
506,96
507,96
508,98
509,98
510,90
511,90
512,96
513,96
514,96
515,96
516,96
517,96
518,100
519,100
520,96
521,96
522,98
523,98
524,86
525,86
526,100
527,100
528,78
529,78
530,84
531,84
532,100
533,100
534,100
535,100
536,96
537,96
538,96
539,96
540,100
541,100
542,96
543,96
544,98
545,98
546,96
547,96
548,100
549,100
550,98
551,98
552,96
553,96
554,84
555,84
556,96
557,96
558,96
559,96
560,82
561,82
562,100
563,100
564,98
565,98
566,92
567,92
568,98
569,98
570,100
571,100
572,96
573,96
574,96
575,96
576,96
577,96
578,96
579,96
580,96
581,96
582,94
583,94
584,96
585,96
586,100
587,100
588,80
589,80
590,96
591,96
592,90
593,90
594,96
595,96
596,88
597,88
598,96
599,96
600,94
601,94
602,100
603,100
604,88
605,88
606,100
607,100
608,100
609,100
610,96
611,96
612,96
613,96
614,92
615,92
616,100
617,100
618,96
619,96
620,90
621,90
622,94
623,94
624,90
625,90
626,96
627,96
628,96
629,96
630,94
631,94
632,100
633,100
634,100
635,100
636,96
637,96
638,92
639,92
640,100
641,100
642,100
643,100
644,96
645,96
646,96
647,96
648,94
649,94
650,90
651,90
652,100
653,100
654,96
655,96
656,96
657,96
658,92
659,92
660,100
661,100
662,96
663,96
664,96
665,96
666,100
667,100
668,96
669,96
670,100
671,100
672,100
673,100
674,96
675,96
676,96
677,96
678,100
679,100
680,100
681,100
682,100
683,100
684,92
685,92
686,74
687,74
688,96
689,96
690,96
691,96
692,100
693,100
694,94
695,94
696,94
697,94
698,58
699,58
700,96
701,96
702,98
703,98
704,92
705,92
706,98
707,98
708,92
709,92
710,100
711,100
712,96
713,96
714,94
715,94
716,98
717,98
718,96
719,96
720,100
721,100
722,96
723,96
724,96
725,96
726,96
727,96
728,96
729,96
730,78
731,78
732,96
733,96
734,100
735,100
736,98
737,98
738,100
739,100
740,94
741,94
742,94
743,94
744,100
745,100
746,94
747,94
748,100
749,100
750,96
751,96
752,82
753,82
754,100
755,100
756,96
757,96
758,100
759,100
760,82
761,82
762,76
763,76
764,92
765,92
766,96
767,96
768,94
769,94
770,94
771,94
772,98
773,98
774,96
775,96
776,92
777,92
778,86
779,86
780,96
781,96
782,96
783,96
784,100
785,100
786,92
787,92
788,90
789,90
790,98
791,98
792,94
793,94
794,96
795,96
796,96
797,96
798,92
799,92
800,100
801,100
802,100
803,100
804,100
805,100
806,96
807,96
808,90
809,90
810,98
811,98
812,92
813,92
814,100
815,100
816,100
817,100
818,96
819,96
820,96
821,96
822,100
823,100
824,96
825,96
826,96
827,96
828,100
829,100
830,98
831,98
832,94
833,94
834,96
835,96
836,96
837,96
838,94
839,94
840,92
841,92
842,96
843,96
844,70
845,70
846,96
847,96
848,92
849,92
850,86
851,86
852,88
853,88
854,96
855,96
856,96
857,96
858,100
859,100
860,100
861,100
862,96
863,96
864,96
865,96
866,96
867,96
868,92
869,92
870,100
871,100
872,96
873,96
874,80
875,80
876,100
877,100
878,88
879,88
880,90
881,90
882,96
883,96
884,84
885,84
886,98
887,98
888,96
889,96
890,96
891,96
892,96
893,96
894,96
895,96
896,94
897,94
898,90
899,90
900,100
901,100
902,94
903,94
904,100
905,100
906,92
907,92
908,98
909,98
910,88
911,88
912,100
913,100
914,100
915,100
916,100
917,100
918,92
919,92
920,90
921,90
922,100
923,100
924,78
925,78
926,96
927,96
928,98
929,98
930,100
931,100
932,92
933,92
934,96
935,96
936,96
937,96
938,100
939,100
940,96
941,96
942,94
943,94
944,100
945,100
946,98
947,98
948,96
949,96
950,94
951,94
952,82
953,82
954,86
955,86
956,96
957,96
958,84
959,84
960,96
961,96
962,96
963,96
964,100
965,100
966,100
967,100
968,100
969,100
970,100
971,100
972,100
973,100
974,86
975,86
976,94
977,94
978,92
979,92
980,84
981,84
982,100
983,100
984,96
985,96
986,100
987,100
988,90
989,90
990,100
991,100
992,96
993,96
994,100
995,100
996,96
997,96
998,94
999,94
