,S++
0,84
1,84
2,96
3,96
4,92
5,92
6,100
7,100
8,100
9,100
10,100
11,100
12,100
13,100
14,92
15,92
16,96
17,96
18,96
19,96
20,96
21,96
22,100
23,100
24,94
25,94
26,92
27,92
28,88
29,88
30,96
31,96
32,70
33,70
34,96
35,96
36,98
37,98
38,100
39,100
40,100
41,100
42,96
43,96
44,96
45,96
46,98
47,98
48,94
49,94
50,90
51,90
52,100
53,100
54,86
55,86
56,100
57,100
58,96
59,96
60,92
61,92
62,96
63,96
64,86
65,86
66,96
67,96
68,94
69,94
70,90
71,90
72,90
73,90
74,94
75,94
76,88
77,88
78,100
79,100
80,96
81,96
82,92
83,92
84,100
85,100
86,100
87,100
88,96
89,96
90,90
91,90
92,100
93,100
94,100
95,100
96,100
97,100
98,98
99,98
100,100
101,100
102,100
103,100
104,100
105,100
106,100
107,100
108,92
109,92
110,100
111,100
112,84
113,84
114,100
115,100
116,96
117,96
118,94
119,94
120,96
121,96
122,96
123,96
124,96
125,96
126,92
127,92
128,96
129,96
130,96
131,96
132,94
133,94
134,96
135,96
136,76
137,76
138,96
139,96
140,90
141,90
142,96
143,96
144,100
145,100
146,96
147,96
148,98
149,98
150,94
151,94
152,96
153,96
154,92
155,92
156,96
157,96
158,78
159,78
160,96
161,96
162,88
163,88
164,80
165,80
166,94
167,94
168,96
169,96
170,96
171,96
172,80
173,80
174,96
175,96
176,96
177,96
178,100
179,100
180,100
181,100
182,96
183,96
184,100
185,100
186,96
187,96
188,96
189,96
190,96
191,96
192,96
193,96
194,76
195,76
196,100
197,100
198,82
199,82
200,100
201,100
202,96
203,96
204,100
205,100
206,98
207,98
208,84
209,84
210,98
211,98
212,96
213,96
214,94
215,94
216,96
217,96
218,96
219,96
220,96
221,96
222,94
223,94
224,96
225,96
226,90
227,90
228,94
229,94
230,92
231,92
232,86
233,86
234,96
235,96
236,100
237,100
238,96
239,96
240,100
241,100
242,84
243,84
244,96
245,96
246,96
247,96
248,92
249,92
250,96
251,96
252,84
253,84
254,96
255,96
256,96
257,96
258,92
259,92
260,100
261,100
262,96
263,96
264,96
