,CoopPunishOpp,BullyOpp,BullyPunishOpp
342,86,86,96
343,92,82,90
344,92,80,78
345,86,82,86
346,90,82,82
347,98,80,88
348,96,80,86
349,82,84,86
350,90,90,82
351,86,82,90
352,88,94,86
353,92,88,86
354,96,82,82
355,72,84,86
356,92,84,80
357,92,84,86
358,86,84,78
359,100,82,86
360,96,84,94
361,94,86,92
362,86,86,92
363,80,88,90
364,94,92,92
365,94,86,96
366,86,90,86
367,96,98,88
368,94,90,84
369,76,90,98
370,96,82,78
371,92,88,80
372,94,88,88
373,92,86,82
374,94,74,78
375,90,88,94
376,92,54,86
377,92,84,96
378,70,82,82
379,96,86,82
380,94,78,84
381,88,82,88
382,86,82,88
383,90,80,90
384,94,82,78
385,72,82,88
386,90,86,86
387,92,80,80
388,94,88,86
389,70,88,78
390,86,88,82
391,92,88,82
392,94,82,88
393,96,84,84
394,90,74,86
395,96,84,84
396,90,84,56
397,92,80,86
398,94,80,86
399,92,88,88
400,86,84,84
401,90,80,82
402,88,88,92
403,92,88,76
404,86,78,84
405,90,84,92
406,88,84,86
407,96,90,88
408,98,86,90
409,96,76,86
410,90,76,92
411,98,80,84
412,72,84,88
413,66,86,84
414,88,94,82
415,64,80,76
416,76,94,74
417,90,82,78
418,96,54,86
419,94,82,80
420,80,84,94
421,94,76,84
422,86,92,86
423,94,90,88
424,94,88,76
425,96,88,84
426,88,82,86
427,96,84,84
428,92,84,84
429,92,88,84
430,98,90,90
431,98,80,70
432,94,86,82
433,92,86,82
434,58,82,80
435,66,86,76
436,84,90,82
437,92,88,82
438,98,90,78
439,94,86,82
440,76,80,86
441,92,74,78
442,94,92,86
443,64,90,88
444,94,86,88
445,70,86,88
446,76,90,92
447,96,80,92
448,96,86,82
449,88,88,76
450,96,84,92
451,72,78,92
452,96,72,80
453,96,84,86
454,98,84,90
455,96,84,86
456,94,88,86
457,90,88,84
458,92,90,90
459,92,88,86
460,68,82,84
461,88,88,82
462,94,96,80
463,92,84,86
464,70,84,80
465,74,88,90
466,96,80,82
467,92,80,72
468,92,86,84
469,96,88,78
470,84,78,80
471,86,74,86
472,90,88,76
473,96,82,80
474,94,86,78
475,90,84,80
476,72,82,84
477,92,88,76
478,94,92,88
479,96,86,86
480,94,86,80
481,96,88,86
482,96,82,80
483,88,86,74
484,90,84,92
485,90,82,84
486,92,82,92
487,80,82,90
488,96,94,84
489,92,90,90
490,84,90,86
491,70,84,94
492,98,94,84
493,92,94,98
494,90,82,84
495,92,56,88
496,86,76,94
497,92,90,90
498,88,90,78
499,94,80,82
