,BBL
0,78
1,78
2,70
3,70
4,76
5,76
6,84
7,84
8,74
9,74
10,70
11,70
12,82
13,82
14,76
15,76
16,78
17,78
18,68
19,68
20,72
21,72
22,74
23,74
24,80
25,80
26,74
27,74
28,72
29,72
30,72
31,72
32,76
33,76
34,82
35,82
36,78
37,78
38,78
39,78
40,78
41,78
42,68
43,68
44,74
45,74
46,78
47,78
48,76
49,76
50,74
51,74
52,74
53,74
54,76
55,76
56,78
57,78
58,68
59,68
60,78
61,78
62,68
63,68
64,74
65,74
66,68
67,68
68,82
69,82
70,74
71,74
72,74
73,74
74,76
75,76
76,72
77,72
78,74
79,74
80,76
81,76
82,80
83,80
84,76
85,76
86,78
87,78
88,70
89,70
90,70
91,70
92,82
93,82
94,68
95,68
96,80
97,80
98,80
99,80
100,78
101,78
102,80
103,80
104,68
105,68
106,68
107,68
108,78
109,78
110,82
111,82
112,78
113,78
114,62
115,62
116,76
117,76
118,76
119,76
120,82
121,82
122,72
123,72
124,84
125,84
126,80
127,80
128,74
129,74
130,80
131,80
132,66
133,66
134,78
135,78
136,78
137,78
138,80
139,80
140,70
141,70
142,80
143,80
144,66
145,66
146,66
147,66
148,68
149,68
150,78
151,78
152,70
153,70
154,72
155,72
156,68
157,68
158,68
159,68
160,68
161,68
162,80
163,80
164,76
165,76
166,76
167,76
168,70
169,70
170,82
171,82
172,74
173,74
174,74
175,74
176,66
177,66
178,82
179,82
180,84
181,84
182,76
183,76
184,82
185,82
186,78
187,78
188,84
189,84
190,80
191,80
192,82
193,82
194,70
195,70
196,70
197,70
198,74
199,74
200,78
201,78
202,76
203,76
204,70
205,70
206,72
207,72
208,76
209,76
210,76
211,76
212,74
213,74
214,74
215,74
216,78
217,78
218,78
219,78
220,64
221,64
222,70
223,70
224,78
225,78
226,76
227,76
228,74
229,74
230,70
231,70
232,74
233,74
234,72
235,72
236,78
237,78
238,68
239,68
240,78
241,78
242,70
243,70
244,72
245,72
246,68
247,68
248,66
249,66
250,84
251,84
252,66
253,66
254,74
255,74
256,62
257,62
258,72
259,72
260,72
261,72
262,78
263,78
264,80
265,80
266,92
267,92
268,74
269,74
270,74
271,74
272,72
273,72
274,72
275,72
276,72
277,72
278,78
279,78
280,68
281,68
282,70
283,70
284,78
285,78
286,76
287,76
288,68
289,68
290,78
291,78
292,74
293,74
294,74
295,74
296,72
297,72
298,76
299,76
300,64
301,64
302,86
303,86
304,72
305,72
306,74
307,74
308,74
309,74
310,82
311,82
312,76
313,76
314,74
315,74
316,72
317,72
318,74
319,74
320,82
321,82
322,72
323,72
324,74
325,74
326,70
327,70
328,78
329,78
330,82
331,82
332,82
333,82
334,76
335,76
336,72
337,72
338,76
339,76
340,78
341,78
342,76
343,76
344,80
345,80
346,80
347,80
348,76
349,76
350,70
351,70
352,76
353,76
354,68
355,68
356,78
357,78
358,66
359,66
360,72
361,72
362,74
363,74
364,80
365,80
366,80
367,80
368,80
369,80
370,82
371,82
372,76
373,76
374,80
375,80
376,80
377,80
378,78
379,78
380,80
381,80
382,70
383,70
384,76
385,76
386,74
387,74
388,68
389,68
390,66
391,66
392,68
393,68
394,74
395,74
396,74
397,74
398,62
399,62
400,70
401,70
402,70
403,70
404,72
405,72
406,74
407,74
408,72
409,72
410,80
411,80
412,70
413,70
414,76
415,76
416,76
417,76
418,72
419,72
420,74
421,74
422,70
423,70
424,72
425,72
426,74
427,74
428,70
429,70
430,72
431,72
432,74
433,74
434,62
435,62
436,66
437,66
438,78
439,78
440,78
441,78
442,64
443,64
444,86
445,86
446,86
447,86
448,70
449,70
450,80
451,80
452,78
453,78
454,78
455,78
456,68
457,68
458,80
459,80
460,72
461,72
462,72
463,72
464,72
465,72
466,80
467,80
468,64
469,64
470,74
471,74
472,72
473,72
474,66
475,66
476,78
477,78
478,68
479,68
480,78
481,78
482,76
483,76
484,80
485,80
486,64
487,64
488,72
489,72
490,76
491,76
492,80
493,80
494,76
495,76
496,72
497,72
498,76
499,76
500,72
501,72
502,80
503,80
504,76
505,76
506,78
507,78
508,80
509,80
510,84
511,84
512,86
513,86
514,74
515,74
516,80
517,80
518,70
519,70
520,86
521,86
522,62
523,62
524,82
525,82
526,78
527,78
528,76
529,76
530,80
531,80
532,74
533,74
534,70
535,70
536,72
537,72
538,78
539,78
540,78
541,78
542,78
543,78
544,68
545,68
546,68
547,68
548,80
549,80
550,84
551,84
552,84
553,84
554,74
555,74
556,74
557,74
558,68
559,68
560,72
561,72
562,72
563,72
564,82
565,82
566,66
567,66
568,68
569,68
570,70
571,70
572,68
573,68
574,78
575,78
576,80
577,80
578,70
579,70
580,82
581,82
582,72
583,72
584,80
585,80
586,76
587,76
588,76
589,76
590,78
591,78
592,62
593,62
594,74
595,74
596,68
597,68
598,76
599,76
600,68
601,68
602,62
603,62
604,84
605,84
606,70
607,70
608,76
609,76
610,80
611,80
612,70
613,70
614,78
615,78
616,70
617,70
618,70
619,70
620,76
621,76
622,76
623,76
624,72
625,72
626,76
627,76
628,72
629,72
630,70
631,70
632,80
633,80
634,80
635,80
636,80
637,80
638,80
639,80
640,76
641,76
642,84
643,84
644,78
645,78
646,72
647,72
648,66
649,66
650,82
651,82
652,60
653,60
654,78
655,78
656,74
657,74
658,72
659,72
660,68
661,68
662,72
663,72
664,82
665,82
666,80
667,80
668,84
669,84
670,74
671,74
672,76
673,76
674,82
675,82
676,72
677,72
678,82
679,82
680,76
681,76
682,78
683,78
684,86
685,86
686,76
687,76
688,80
689,80
690,80
691,80
692,74
693,74
694,72
695,72
696,74
697,74
698,72
699,72
700,70
701,70
702,90
703,90
704,82
705,82
706,86
707,86
708,66
709,66
710,74
711,74
712,76
713,76
714,82
715,82
716,82
717,82
718,78
719,78
720,80
721,80
722,68
723,68
724,64
725,64
726,78
727,78
728,74
729,74
730,82
731,82
732,74
733,74
734,78
735,78
736,78
737,78
738,84
739,84
740,74
741,74
742,76
743,76
744,66
745,66
746,72
747,72
748,80
749,80
750,72
751,72
752,78
753,78
754,78
755,78
756,76
757,76
758,66
759,66
760,70
761,70
762,76
763,76
764,80
765,80
766,72
767,72
768,74
769,74
770,62
771,62
772,78
773,78
774,74
775,74
776,74
777,74
778,76
779,76
780,76
781,76
782,78
783,78
784,70
785,70
786,70
787,70
788,82
789,82
790,70
791,70
792,72
793,72
794,68
795,68
796,78
797,78
798,74
799,74
800,76
801,76
802,76
803,76
804,70
805,70
806,74
807,74
808,84
809,84
810,82
811,82
812,78
813,78
814,68
815,68
816,70
817,70
818,68
819,68
820,78
821,78
822,70
823,70
824,82
825,82
826,74
827,74
828,76
829,76
830,66
831,66
832,64
833,64
834,82
835,82
836,74
837,74
838,84
839,84
840,80
841,80
842,78
843,78
844,72
845,72
846,72
847,72
848,78
849,78
850,74
851,74
852,78
853,78
854,70
855,70
856,72
857,72
858,70
859,70
860,70
861,70
862,74
863,74
864,80
865,80
866,68
867,68
868,76
869,76
870,68
871,68
872,70
873,70
874,74
875,74
876,74
877,74
878,72
879,72
880,76
881,76
882,76
883,76
884,70
885,70
886,74
887,74
888,70
889,70
890,80
891,80
892,62
893,62
894,70
895,70
896,80
897,80
898,74
899,74
900,78
901,78
902,66
903,66
904,72
905,72
906,66
907,66
908,80
909,80
910,78
911,78
912,70
913,70
914,78
915,78
916,72
917,72
918,78
919,78
920,70
921,70
922,84
923,84
924,72
925,72
926,76
927,76
928,82
929,82
930,60
931,60
932,82
933,82
934,72
935,72
936,82
937,82
938,70
939,70
940,66
941,66
942,76
943,76
944,64
945,64
946,74
947,74
948,72
949,72
950,70
951,70
952,66
953,66
954,82
955,82
956,74
957,74
958,80
959,80
960,74
961,74
962,84
963,84
964,74
965,74
966,84
967,84
968,76
969,76
970,82
971,82
972,76
973,76
974,70
975,70
976,70
977,70
978,72
979,72
980,76
981,76
982,84
983,84
984,76
985,76
986,64
987,64
988,66
989,66
990,74
991,74
992,80
993,80
994,70
995,70
996,78
997,78
998,88
999,88
