,S++
0,90
1,94
2,96
3,94
4,88
5,94
6,96
7,90
8,100
9,96
10,90
11,100
12,96
13,92
14,100
15,90
16,100
17,100
18,96
19,96
20,96
21,92
22,96
23,94
24,100
25,94
26,68
27,96
28,88
29,96
30,100
31,90
32,80
33,96
34,88
35,96
36,96
37,92
38,100
39,56
40,90
41,94
42,84
43,84
44,96
45,96
46,100
47,100
48,100
49,88
50,96
51,100
52,86
53,96
54,94
55,88
56,90
57,100
58,96
59,96
60,100
61,100
62,100
63,70
64,96
65,100
66,94
67,94
68,96
69,100
70,84
71,76
72,100
73,82
74,100
75,94
76,94
77,92
78,94
79,100
80,94
81,96
82,100
83,98
84,100
85,96
86,98
87,100
88,96
89,100
90,96
91,96
92,96
93,96
94,100
95,100
96,100
97,76
98,100
99,94
100,92
101,92
102,86
103,100
104,94
105,86
106,70
107,94
108,96
109,100
110,100
111,88
112,94
113,96
114,92
115,96
116,92
117,88
118,100
119,96
120,100
121,100
122,88
123,90
124,100
125,96
126,100
127,76
128,86
129,84
130,96
131,100
132,92
133,86
134,100
135,94
136,100
137,90
138,88
139,72
140,94
141,94
142,80
143,92
144,92
145,84
146,96
147,96
148,68
149,100
150,94
151,92
152,68
153,100
154,100
155,88
156,100
157,88
158,82
159,62
160,96
161,94
162,100
163,96
164,96
165,92
166,100
167,94
168,100
169,78
170,94
171,96
172,100
173,94
174,100
175,86
176,92
177,92
178,94
179,96
180,68
181,100
182,80
183,74
184,92
185,94
186,96
187,100
188,100
189,98
190,100
191,96
192,72
193,100
194,94
195,96
196,88
197,100
198,68
199,94
200,96
201,100
202,100
203,100
204,96
205,96
206,92
207,100
208,94
209,88
210,98
211,96
212,52
213,92
214,96
215,100
216,84
217,100
218,96
219,72
220,94
221,70
222,94
223,92
224,66
225,78
226,96
227,90
228,94
229,92
230,98
231,94
232,90
233,96
234,100
235,96
236,94
237,100
238,94
239,90
240,100
241,82
242,100
243,88
244,84
245,100
246,94
247,100
248,92
249,94
250,100
251,100
252,96
253,94
254,68
255,96
256,96
257,96
258,96
259,94
260,96
261,90
262,100
263,100
264,86
265,100
266,90
267,92
268,96
269,100
270,92
271,94
272,100
273,100
274,100
275,98
276,80
277,96
278,94
279,100
280,100
281,84
282,96
283,88
284,74
285,92
286,86
287,88
288,96
289,96
290,92
291,94
292,94
293,88
294,90
295,100
296,100
297,100
298,92
299,100
300,100
301,100
302,96
303,100
304,100
305,96
306,92
307,96
308,82
309,94
310,72
311,96
312,100
313,88
314,84
315,92
316,80
317,96
318,96
319,100
320,68
321,100
322,92
323,100
324,100
325,88
326,82
327,94
328,94
329,96
330,96
331,100
332,96
333,96
334,92
335,96
336,86
337,92
338,84
339,96
340,86
341,100
342,96
343,100
344,70
345,96
346,96
347,92
348,96
349,94
350,96
351,96
352,90
353,100
354,94
355,78
356,96
357,66
358,100
359,96
360,100
361,100
362,96
363,96
364,66
365,90
366,96
367,100
368,96
369,100
370,96
371,96
372,100
373,94
374,100
375,74
376,82
377,84
378,86
379,100
380,100
381,100
382,92
383,100
384,94
385,84
386,88
387,92
388,96
389,100
390,90
391,64
392,80
393,78
394,96
395,80
396,86
397,90
398,94
399,84
400,100
401,94
402,100
403,84
404,92
405,100
406,94
407,96
408,94
409,96
410,100
411,100
412,100
413,96
414,96
415,96
416,92
417,100
418,100
419,100
420,100
421,100
422,100
423,94
424,80
425,96
426,84
427,88
428,100
429,96
430,100
431,84
432,96
433,94
434,96
435,100
436,100
437,96
438,94
439,94
440,92
441,86
442,100
443,100
444,96
445,86
446,74
447,100
448,96
449,100
450,82
451,74
452,78
453,80
454,100
455,92
456,100
457,80
458,80
459,92
460,96
461,100
462,92
463,92
464,96
465,90
466,96
467,96
468,94
469,60
470,100
471,88
472,100
473,96
474,100
475,100
476,100
477,94
478,90
479,100
480,100
481,78
482,94
483,90
484,90
485,96
486,100
487,92
488,92
489,74
490,96
491,100
492,88
493,84
494,100
495,88
496,82
497,94
498,94
499,100
500,92
501,92
502,96
503,100
504,96
505,100
506,100
507,96
508,100
509,92
510,96
511,96
512,100
513,96
514,96
515,100
516,100
517,94
518,96
519,100
520,100
521,100
522,96
523,92
524,96
525,96
526,100
527,96
528,96
529,100
530,86
531,100
532,90
533,100
534,84
535,90
536,94
537,98
538,100
539,96
540,100
541,96
542,100
543,92
544,96
545,100
546,96
547,94
548,94
549,100
550,68
551,84
552,100
553,100
554,90
555,100
556,88
557,100
558,98
559,94
560,90
561,100
562,100
563,92
564,100
565,86
566,100
567,94
568,100
569,94
570,100
571,86
572,100
573,98
574,86
575,100
576,100
577,100
578,96
579,96
580,96
581,100
582,100
583,100
584,100
585,88
586,86
587,100
588,100
589,98
590,96
591,94
592,94
593,98
594,96
595,96
596,96
597,92
598,100
599,96
600,100
601,88
602,96
603,96
604,96
605,94
606,100
607,100
608,96
609,100
610,98
611,100
612,92
613,96
614,100
615,100
616,92
617,100
618,92
619,86
620,100
621,94
622,100
623,88
624,100
625,96
626,100
627,96
628,96
629,100
630,100
631,100
632,100
633,86
634,96
635,100
636,84
637,96
638,100
639,100
640,100
641,92
642,96
643,98
644,100
645,96
646,96
647,96
648,96
649,96
650,100
651,100
652,94
653,100
654,96
655,100
656,100
657,100
658,96
659,82
660,100
661,86
662,100
663,100
664,100
665,88
666,96
667,98
668,100
669,96
670,94
671,100
672,94
673,96
674,94
675,100
676,100
677,88
678,100
679,96
680,100
681,100
682,100
683,96
684,100
685,98
686,100
687,100
688,100
689,100
690,100
691,100
692,96
693,96
694,100
695,100
696,100
697,96
698,96
699,100
700,96
701,90
702,96
703,100
704,100
705,96
706,90
707,100
708,96
709,96
710,96
711,100
712,100
713,100
714,98
715,100
716,96
717,100
718,96
719,94
720,100
721,96
722,100
723,100
724,96
725,90
726,96
727,82
728,96
729,94
730,100
731,100
732,94
733,100
734,90
735,100
736,100
737,96
738,100
739,92
740,96
741,94
742,96
743,94
744,100
745,94
746,100
747,100
748,100
749,96
750,100
751,100
752,96
753,96
754,100
755,100
756,100
757,100
758,92
759,96
760,74
761,96
762,100
763,100
764,100
765,100
766,96
767,100
768,100
769,96
770,96
771,82
772,84
773,96
774,96
775,96
776,94
777,100
778,96
779,92
780,90
