,S++
781,96
782,100
783,98
784,100
785,100
786,90
787,100
788,96
789,100
790,100
791,100
792,92
793,98
794,98
795,100
796,96
797,94
798,82
799,100
800,100
801,100
802,94
803,96
804,96
805,96
806,94
807,100
808,100
809,100
810,100
811,92
812,92
813,94
814,100
815,100
816,92
817,94
818,100
819,100
820,96
821,100
822,100
823,96
824,94
825,100
826,96
827,96
828,94
829,98
830,100
831,100
832,100
833,96
834,100
835,96
836,96
837,100
838,74
839,100
840,100
841,100
842,100
843,96
844,100
845,96
846,96
847,100
848,100
849,100
850,100
851,100
852,90
853,100
854,98
855,98
856,100
857,100
858,96
859,92
860,94
861,100
862,96
863,100
864,100
865,100
866,100
867,100
868,100
869,88
870,100
871,96
872,100
873,100
874,100
875,96
876,100
877,100
878,100
879,96
880,92
881,100
882,96
883,100
884,82
885,100
886,100
887,100
888,94
889,94
890,96
891,96
892,90
893,94
894,100
895,100
896,100
897,92
898,100
899,100
900,100
901,94
902,92
903,96
904,92
905,100
906,96
907,96
908,96
909,100
910,76
911,88
912,96
913,96
914,100
915,96
916,96
917,100
918,98
919,96
920,96
921,96
922,100
923,100
924,94
925,100
926,100
927,94
928,96
929,94
930,96
931,96
932,96
933,76
934,94
935,100
936,96
937,100
938,96
939,96
940,100
941,94
942,100
943,100
944,100
945,100
946,100
947,96
948,94
949,100
950,100
951,92
952,100
953,96
954,94
955,94
956,96
957,100
958,96
959,100
960,100
961,94
962,98
963,94
964,100
965,96
966,96
967,96
968,100
969,100
970,94
971,94
972,96
973,100
974,96
975,96
976,100
977,100
978,100
979,72
980,94
981,84
982,96
983,100
984,88
985,100
986,96
987,94
988,96
989,100
990,100
991,100
992,96
993,98
994,96
995,96
996,100
997,96
998,100
999,100
1000,96
1001,92
1002,100
1003,100
1004,96
1005,94
1006,100
1007,96
1008,94
1009,100
1010,98
1011,96
1012,100
1013,100
1014,100
1015,100
1016,94
1017,96
1018,94
1019,96
1020,96
1021,100
1022,96
1023,100
1024,100
1025,96
1026,92
1027,90
1028,100
1029,96
1030,98
1031,98
1032,100
1033,100
1034,100
1035,100
1036,96
1037,92
1038,90
1039,96
1040,96
1041,92
1042,92
1043,100
1044,96
1045,96
1046,100
1047,98
1048,94
1049,94
1050,100
1051,100
1052,94
1053,96
1054,88
1055,100
1056,100
1057,100
1058,96
1059,96
1060,96
1061,100
1062,92
1063,100
1064,96
1065,100
1066,100
1067,100
1068,92
1069,100
1070,100
1071,100
1072,96
1073,94
1074,92
1075,100
1076,96
1077,94
1078,84
1079,100
1080,96
1081,92
1082,100
1083,98
1084,98
1085,96
1086,100
1087,96
1088,100
1089,100
1090,96
1091,92
1092,96
1093,96
1094,92
1095,100
1096,96
1097,88
1098,100
1099,94
1100,92
1101,100
1102,92
1103,92
1104,100
1105,96
1106,100
1107,96
1108,100
1109,94
1110,100
1111,100
1112,100
1113,100
1114,100
1115,92
1116,92
1117,96
1118,88
1119,100
1120,100
1121,88
1122,96
1123,100
1124,100
1125,100
1126,100
1127,100
1128,100
1129,100
1130,96
1131,100
1132,88
1133,94
1134,90
1135,96
1136,96
1137,94
1138,100
1139,100
1140,98
1141,100
1142,96
1143,100
1144,100
1145,96
1146,94
1147,96
1148,100
1149,96
1150,100
1151,100
1152,96
1153,96
1154,94
1155,92
1156,98
1157,96
1158,96
1159,86
1160,92
1161,90
1162,90
1163,100
1164,92
1165,96
1166,100
1167,100
1168,96
1169,100
1170,96
1171,96
1172,100
1173,100
1174,100
1175,96
1176,100
1177,98
1178,100
1179,96
1180,100
1181,92
1182,96
1183,100
1184,100
1185,100
1186,96
1187,100
1188,94
1189,100
1190,100
1191,92
1192,96
1193,100
1194,96
1195,100
1196,100
1197,92
1198,100
1199,96
1200,100
1201,100
1202,94
1203,96
1204,96
1205,96
1206,100
1207,100
1208,84
1209,100
1210,96
1211,100
1212,100
1213,94
1214,96
1215,96
1216,94
1217,100
1218,96
1219,96
1220,96
1221,96
1222,100
1223,100
1224,100
1225,96
1226,100
1227,96
1228,96
1229,86
1230,90
1231,96
1232,94
1233,100
1234,96
1235,100
1236,100
1237,100
1238,96
1239,96
1240,100
1241,98
1242,100
1243,86
1244,100
1245,100
1246,88
1247,94
1248,92
1249,96
1250,100
1251,100
1252,96
1253,88
1254,94
1255,96
1256,96
1257,94
1258,100
1259,100
1260,96
1261,96
1262,92
1263,96
1264,100
1265,96
1266,96
1267,98
1268,96
1269,96
1270,100
1271,94
1272,96
1273,96
1274,100
1275,94
1276,96
1277,100
1278,100
1279,94
1280,96
1281,96
1282,100
1283,92
1284,100
1285,92
1286,96
1287,100
1288,94
1289,100
1290,94
1291,96
1292,100
1293,96
1294,80
1295,96
1296,98
1297,100
1298,100
1299,96
1300,96
1301,100
1302,100
1303,100
1304,94
1305,100
1306,96
1307,100
1308,90
1309,96
1310,94
1311,96
1312,96
1313,92
1314,100
1315,98
1316,96
1317,92
1318,100
1319,96
1320,100
1321,96
1322,96
1323,100
1324,96
1325,100
1326,94
1327,90
1328,96
1329,100
1330,94
1331,98
1332,100
1333,94
1334,100
1335,96
1336,100
1337,100
1338,100
1339,94
1340,92
1341,100
1342,100
1343,100
1344,100
1345,100
1346,96
1347,100
1348,94
1349,94
1350,84
1351,96
1352,96
1353,100
1354,100
1355,88
1356,100
1357,96
1358,92
1359,100
1360,96
1361,96
1362,96
1363,92
1364,88
1365,92
1366,98
1367,96
1368,90
1369,100
1370,92
1371,96
1372,96
1373,60
1374,96
1375,94
1376,94
1377,96
1378,100
1379,100
1380,100
1381,100
1382,96
1383,100
1384,100
1385,94
1386,100
1387,92
1388,96
1389,96
1390,100
1391,96
1392,100
1393,100
1394,96
1395,96
1396,100
1397,96
1398,100
1399,100
1400,96
1401,86
1402,100
1403,96
1404,96
1405,100
1406,96
1407,100
1408,96
1409,100
1410,94
1411,100
1412,98
1413,90
1414,96
1415,96
1416,100
1417,96
1418,96
1419,96
1420,100
1421,94
1422,100
1423,100
1424,100
1425,96
1426,96
1427,100
1428,100
1429,100
1430,90
1431,96
1432,88
1433,100
1434,94
1435,92
1436,92
1437,100
1438,94
1439,92
1440,84
1441,94
1442,96
1443,100
1444,98
1445,90
1446,96
1447,100
1448,100
1449,96
1450,96
1451,96
1452,100
1453,96
1454,88
1455,100
1456,96
1457,100
1458,100
1459,96
1460,100
1461,94
1462,98
1463,90
1464,86
1465,78
1466,80
1467,94
1468,88
1469,96
1470,96
1471,100
1472,100
1473,100
1474,96
1475,94
1476,100
1477,100
1478,96
1479,84
1480,88
1481,96
1482,100
1483,96
1484,98
1485,94
1486,96
1487,88
1488,100
1489,100
1490,96
1491,92
1492,92
1493,92
1494,96
1495,96
1496,96
1497,82
1498,92
1499,100
