,CoopPunishOpp,BullyOpp,BullyPunishOpp,Random,GreedyNeg,CoopGreed,RoundNum
0,53.5,49.0,63.0,47.5,103.5,76.0,80.0
1,50.5,54.5,51.5,40.0,50.5,50.5,75.0
2,40.5,50.5,47.5,41.5,98.5,61.5,76.0
3,80.5,60.5,94.0,47.5,102.0,63.0,72.5
4,64.0,52.5,47.0,58.5,98.0,64.0,78.0
5,57.5,95.5,59.5,41.5,89.5,72.0,73.0
6,58.0,94.0,82.5,58.5,93.5,52.0,76.0
7,84.5,63.0,54.0,29.0,95.0,52.5,80.5
8,65.0,112.0,80.0,38.0,92.5,64.5,72.0
9,45.5,51.0,103.5,50.0,59.5,55.0,70.0
