,BBL
0,103.5
1,97.5
2,95.0
3,87.5
4,96.0
5,90.5
6,93.5
7,93.0
8,97.5
9,89.5
10,98.0
11,99.5
12,90.0
13,95.0
14,98.5
15,88.0
16,93.5
17,102.0
18,98.0
19,97.5
20,102.5
21,90.0
22,91.5
23,93.0
24,84.5
25,102.5
26,101.5
27,102.0
28,91.0
29,90.0
30,49.5
31,35.0
32,60.0
33,54.5
34,50.0
35,51.5
36,38.0
37,42.5
38,71.0
39,34.0
40,96.0
41,95.0
42,92.5
43,89.5
44,91.5
45,100.5
46,99.0
47,92.0
48,94.5
49,93.0
50,78.5
51,59.5
52,88.0
53,77.0
54,86.5
55,95.5
56,79.0
57,89.0
58,89.0
59,97.0
60,77.5
61,86.5
62,77.5
63,87.5
64,86.0
65,84.0
66,80.5
67,84.0
68,82.0
69,84.5
