,CoopPunishOpp,BullyOpp,BullyPunishOpp,Random,GreedyNeg,CoopGreed,RoundNum
0,103.5,98.0,102.5,49.5,96.0,78.5,77.5
1,97.5,99.5,90.0,35.0,95.0,59.5,86.5
2,95.0,90.0,91.5,60.0,92.5,88.0,77.5
3,87.5,95.0,93.0,54.5,89.5,77.0,87.5
4,96.0,98.5,84.5,50.0,91.5,86.5,86.0
5,90.5,88.0,102.5,51.5,100.5,95.5,84.0
6,93.5,93.5,101.5,38.0,99.0,79.0,80.5
7,93.0,102.0,102.0,42.5,92.0,89.0,84.0
8,97.5,98.0,91.0,71.0,94.5,89.0,82.0
9,89.5,97.5,90.0,34.0,93.0,97.0,84.5
