,Algaater
0,86.0
1,64.5
2,92.0
3,88.0
4,64.5
5,97.5
6,95.0
7,78.0
8,68.5
9,69.0
10,83.5
11,100.5
12,78.5
13,80.0
14,89.0
15,86.0
16,80.0
17,79.0
18,89.0
19,98.0
20,87.0
21,99.5
22,98.0
23,83.5
24,92.5
25,93.0
26,84.0
27,93.0
28,102.5
29,96.5
30,43.0
31,45.0
32,46.0
33,47.0
34,51.0
35,40.5
36,37.5
37,37.5
38,41.0
39,57.0
40,93.5
41,98.5
42,95.0
43,73.0
44,96.5
45,81.5
46,79.5
47,85.5
48,101.5
49,92.5
50,90.5
51,79.5
52,94.5
53,80.0
54,72.5
55,92.0
56,84.5
57,73.0
58,87.0
59,66.5
60,70.5
61,91.0
62,86.5
63,84.5
64,88.5
65,80.5
66,80.5
67,82.0
68,90.0
69,101.5
