,BBL
0,106
1,112
2,112
3,100
4,100
5,88
6,104
7,134
8,100
9,142
10,100
11,112
12,106
13,100
14,94
15,150
16,124
17,106
18,150
19,150
20,130
21,124
22,112
23,150
24,124
25,150
26,94
27,124
28,92
29,142
30,142
31,86
32,150
33,112
34,112
35,106
36,118
37,124
38,150
39,112
40,92
41,150
42,150
43,106
44,128
45,124
46,106
47,150
48,92
49,124
50,110
51,104
52,142
53,122
54,150
55,112
56,106
57,100
58,128
59,106
60,136
61,98
62,106
63,112
64,112
65,124
66,150
67,118
68,106
69,130
70,124
71,106
72,106
73,94
74,98
75,106
76,110
77,100
78,100
79,94
80,124
81,106
82,100
83,150
84,86
85,150
86,122
87,118
88,150
89,112
90,118
91,150
92,106
93,124
94,112
95,104
96,118
97,94
98,112
99,124
100,110
101,98
102,106
103,98
104,124
105,118
106,112
107,112
108,100
109,98
110,104
111,124
112,86
113,150
114,116
115,100
116,100
117,150
118,150
119,98
120,98
121,92
122,150
123,134
124,106
125,112
126,112
127,118
128,112
129,150
130,112
131,98
132,118
133,100
134,94
135,150
136,118
137,122
138,94
139,118
140,100
141,150
142,100
143,94
144,118
145,104
146,104
147,92
148,112
149,124
150,112
151,110
152,106
153,150
154,150
155,160
156,98
157,94
158,124
159,100
160,124
161,100
162,150
163,106
164,124
165,146
166,112
167,92
168,92
169,86
170,122
171,110
172,150
173,98
174,150
175,116
176,88
177,124
178,118
179,94
180,112
181,92
182,124
183,106
184,116
185,98
186,150
187,150
188,104
189,150
190,94
191,112
192,118
193,92
194,130
195,150
196,150
197,88
198,94
199,112
200,106
201,106
202,124
203,122
204,150
205,150
206,110
207,134
208,98
209,106
210,160
211,92
212,106
213,112
214,124
215,106
216,150
217,86
218,106
219,112
220,150
221,118
222,118
223,94
224,150
225,112
226,92
227,100
228,122
229,118
230,100
231,118
232,124
233,124
234,124
235,100
236,118
237,118
238,124
239,118
240,124
241,100
242,124
243,86
244,110
245,88
246,100
247,104
248,118
249,150
250,150
251,112
252,124
253,110
254,136
255,150
256,150
257,106
258,92
259,122
260,98
261,142
262,116
263,100
264,104
265,150
266,110
267,106
268,112
269,100
270,106
271,150
272,150
273,118
274,150
275,94
276,150
277,130
278,98
279,92
280,94
281,160
282,118
283,100
284,150
285,104
286,106
287,104
288,100
289,94
290,150
291,112
292,150
293,166
294,124
295,150
296,94
297,150
298,150
299,100
300,100
301,124
302,130
303,100
304,106
305,88
306,150
307,100
308,150
309,122
310,104
311,124
312,80
313,150
314,150
315,148
316,94
317,106
318,118
319,150
320,112
321,94
322,98
323,110
324,134
325,118
326,94
327,74
328,150
329,100
330,150
331,94
332,106
333,98
334,92
335,92
336,104
337,98
338,92
339,94
340,92
341,100
342,92
343,106
344,116
345,94
346,92
347,118
348,150
349,106
350,124
351,104
352,88
353,94
354,104
355,150
356,150
357,92
358,124
359,106
360,110
361,150
362,104
363,124
364,150
365,116
366,136
367,92
368,94
369,118
370,92
371,98
372,112
373,94
374,124
375,100
376,100
377,136
378,118
379,110
380,118
381,98
382,124
383,124
384,150
385,130
386,106
387,100
388,98
389,98
390,150
391,150
392,112
393,150
394,106
395,100
396,116
397,106
398,150
399,150
400,100
401,112
402,150
403,100
404,100
405,112
406,150
407,100
408,86
409,92
410,118
411,98
412,104
413,150
414,150
415,106
416,150
417,106
418,112
419,104
420,150
421,104
422,100
423,128
424,104
425,150
426,98
427,92
428,150
429,94
430,130
431,92
432,150
433,118
434,106
435,100
436,104
437,106
438,92
439,112
440,116
441,124
442,106
443,130
444,94
445,98
446,100
447,112
448,150
449,106
450,112
451,92
452,94
453,94
454,150
455,100
456,106
457,106
458,128
459,110
460,94
461,94
462,112
463,106
464,118
465,130
466,150
467,134
468,118
469,92
470,92
471,106
472,106
473,124
474,106
475,118
476,118
477,112
478,112
479,92
480,150
481,92
482,104
483,148
484,124
485,112
486,106
487,150
488,98
489,106
490,150
491,92
492,106
493,150
494,118
495,150
496,106
497,118
498,116
499,94
