,S++
323,124
324,150
325,150
326,140
327,122
328,150
329,142
330,150
331,150
332,150
333,150
334,96
335,150
336,120
337,150
338,150
339,132
340,138
341,150
342,142
343,138
344,150
345,150
346,102
347,150
348,142
349,150
350,128
351,150
352,120
353,150
354,114
355,150
356,106
357,140
358,150
359,150
360,142
361,150
362,150
363,142
364,134
365,118
366,140
367,124
368,130
369,142
370,132
371,132
372,150
373,142
374,140
375,114
376,130
377,150
378,134
379,140
380,142
381,132
382,150
383,118
384,142
385,150
386,150
387,150
388,150
389,130
390,140
391,142
392,136
393,142
394,128
395,110
396,150
397,98
398,150
399,142
400,150
401,142
402,150
403,136
404,150
405,140
406,142
407,110
408,150
409,142
410,124
411,98
412,142
413,138
414,142
415,150
416,140
417,116
418,138
419,142
420,150
421,138
422,122
423,134
424,150
425,150
426,150
427,150
428,118
429,124
430,120
431,132
432,126
433,98
434,142
435,142
436,142
437,150
438,150
439,114
440,150
441,124
442,150
443,150
444,150
445,138
446,134
447,142
448,138
449,150
450,142
451,150
452,150
453,132
454,150
455,134
456,126
457,150
458,142
459,140
460,106
461,130
462,150
463,142
464,126
465,132
466,134
467,142
468,108
469,150
470,150
471,142
472,150
473,132
474,140
475,134
476,150
477,132
478,130
479,150
480,134
481,136
482,150
483,142
484,150
485,150
486,124
487,150
488,130
489,150
490,130
491,120
492,150
493,150
494,150
495,126
496,100
497,150
498,150
499,124
500,-108
501,-100
502,-102
503,-112
504,-104
505,-106
506,-102
507,-102
508,-100
509,-100
510,-98
511,-100
512,-100
513,-106
514,-102
515,-104
516,-110
517,-110
518,-98
519,-108
520,-102
521,-100
522,-104
523,-100
524,-110
525,-104
526,-102
527,-106
528,-100
529,-108
530,-114
531,-98
532,-102
533,-98
534,-102
535,-106
536,-110
537,-106
538,-102
539,-100
540,-100
541,-102
542,-100
543,-100
544,-100
545,-112
546,-102
547,-106
548,-98
549,-108
550,-96
551,-98
552,-96
553,-98
554,-100
555,-110
556,-108
557,-100
558,-106
559,-100
560,-104
561,-106
562,-102
563,-98
564,-102
565,-98
566,-98
567,-102
568,-108
569,-96
570,-102
571,-112
572,-102
573,-106
574,-106
575,-98
576,-106
577,-114
578,-104
579,-106
580,-102
581,-112
582,-98
583,-102
584,-100
585,-98
586,-102
587,-100
588,-106
589,-102
590,-102
591,-112
592,-104
593,-100
594,-100
595,-98
596,-112
597,-102
598,-98
599,-98
600,-106
601,-108
602,-98
603,-102
604,-100
605,-104
606,-98
607,-108
608,-96
609,-120
610,-106
611,-104
612,-108
613,-112
614,-108
615,-102
616,-108
617,-104
618,-98
619,-100
620,-104
621,-100
622,-104
623,-98
624,-100
625,-112
626,-96
627,-100
628,-102
629,-112
630,-98
631,-112
632,-98
633,-102
634,-102
635,-98
636,-102
637,-106
638,-102
639,-106
640,-96
641,-106
642,-106
643,-100
644,-100
645,-104
646,-100
647,-104
648,-104
649,-110
650,-106
651,-110
652,-100
653,-102
654,-98
655,-112
656,-106
657,-100
658,-100
659,-106
660,-100
661,-98
662,-110
663,-102
664,-106
665,-104
666,-106
667,-102
668,-104
669,-102
670,-100
671,-102
672,-104
673,-100
674,-106
675,-102
676,-94
677,-112
678,-102
679,-102
680,-102
681,-102
682,-102
683,-104
684,-100
685,-104
686,-108
687,-100
688,-98
689,-102
690,-114
691,-116
692,-100
693,-102
694,-102
695,-100
696,-110
697,-102
698,-112
699,-102
700,-102
701,-104
702,-102
703,-104
704,-106
705,-102
706,-102
707,-104
708,-96
709,-104
710,-100
711,-102
712,-102
713,-96
714,-110
715,-98
716,-102
717,-102
718,-102
719,-104
720,-106
721,-100
722,-102
723,-106
724,-102
725,-110
726,-126
727,-98
728,-108
729,-100
730,-102
731,-104
732,-98
733,-94
734,-108
735,-102
736,-102
737,-100
738,-106
739,-110
740,-98
741,-104
742,-112
743,-100
744,-104
745,-102
746,-104
747,-102
748,-98
749,-100
750,-106
751,-116
752,-108
753,-106
754,-100
755,-102
756,-98
757,-104
758,-106
759,-116
760,-98
761,-98
762,-98
763,-100
764,-102
765,-98
766,-102
767,-104
768,-104
769,-102
770,-100
771,-100
772,-100
773,-106
774,-104
775,-104
776,-104
777,-110
778,-98
779,-96
780,-108
781,-112
782,-102
783,-108
784,-108
785,-104
786,-106
787,-106
788,-110
789,-104
790,-100
791,-116
792,-104
793,-98
794,-98
795,-106
796,-102
797,-102
798,-104
799,-100
800,-102
801,-104
802,-100
803,-104
804,-104
805,-104
806,-108
807,-100
808,-104
809,-100
810,-100
811,-110
812,-112
813,-100
814,-100
815,-102
816,-102
817,-102
818,-108
819,-102
820,-102
821,-98
822,-104
823,-98
824,-102
825,-104
826,-100
827,-100
828,-104
829,-108
830,-104
831,-100
832,-106
833,-108
834,-108
835,-112
836,-110
837,-106
838,-106
839,-102
840,-106
841,-106
842,-102
843,-96
844,-104
845,-102
846,-108
847,-100
848,-102
849,-112
850,-98
851,-100
852,-106
853,-94
854,-106
855,-110
856,-100
857,-100
858,-98
859,-104
860,-100
861,-106
862,-112
863,-104
864,-98
865,-106
866,-104
867,-100
868,-104
869,-104
870,-106
871,-104
872,-100
873,-106
874,-102
875,-112
876,-98
877,-116
878,-100
879,-114
880,-102
881,-104
882,-100
883,-100
884,-100
885,-102
886,-98
887,-104
888,-102
889,-100
890,-98
891,-100
892,-106
893,-104
894,-106
895,-102
896,-104
897,-100
898,-106
899,-100
900,-102
901,-110
902,-98
903,-98
904,-112
905,-100
906,-98
907,-102
908,-96
909,-110
910,-104
911,-98
912,-100
913,-96
914,-104
915,-102
916,-106
917,-106
918,-102
919,-106
920,-108
921,-98
922,-102
923,-104
924,-106
925,-102
926,-108
927,-106
928,-98
929,-98
930,-104
931,-104
932,-100
933,-100
934,-96
935,-102
936,-98
937,-104
938,-102
939,-104
940,-104
941,-98
942,-102
943,-102
944,-108
945,-102
946,-102
947,-106
948,-102
949,-100
950,-100
951,-102
952,-100
953,-100
954,-102
955,-108
956,-104
957,-100
958,-102
959,-102
960,-104
961,-98
962,-104
963,-104
964,-100
965,-102
966,-100
967,-104
968,-96
969,-108
970,-100
971,-100
972,-112
973,-102
974,-108
975,-108
976,-102
977,-106
978,-102
979,-98
980,-104
981,-110
982,-102
983,-100
984,-104
985,-104
986,-104
987,-120
988,-100
989,-96
990,-110
991,-100
992,-106
993,-110
994,-102
995,-112
996,-106
997,-104
998,-100
999,-102
1000,-102
1001,-106
1002,-98
1003,-96
1004,-96
1005,-102
1006,-106
1007,-102
1008,-102
1009,-108
1010,-106
1011,-108
1012,-106
1013,-104
1014,-100
1015,-96
1016,-98
1017,-98
1018,-106
1019,-100
1020,-110
1021,-110
1022,-108
1023,-98
1024,-104
1025,-100
1026,-102
1027,-102
1028,-104
1029,-98
1030,-98
1031,-98
1032,-106
1033,-98
1034,-102
1035,-106
1036,-100
1037,-104
1038,-102
1039,-104
1040,-102
1041,-98
1042,-108
1043,-108
1044,-102
1045,-108
1046,-100
1047,-104
1048,-110
1049,-100
1050,-100
1051,-106
1052,-96
1053,-100
1054,-98
1055,-104
1056,-98
1057,-112
1058,-110
1059,-108
1060,-102
1061,-104
1062,-100
1063,-100
1064,-108
1065,-98
1066,-102
1067,-102
1068,-104
1069,-104
1070,-108
1071,-100
1072,-114
1073,-102
1074,-110
1075,-104
1076,-108
1077,-110
1078,-112
1079,-100
1080,-102
1081,-100
1082,-102
1083,-100
1084,-104
1085,-100
1086,-104
1087,-112
1088,-104
1089,-104
1090,-108
1091,-100
1092,-98
1093,-100
1094,-104
1095,-110
1096,-110
1097,-98
1098,-98
1099,-104
1100,-102
1101,-104
1102,-104
1103,-102
1104,-104
1105,-100
1106,-106
1107,-98
1108,-102
1109,-104
1110,-108
1111,-112
1112,-106
1113,-102
1114,-104
1115,-102
1116,-108
1117,-104
1118,-108
1119,-98
1120,-106
1121,-100
1122,-102
1123,-100
1124,-100
1125,-100
1126,-98
1127,-100
1128,-98
1129,-100
1130,-110
1131,-104
1132,-114
1133,-102
1134,-104
1135,-108
1136,-100
1137,-104
1138,-102
1139,-98
1140,-110
1141,-98
1142,-106
1143,-100
1144,-102
1145,-106
1146,-100
1147,-100
1148,-98
1149,-102
1150,-112
1151,-98
1152,-110
1153,-100
1154,-102
1155,-104
1156,-104
1157,-106
1158,-108
1159,-98
1160,-100
1161,-104
1162,-96
1163,-102
1164,-100
1165,-104
1166,-98
1167,-102
1168,-102
1169,-102
1170,-100
1171,-102
1172,-98
1173,-100
1174,-112
1175,-102
1176,-98
1177,-104
1178,-104
1179,-108
1180,-98
1181,-98
1182,-108
1183,-108
1184,-102
1185,-96
1186,-108
1187,-98
1188,-108
1189,-106
1190,-106
1191,-108
1192,-102
1193,-102
1194,-100
1195,-102
1196,-100
1197,-108
1198,-100
1199,-100
1200,-106
1201,-104
1202,-102
1203,-112
1204,-110
1205,-108
1206,-100
1207,-104
1208,-98
1209,-106
1210,-108
1211,-100
1212,-100
1213,-106
1214,-104
1215,-104
1216,-100
1217,-110
1218,-106
1219,-90
1220,-100
1221,-102
1222,-100
1223,-110
1224,-112
1225,-102
1226,-100
1227,-102
1228,-112
1229,-102
1230,-106
1231,-102
1232,-104
1233,-96
1234,-100
1235,-106
1236,-98
1237,-114
1238,-108
1239,-102
1240,-106
1241,-98
1242,-110
1243,-104
1244,-100
1245,-110
1246,-100
1247,-102
1248,-100
1249,-102
1250,-102
1251,-102
1252,-112
1253,-102
1254,-106
1255,-106
1256,-104
1257,-102
1258,-102
1259,-106
1260,-104
1261,-106
1262,-98
1263,-104
1264,-102
1265,-106
1266,-104
1267,-104
1268,-104
1269,-110
1270,-104
1271,-102
1272,-104
1273,-98
1274,-110
1275,-106
1276,-100
1277,-104
1278,-102
1279,-98
1280,-104
1281,-106
1282,-106
1283,-114
1284,-100
1285,-100
1286,-112
1287,-116
1288,-114
1289,-100
1290,-102
1291,-100
1292,-100
1293,-104
1294,-106
1295,-108
1296,-98
1297,-102
1298,-100
1299,-94
1300,-110
1301,-98
1302,-112
1303,-102
1304,-110
1305,-96
1306,-104
1307,-102
1308,-104
1309,-100
1310,-104
1311,-98
1312,-100
1313,-112
1314,-96
1315,-104
1316,-102
1317,-102
1318,-98
1319,-108
1320,-102
1321,-104
1322,-100
1323,-110
1324,-98
1325,-106
1326,-108
1327,-102
1328,-100
1329,-104
1330,-102
1331,-102
1332,-102
1333,-104
1334,-102
1335,-108
1336,-114
1337,-100
1338,-114
1339,-102
1340,-116
1341,-106
1342,-110
1343,-104
1344,-104
1345,-104
1346,-104
1347,-102
1348,-110
1349,-104
1350,-100
1351,-102
1352,-112
1353,-102
1354,-104
1355,-110
1356,-104
1357,-104
1358,-104
1359,-96
1360,-102
1361,-100
1362,-100
1363,-102
1364,-112
1365,-104
1366,-98
1367,-100
1368,-110
1369,-106
1370,-108
1371,-106
1372,-114
1373,-98
1374,-98
1375,-106
1376,-112
1377,-98
1378,-106
1379,-100
1380,-106
1381,-98
1382,-102
1383,-100
1384,-104
1385,-104
1386,-102
1387,-102
1388,-104
1389,-102
1390,-100
1391,-104
1392,-98
1393,-102
1394,-98
1395,-102
1396,-102
1397,-94
1398,-106
1399,-100
1400,-106
1401,-116
1402,-106
1403,-106
1404,-102
1405,-100
1406,-100
1407,-108
1408,-108
1409,-112
1410,-114
1411,-102
1412,-100
1413,-104
1414,-102
1415,-98
1416,-104
1417,-108
1418,-102
1419,-106
1420,-104
1421,-100
1422,-106
1423,-104
1424,-102
1425,-104
1426,-98
1427,-108
1428,-104
1429,-102
1430,-96
1431,-104
1432,-100
1433,-102
1434,-106
1435,-100
1436,-108
1437,-108
1438,-102
1439,-102
1440,-104
1441,-108
1442,-100
1443,-106
1444,-112
1445,-102
1446,-98
1447,-112
1448,-106
1449,-106
1450,-100
1451,-104
1452,-98
1453,-100
1454,-104
1455,-102
1456,-102
1457,-98
1458,-98
1459,-106
1460,-102
1461,-98
1462,-106
1463,-104
1464,-102
1465,-98
1466,-108
1467,-104
1468,-102
1469,-106
1470,-100
1471,-108
1472,-96
1473,-98
1474,-106
1475,-106
1476,-104
1477,-98
1478,-106
1479,-102
1480,-108
1481,-98
1482,-108
1483,-102
1484,-110
1485,-100
1486,-104
1487,-98
1488,-106
1489,-98
1490,-114
1491,-102
1492,-112
1493,-102
1494,-104
1495,-98
1496,-102
1497,-106
1498,-118
1499,-106
