,EEE
0,150
1,140
2,106
3,102
4,150
5,150
6,148
7,102
8,100
9,104
10,140
11,100
12,100
13,150
14,100
15,150
16,150
17,100
18,100
19,100
20,100
21,100
22,100
23,150
24,150
25,136
26,150
27,100
28,150
29,100
30,150
31,144
32,150
33,100
34,150
35,100
36,150
37,104
38,100
39,100
40,144
41,100
42,100
43,150
44,100
45,100
46,100
47,100
48,150
49,100
50,150
51,100
52,100
53,100
54,112
55,108
56,142
57,150
58,100
59,100
60,150
61,106
62,142
63,150
64,138
65,100
66,150
67,100
68,136
69,100
70,134
71,144
72,100
73,100
74,100
75,150
76,136
77,100
78,100
79,150
80,100
81,100
82,150
83,150
84,150
85,150
86,100
87,124
88,140
89,124
90,100
91,100
92,150
93,118
94,144
95,142
96,100
97,100
98,150
99,142
100,100
101,106
102,140
103,100
104,100
105,150
106,114
107,100
108,144
109,150
110,110
111,100
112,106
113,100
114,140
115,130
116,100
117,150
118,142
119,144
120,100
121,150
122,150
123,150
124,150
125,124
126,100
127,114
128,150
129,142
130,104
131,104
132,144
133,100
134,106
135,100
136,106
137,140
138,100
139,100
140,150
141,100
142,100
143,144
144,144
145,150
146,100
147,150
148,104
149,128
150,100
151,100
152,140
153,100
154,150
155,150
156,100
157,100
158,100
159,150
160,106
161,98
162,100
163,100
164,104
165,100
166,138
167,100
168,128
169,100
170,100
171,118
172,150
173,100
174,100
175,108
176,150
177,100
178,150
179,150
180,100
181,150
182,100
183,144
184,104
185,142
186,142
187,132
188,140
189,150
190,124
191,132
192,100
193,100
194,152
195,150
196,144
197,100
198,100
199,142
200,118
201,150
202,136
203,150
204,100
205,122
206,104
207,144
208,150
209,100
210,134
211,144
212,100
213,106
214,100
215,100
216,142
217,100
218,100
219,100
220,104
221,116
222,150
223,100
224,100
225,150
226,100
227,100
228,100
229,144
230,100
231,150
232,144
233,106
234,100
235,138
236,150
237,150
238,150
239,150
240,104
241,150
242,106
243,136
244,100
245,150
246,106
247,150
248,100
249,150
250,100
251,106
252,100
253,150
254,100
255,150
256,106
257,132
258,100
259,100
260,100
261,150
262,150
263,100
264,150
265,100
266,150
267,140
268,100
269,150
270,150
271,100
272,100
273,100
274,100
275,150
276,100
277,100
278,104
279,100
280,150
281,130
282,140
283,150
284,142
285,104
286,100
287,142
288,100
289,100
290,100
291,100
292,100
293,138
294,150
295,150
296,126
297,104
298,150
299,100
300,100
301,150
302,150
303,106
304,100
305,100
306,150
307,106
308,100
309,150
310,150
311,100
312,150
313,122
314,100
315,152
316,100
317,100
318,134
319,150
320,150
321,100
322,100
