,EEE
0,48
1,-24
2,132
3,140
4,-32
5,-8
6,58
7,-54
8,-46
9,2
10,4
11,-52
12,-70
13,10
14,-64
15,-8
16,16
17,-24
18,-58
19,6
20,-62
21,18
22,-74
23,22
24,-8
25,-48
26,-6
27,-22
28,34
29,-78
30,-76
31,28
32,26
33,-54
34,54
35,-58
36,16
37,-40
38,146
39,-14
40,-8
41,-64
42,-2
43,-18
44,2
45,-30
46,-64
47,-8
48,168
49,-16
50,12
51,-60
52,-70
53,10
54,-64
55,88
56,22
57,-74
58,16
59,-72
60,2
61,-46
62,-8
63,128
64,46
65,-66
66,-42
67,-10
68,-44
69,-20
70,-40
71,0
72,56
73,-32
74,10
75,-54
76,-70
77,10
78,-26
79,6
80,-36
81,20
82,74
83,170
84,10
85,-70
86,28
87,-76
88,128
89,72
90,-8
91,-64
92,-58
93,22
94,-50
95,-18
96,108
97,-60
98,150
99,150
100,-2
101,-50
102,-24
103,-32
104,-2
105,-66
106,68
107,108
108,10
109,-54
110,104
111,0
112,-56
113,0
114,64
115,-72
116,16
117,-72
118,10
119,-70
120,-30
121,2
122,-50
123,14
124,-56
125,0
126,12
127,-44
128,-76
129,28
130,-8
131,-32
132,-2
133,-50
134,-62
135,18
136,-38
137,-6
138,-54
139,10
140,-10
141,70
142,-30
143,2
144,0
145,-56
146,-32
147,-8
148,84
149,-36
150,114
151,130
152,62
153,78
154,6
155,-58
156,-72
157,16
158,84
159,108
160,16
161,-56
162,96
163,72
164,-8
165,0
166,-52
167,-12
168,-74
169,22
170,10
171,-70
172,126
173,110
174,-4
175,-28
176,38
177,-58
178,22
179,-74
180,6
181,-10
182,10
183,-70
184,28
185,-44
186,2
187,-46
188,150
189,150
190,124
191,132
192,44
193,148
194,-46
195,2
196,34
197,-78
198,-54
199,-6
200,116
201,140
202,18
203,-46
204,8
205,-48
206,4
207,-36
208,6
209,-10
210,-54
211,10
212,150
213,150
214,174
215,30
216,4
217,-68
218,106
219,106
220,-2
221,14
222,-56
223,0
224,-48
225,40
226,-50
227,14
228,58
229,42
230,-70
231,42
232,-68
233,4
234,-56
235,0
236,94
237,-82
238,-42
239,-10
240,-40
241,-16
242,-22
243,170
244,-42
245,22
246,-28
247,-20
248,126
249,110
250,-6
251,-22
252,16
253,-56
254,-56
255,80
256,66
257,-14
258,116
259,124
260,10
261,-54
262,-16
263,-40
264,34
265,-78
266,46
267,-66
268,-40
269,176
270,-14
271,-46
272,34
273,-78
274,-68
275,4
276,-84
277,100
278,-50
279,14
280,-44
281,12
282,-52
283,20
284,-78
285,34
286,-6
287,-54
288,-64
289,-8
290,4
291,-68
292,-64
293,40
294,-84
295,52
296,-52
297,-12
298,4
299,-68
300,-68
301,4
302,-68
303,4
304,116
305,92
306,-64
307,24
308,-68
309,4
310,-70
311,10
312,-58
313,22
314,-48
315,8
316,-72
317,16
318,186
319,-6
320,2
321,-46
322,-46
323,18
324,-56
325,32
326,-28
327,-4
328,-80
329,40
330,-26
331,22
332,126
333,14
334,-2
335,46
336,48
337,-72
338,-28
339,12
340,-54
341,-6
342,12
343,-28
344,28
345,36
346,-56
347,64
348,-40
349,0
350,-80
351,120
352,-70
353,10
354,20
355,-52
356,-64
357,-8
358,46
359,-82
360,114
361,98
362,14
363,-50
364,82
365,-14
366,126
367,-18
368,144
369,120
370,40
371,32
372,-6
373,-54
374,-42
375,22
376,160
377,8
378,12
379,148
380,-10
381,-42
382,106
383,-54
384,138
385,74
386,-8
387,-64
388,24
389,-32
390,80
391,8
392,54
393,-58
394,150
395,150
396,44
397,100
398,-16
399,-8
400,144
401,-24
402,-66
403,-2
404,14
405,14
406,10
407,154
408,6
409,-42
410,4
411,28
412,-6
413,74
414,-66
415,-2
416,-58
417,22
418,-50
419,14
420,-70
421,10
422,-80
423,152
424,-40
425,16
426,-58
427,6
428,-2
429,-66
430,12
431,-60
432,-8
433,-64
434,48
435,-72
436,4
437,-52
438,-4
439,-44
440,10
441,-54
442,-78
443,130
444,-84
445,100
446,60
447,-76
448,-62
449,50
450,0
451,-56
452,-90
453,102
454,8
455,-32
456,-18
457,110
458,54
459,-42
460,32
461,-40
462,108
463,-44
464,-54
465,-6
466,-54
467,10
468,16
469,-72
470,-36
471,52
472,-42
473,22
474,36
475,28
476,-60
477,28
478,-28
479,-20
480,60
481,116
482,150
483,150
484,8
485,-64
486,-50
487,14
488,-34
489,-18
490,74
491,122
492,106
493,-54
494,-70
495,10
496,-32
497,-8
498,16
499,-72
500,-20
501,84
502,20
503,-52
504,10
505,-70
506,-30
507,-14
508,-56
509,64
510,-20
511,-28
512,-2
513,30
514,156
515,100
516,-38
517,-6
518,-24
519,-16
520,14
521,-50
522,-24
523,112
524,-76
525,28
526,172
527,-44
528,-64
529,-8
530,-48
531,24
532,-16
533,184
534,98
535,-62
536,-16
537,-8
538,6
539,-58
540,10
541,-38
542,10
543,-70
544,-56
545,48
546,30
547,94
548,-56
549,80
550,-80
551,40
552,-54
553,26
554,52
555,92
556,-26
557,6
558,-54
559,-6
560,42
561,-54
562,118
563,118
564,-26
565,6
566,22
567,-74
568,-62
569,18
570,-68
571,4
572,74
573,90
574,-64
575,88
576,-10
577,-42
578,-14
579,-30
580,-62
581,98
582,108
583,52
584,28
585,20
586,140
587,100
588,-44
589,-4
590,-44
591,28
592,36
593,-52
594,-66
595,-2
596,-40
597,48
598,-12
599,-36
600,-66
601,-2
602,46
603,-50
604,112
605,120
606,-8
607,-64
608,30
609,-66
610,162
611,-30
612,20
613,12
614,-36
615,-12
616,148
617,-84
618,104
619,-80
620,-54
621,10
622,2
623,-14
624,-6
625,-6
626,-72
627,16
628,36
629,124
630,-72
631,48
632,10
633,-70
634,0
635,-56
636,-66
637,46
638,-2
639,142
640,-28
641,12
642,10
643,-70
644,0
645,-56
