,EEE
646,-34
647,14
648,2
649,-46
650,78
651,-50
652,150
653,150
654,122
655,122
656,28
657,-76
658,-56
659,0
660,-8
661,-32
662,-56
663,16
664,28
665,-76
666,-56
667,0
668,20
669,-36
670,-56
671,0
672,-6
673,-54
674,4
675,-52
676,60
677,52
678,18
679,-62
680,-46
681,2
682,-62
683,18
684,-38
685,138
686,-54
687,10
688,-34
689,-2
690,26
691,-54
692,-44
693,-4
694,140
695,116
696,100
697,-68
698,-2
699,126
700,-60
701,12
702,44
703,-60
704,-10
705,-42
706,-26
707,-26
708,-10
709,38
710,-54
711,10
712,-82
713,78
714,140
715,-60
716,52
717,-68
718,122
719,106
720,-8
721,-16
722,92
723,-44
724,-54
725,10
726,12
727,-28
728,126
729,110
730,132
731,124
732,184
733,-16
734,-70
735,58
736,4
737,44
738,136
739,144
740,64
741,-56
742,-10
743,-42
744,-38
745,26
746,18
747,-46
748,-78
749,34
750,60
751,52
752,8
753,96
754,-2
755,-66
756,138
757,26
758,-26
759,38
760,20
761,-68
762,20
763,-36
764,-36
765,-12
766,42
767,-38
768,-48
769,-8
770,-34
771,-2
772,30
773,-66
774,-2
775,-66
776,-56
777,64
778,28
779,-76
780,36
781,-20
782,-58
783,6
784,-56
785,16
786,38
787,-58
788,20
789,-20
790,142
791,110
792,8
793,-32
794,-12
795,12
796,106
797,-70
798,28
799,-28
800,-74
801,86
802,52
803,-36
804,34
805,114
806,-16
807,56
808,-10
809,-42
810,-2
811,-66
812,38
813,-58
814,162
815,-46
816,10
817,-70
818,6
819,-26
820,-48
821,-8
822,12
823,-28
824,38
825,-42
826,32
827,-40
828,-70
829,122
830,-70
831,10
832,38
833,-58
834,10
835,138
836,100
837,-36
838,-60
839,44
840,-52
841,20
842,-20
843,-28
844,124
845,84
846,138
847,138
848,0
849,-40
850,-4
851,20
852,34
853,-78
854,40
855,128
856,118
857,-74
858,-38
859,10
860,-6
861,202
862,-32
863,168
864,-40
865,0
866,-74
867,22
868,10
869,-38
870,-56
871,0
872,110
873,110
874,-46
875,50
876,0
877,-56
878,-60
879,12
880,16
881,-72
882,22
883,-74
884,-32
885,88
886,-10
887,54
888,-38
889,26
890,-10
891,-42
892,-4
893,-28
894,-40
895,-16
896,16
897,-72
898,-32
899,8
900,-52
901,-12
902,-64
903,-8
904,-70
905,58
906,-78
907,34
908,-44
909,140
910,-2
911,-66
912,52
913,44
914,-6
915,-54
916,132
917,-52
918,-54
919,26
920,-2
921,-66
922,42
923,-70
924,-74
925,102
926,-2
927,-66
928,-72
929,16
930,2
931,130
932,-44
933,-4
934,-22
935,-38
936,156
937,-76
938,46
939,-82
940,-4
941,-44
942,188
943,-28
944,60
945,-44
946,-36
947,4
948,-56
949,32
950,-52
951,4
952,-66
953,62
954,-16
955,-24
956,-10
957,-42
958,26
959,-38
960,-8
961,-64
962,-60
963,108
964,-10
965,-42
966,-10
967,70
968,-74
969,54
970,-34
971,-2
972,54
973,-58
974,114
975,-62
976,28
977,20
978,20
979,-20
980,12
981,-44
982,-46
983,2
984,-68
985,4
986,4
987,44
988,-2
989,126
990,-22
991,-22
992,-54
993,10
994,48
995,-72
996,-24
997,160
998,-52
999,4
