,Algaater
0,98
1,150
2,106
3,150
4,150
5,150
6,150
7,102
8,112
9,82
10,100
11,150
12,150
13,150
14,128
15,150
16,108
17,150
18,96
19,150
20,108
21,150
22,150
23,150
24,106
25,128
26,104
27,150
28,102
29,150
30,96
31,102
32,150
33,114
34,150
35,150
36,132
37,96
38,104
39,122
40,150
41,126
42,90
43,150
44,150
45,104
46,150
47,150
48,108
49,110
50,100
51,150
52,164
53,150
54,104
55,150
56,120
57,150
58,150
59,150
60,150
61,76
62,108
63,120
64,130
65,84
66,150
67,150
68,122
69,122
70,122
71,108
72,64
73,112
74,114
75,88
76,150
77,92
78,150
79,150
80,150
81,120
82,102
83,150
84,150
85,96
86,150
87,118
88,150
89,110
90,108
91,122
92,150
93,106
94,106
95,150
96,150
97,150
98,150
99,78
100,150
101,150
102,96
103,110
104,104
105,150
106,100
107,150
108,134
109,150
110,110
111,114
112,122
113,102
114,150
115,104
116,150
117,108
118,150
119,108
120,150
121,128
122,150
123,150
124,116
125,92
126,118
127,118
128,98
129,150
130,150
131,62
132,128
133,150
134,150
135,102
136,150
137,106
138,150
139,150
140,122
141,96
142,104
143,116
144,70
145,150
146,150
147,106
148,150
149,150
150,150
151,150
152,102
153,150
154,150
155,150
156,150
157,150
158,150
159,150
160,102
161,112
162,150
163,150
164,120
165,102
166,100
167,150
168,128
169,102
170,150
171,126
172,128
173,150
174,150
175,150
176,150
177,98
178,88
179,150
180,140
181,150
182,116
183,150
184,124
185,110
186,150
187,150
188,150
189,108
190,150
191,122
192,150
193,124
194,150
195,150
196,122
197,92
198,120
199,138
200,150
201,104
202,108
203,112
204,150
205,150
206,150
207,114
208,150
209,120
210,100
211,150
212,116
213,114
214,94
215,90
216,124
217,96
218,150
219,150
220,104
221,122
222,150
223,120
224,150
225,150
226,110
227,66
228,98
229,150
230,150
231,102
232,150
233,150
234,150
235,150
236,122
237,150
238,120
239,150
240,102
241,150
242,70
243,150
244,104
245,120
246,108
247,114
248,120
249,150
250,150
251,150
252,100
253,96
254,114
255,150
256,150
257,116
258,150
259,150
260,104
261,106
262,94
263,72
264,150
265,118
266,122
267,106
268,118
269,114
270,118
271,150
272,150
273,150
274,150
275,136
276,114
277,66
278,150
279,102
280,124
281,150
282,104
283,150
284,150
285,102
286,150
287,106
288,102
289,110
290,150
291,116
292,150
293,98
294,104
295,150
296,116
297,150
298,150
299,150
300,102
301,72
302,150
303,150
304,150
305,104
306,116
307,150
308,150
309,108
310,150
311,150
312,150
313,150
314,150
315,150
316,108
317,116
318,150
319,104
320,106
321,108
322,106
323,122
324,110
325,110
326,150
327,100
328,150
329,150
330,106
331,150
332,150
333,114
334,150
335,118
336,150
337,102
338,100
339,150
340,150
341,40
342,102
343,150
344,126
345,62
346,122
347,92
348,126
349,150
350,104
351,150
352,122
353,108
354,124
355,122
356,150
357,104
358,150
359,110
360,150
361,150
362,150
363,126
364,150
365,96
366,120
367,106
368,100
369,124
370,120
371,100
372,98
373,150
374,92
375,140
376,150
377,104
378,100
379,100
380,76
381,150
382,150
383,76
384,108
385,94
386,120
387,150
388,114
389,150
390,150
391,102
392,92
393,122
394,118
395,132
396,118
397,150
398,150
399,98
400,124
401,150
402,126
403,94
404,110
405,122
406,112
407,150
408,102
409,132
410,150
411,150
412,104
413,122
414,150
415,150
416,150
417,100
418,104
419,150
420,150
421,96
422,150
423,150
424,108
425,122
426,150
427,150
428,94
429,66
430,120
431,102
432,150
433,114
434,150
435,120
436,150
437,150
438,126
439,98
440,150
441,118
442,150
443,150
444,114
445,122
446,128
447,132
448,102
449,150
450,108
451,150
452,150
453,106
454,150
455,106
456,100
457,150
458,150
459,98
460,102
461,116
462,112
463,150
464,150
465,106
466,150
467,150
468,128
469,104
470,150
471,150
472,118
473,126
474,150
475,150
476,116
477,150
478,120
479,150
480,110
481,150
482,150
483,100
484,150
485,120
486,104
487,150
488,150
489,150
490,82
491,122
492,150
493,150
494,148
495,116
496,150
497,150
498,106
499,150
