,BBL
395,100
396,100
397,100
398,100
399,100
400,100
401,100
402,150
403,100
404,100
405,100
406,100
407,150
408,150
409,100
410,150
411,100
412,150
413,150
414,100
415,150
416,100
417,100
418,100
419,100
420,100
421,100
422,100
423,150
424,150
425,100
426,150
427,150
428,150
429,150
430,100
431,150
432,150
433,100
434,100
435,150
436,100
437,100
438,150
439,150
440,100
441,150
442,100
443,150
444,100
445,150
446,100
447,150
448,100
449,100
450,150
451,100
452,100
453,100
454,100
455,100
456,150
457,100
458,150
459,100
460,150
461,100
462,150
463,100
464,100
465,100
466,100
467,150
468,100
469,100
470,100
471,150
472,100
473,100
474,150
475,150
476,100
477,100
478,150
479,150
480,100
481,150
482,150
483,100
484,150
485,100
486,150
487,150
488,100
489,100
490,100
491,150
492,150
493,100
494,100
495,150
496,100
497,100
498,100
499,100
500,-50
501,-50
502,-52
503,-50
504,-50
505,-52
506,-50
507,-52
508,-52
509,-50
510,-50
511,-50
512,-50
513,-50
514,-50
515,-50
516,-50
517,-50
518,-52
519,-52
520,-50
521,-50
522,-52
523,-50
524,-50
525,-50
526,-50
527,-52
528,-50
529,-52
530,-50
531,-52
532,-52
533,-50
534,-50
535,-50
536,-52
537,-50
538,-50
539,-50
540,-50
541,-50
542,-52
543,-52
544,-50
545,-50
546,-50
547,-52
548,-50
549,-50
550,-52
551,-52
552,-50
553,-50
554,-52
555,-50
556,-52
557,-52
558,-52
559,-50
560,-50
561,-50
562,-50
563,-50
564,-52
565,-52
566,-52
567,-52
568,-50
569,-52
570,-50
571,-50
572,-50
573,-50
574,-52
575,-50
576,-52
577,-52
578,-50
579,-52
580,-50
581,-50
582,-50
583,-52
584,-52
585,-50
586,-50
587,-50
588,-50
589,-50
590,-50
591,-50
592,-52
593,-52
594,-52
595,-50
596,-50
597,-52
598,-50
599,-50
600,-50
601,-50
602,-50
603,-50
604,-52
605,-52
606,-50
607,-50
608,-50
609,-50
610,-50
611,-50
612,-50
613,-50
614,-50
615,-52
616,-50
617,-50
618,-52
619,-50
620,-50
621,-52
622,-50
623,-50
624,-50
625,-52
626,-50
627,-52
628,-52
629,-50
630,-50
631,-52
632,-52
633,-52
634,-50
635,-50
636,-52
637,-52
638,-50
639,-50
640,-52
641,-50
642,-50
643,-50
644,-50
645,-50
646,-52
647,-50
648,-52
649,-52
650,-50
651,-50
652,-52
653,-50
654,-50
655,-52
656,-52
657,-50
658,-50
659,-52
660,-50
661,-50
662,-50
663,-52
664,-52
665,-50
666,-52
667,-50
668,-50
669,-50
670,-50
671,-52
672,-52
673,-52
674,-50
675,-50
676,-52
677,-52
678,-50
679,-50
680,-50
681,-52
682,-50
683,-52
684,-52
685,-52
686,-50
687,-50
688,-50
689,-50
690,-52
691,-52
692,-50
693,-50
694,-52
695,-50
696,-50
697,-52
698,-52
699,-50
700,-52
701,-52
702,-52
703,-50
704,-50
705,-52
706,-52
707,-50
708,-50
709,-52
710,-52
711,-50
712,-50
713,-50
714,-52
715,-50
716,-50
717,-50
718,-50
719,-52
720,-50
721,-52
722,-50
723,-52
724,-50
725,-52
726,-52
727,-52
728,-50
729,-50
730,-50
731,-50
732,-52
733,-50
734,-52
735,-52
736,-50
737,-52
738,-50
739,-50
740,-50
741,-50
742,-52
743,-52
744,-52
745,-50
746,-50
747,-52
748,-50
749,-52
750,-52
751,-52
752,-50
753,-52
754,-52
755,-50
756,-50
757,-50
758,-50
759,-50
760,-52
761,-52
762,-50
763,-50
764,-50
765,-52
766,-50
767,-52
768,-50
769,-50
770,-52
771,-52
772,-52
773,-52
774,-50
775,-52
776,-50
777,-50
778,-50
779,-52
780,-50
781,-52
782,-50
783,-52
784,-50
785,-50
786,-50
787,-50
788,-52
789,-50
790,-52
791,-50
792,-50
793,-50
794,-52
795,-50
796,-52
797,-50
798,-50
799,-50
800,-50
801,-50
802,-52
803,-50
804,-50
805,-50
806,-50
807,-52
808,-50
809,-52
810,-50
811,-52
812,-50
813,-52
814,-50
815,-50
816,-52
817,-52
818,-50
819,-52
820,-50
821,-52
822,-52
823,-52
824,-52
825,-52
826,-52
827,-50
828,-52
829,-52
830,-52
831,-52
832,-50
833,-52
834,-52
835,-50
836,-50
837,-50
838,-50
839,-52
840,-50
841,-50
842,-52
843,-50
844,-50
845,-50
846,-50
847,-50
848,-50
849,-50
850,-50
851,-50
852,-52
853,-50
854,-52
855,-50
856,-50
857,-50
858,-50
859,-50
860,-50
861,-50
862,-52
863,-52
864,-50
865,-52
866,-52
867,-52
868,-50
869,-50
870,-52
871,-50
872,-52
873,-52
874,-50
875,-52
876,-50
877,-52
878,-52
879,-50
880,-52
881,-52
882,-52
883,-52
884,-50
885,-50
886,-50
887,-52
888,-52
889,-50
890,-50
891,-52
892,-50
893,-50
894,-50
895,-50
896,-52
897,-50
898,-52
899,-52
900,-50
901,-52
902,-50
903,-52
904,-52
905,-52
906,-50
907,-50
908,-50
909,-50
910,-52
911,-50
912,-50
913,-50
914,-50
915,-50
916,-50
917,-50
918,-52
919,-50
920,-50
921,-50
922,-50
923,-50
924,-50
925,-50
926,-50
927,-50
928,-50
929,-52
930,-50
931,-52
932,-50
933,-50
934,-52
935,-50
936,-50
937,-52
938,-50
939,-50
940,-50
941,-50
942,-50
943,-50
944,-50
945,-50
946,-52
947,-50
948,-50
949,-52
950,-50
951,-50
952,-50
953,-50
954,-50
955,-50
956,-50
957,-50
958,-50
959,-52
960,-50
961,-52
962,-50
963,-52
964,-50
965,-52
966,-52
967,-52
968,-50
969,-52
970,-52
971,-52
972,-52
973,-50
974,-50
975,-50
976,-50
977,-52
978,-50
979,-50
980,-50
981,-52
982,-52
983,-50
984,-52
985,-50
986,-50
987,-52
988,-50
989,-50
990,-50
991,-50
992,-50
993,-52
994,-50
995,-52
996,-52
997,-50
998,-50
999,-52
1000,-52
1001,-52
1002,-52
1003,-50
1004,-52
1005,-50
1006,-50
1007,-50
1008,-50
1009,-52
1010,-52
1011,-52
1012,-50
1013,-50
1014,-50
1015,-52
1016,-50
1017,-52
1018,-52
1019,-52
1020,-50
1021,-50
1022,-50
1023,-52
1024,-52
1025,-50
1026,-50
1027,-50
1028,-50
1029,-50
1030,-50
1031,-50
1032,-52
1033,-52
1034,-52
1035,-50
1036,-52
1037,-50
1038,-50
1039,-50
1040,-50
1041,-50
1042,-50
1043,-52
1044,-50
1045,-52
1046,-50
1047,-50
1048,-52
1049,-52
1050,-52
1051,-50
1052,-52
1053,-52
1054,-50
1055,-50
1056,-50
1057,-50
1058,-50
1059,-52
1060,-50
1061,-50
1062,-50
1063,-52
1064,-50
1065,-52
1066,-50
1067,-52
1068,-52
1069,-50
1070,-52
1071,-50
1072,-52
1073,-50
1074,-50
1075,-50
1076,-50
1077,-52
1078,-50
1079,-52
1080,-52
1081,-50
1082,-50
1083,-50
1084,-52
1085,-50
1086,-50
1087,-52
1088,-52
1089,-52
1090,-50
1091,-50
1092,-50
1093,-52
1094,-50
1095,-52
1096,-50
1097,-50
1098,-52
1099,-50
1100,-52
1101,-52
1102,-50
1103,-50
1104,-52
1105,-50
1106,-50
1107,-50
1108,-50
1109,-50
1110,-50
1111,-50
1112,-52
1113,-52
1114,-50
1115,-52
1116,-50
1117,-52
1118,-50
1119,-50
1120,-52
1121,-50
1122,-52
1123,-50
1124,-52
1125,-52
1126,-52
1127,-52
1128,-50
1129,-50
1130,-52
1131,-50
1132,-50
1133,-52
1134,-50
1135,-50
1136,-50
1137,-50
1138,-50
1139,-50
1140,-52
1141,-50
1142,-52
1143,-52
1144,-52
1145,-50
1146,-50
1147,-52
1148,-52
1149,-50
1150,-52
1151,-50
1152,-52
1153,-50
1154,-50
1155,-50
1156,-52
1157,-52
1158,-52
1159,-52
1160,-50
1161,-50
1162,-50
1163,-50
1164,-52
1165,-50
1166,-52
1167,-52
1168,-52
1169,-50
1170,-52
1171,-50
1172,-50
1173,-52
1174,-50
1175,-52
1176,-52
1177,-52
1178,-52
1179,-50
1180,-52
1181,-52
1182,-50
1183,-50
1184,-50
1185,-50
1186,-50
1187,-52
1188,-52
1189,-52
1190,-52
1191,-50
1192,-50
1193,-52
1194,-52
1195,-50
1196,-50
1197,-52
1198,-50
1199,-50
1200,-50
1201,-50
1202,-52
1203,-50
1204,-50
1205,-50
1206,-52
1207,-50
1208,-50
1209,-52
1210,-52
1211,-52
1212,-52
1213,-50
1214,-50
1215,-52
1216,-52
1217,-52
1218,-50
1219,-52
1220,-50
1221,-50
1222,-50
1223,-50
1224,-50
1225,-52
1226,-50
1227,-50
1228,-50
1229,-50
1230,-52
1231,-50
1232,-50
1233,-52
1234,-52
1235,-50
1236,-50
1237,-50
1238,-50
1239,-52
1240,-52
1241,-52
1242,-50
1243,-50
1244,-52
1245,-50
1246,-50
1247,-50
1248,-50
1249,-52
1250,-50
1251,-52
1252,-50
1253,-52
1254,-50
1255,-50
1256,-52
1257,-50
1258,-52
1259,-50
1260,-50
1261,-52
1262,-50
1263,-50
1264,-50
1265,-52
1266,-50
1267,-52
1268,-50
1269,-52
1270,-50
1271,-50
1272,-52
1273,-52
1274,-50
1275,-52
1276,-50
1277,-52
1278,-52
1279,-52
1280,-50
1281,-50
1282,-50
1283,-50
1284,-50
1285,-52
1286,-50
1287,-52
1288,-50
1289,-52
1290,-50
1291,-50
1292,-50
1293,-52
1294,-52
1295,-52
1296,-50
1297,-52
1298,-50
1299,-50
1300,-52
1301,-50
1302,-52
1303,-50
1304,-52
1305,-52
1306,-50
1307,-50
1308,-52
1309,-50
1310,-50
1311,-50
1312,-50
1313,-50
1314,-52
1315,-52
1316,-50
1317,-50
1318,-50
1319,-50
1320,-50
1321,-50
1322,-50
1323,-50
1324,-52
1325,-52
1326,-50
1327,-50
1328,-50
1329,-52
1330,-50
1331,-52
1332,-50
1333,-50
1334,-50
1335,-50
1336,-52
1337,-52
1338,-50
1339,-52
1340,-52
1341,-50
1342,-50
1343,-50
1344,-50
1345,-52
1346,-52
1347,-50
1348,-52
1349,-50
1350,-50
1351,-52
1352,-52
1353,-52
1354,-50
1355,-52
1356,-50
1357,-50
1358,-50
1359,-50
1360,-50
1361,-52
1362,-50
1363,-52
1364,-50
1365,-52
1366,-52
1367,-50
1368,-50
1369,-50
1370,-50
1371,-50
1372,-50
1373,-52
1374,-50
1375,-50
1376,-52
1377,-52
1378,-52
1379,-52
1380,-52
1381,-52
1382,-50
1383,-52
1384,-52
1385,-52
1386,-50
1387,-50
1388,-52
1389,-50
1390,-52
1391,-52
1392,-52
1393,-50
1394,-52
1395,-52
1396,-50
1397,-50
1398,-52
1399,-52
1400,-50
1401,-52
1402,-50
1403,-50
1404,-50
1405,-52
1406,-52
1407,-50
1408,-50
1409,-50
1410,-52
1411,-50
1412,-52
1413,-50
1414,-50
1415,-50
1416,-52
1417,-50
1418,-52
1419,-52
1420,-50
1421,-50
1422,-50
1423,-50
1424,-50
1425,-50
1426,-52
1427,-50
1428,-50
1429,-50
1430,-52
1431,-52
1432,-52
1433,-50
1434,-52
1435,-50
1436,-50
1437,-50
1438,-50
1439,-52
1440,-50
1441,-50
1442,-52
1443,-50
1444,-50
1445,-50
1446,-52
1447,-52
1448,-52
1449,-50
1450,-52
1451,-52
1452,-52
1453,-50
1454,-50
1455,-50
1456,-52
1457,-50
1458,-50
1459,-50
1460,-52
1461,-52
1462,-52
1463,-50
1464,-52
1465,-50
1466,-50
1467,-52
1468,-50
1469,-50
1470,-50
1471,-52
1472,-52
1473,-52
1474,-52
1475,-50
1476,-52
1477,-52
1478,-50
1479,-50
1480,-50
1481,-50
1482,-50
1483,-50
1484,-50
1485,-52
1486,-50
1487,-50
1488,-52
1489,-50
1490,-52
1491,-52
1492,-52
1493,-50
1494,-50
1495,-52
1496,-52
1497,-50
1498,-50
1499,-50
