,BBL
0,150
1,100
2,100
3,150
4,100
5,150
6,100
7,150
8,150
9,150
10,100
11,100
12,100
13,100
14,100
15,100
16,150
17,150
18,150
19,100
20,150
21,150
22,150
23,100
24,150
25,100
26,100
27,150
28,150
29,100
30,150
31,150
32,100
33,150
34,150
35,100
36,100
37,150
38,100
39,150
40,100
41,100
42,150
43,100
44,150
45,150
46,100
47,100
48,150
49,150
50,150
51,100
52,150
53,150
54,100
55,100
56,150
57,100
58,100
59,150
60,150
61,150
62,100
63,150
64,150
65,150
66,150
67,100
68,100
69,150
70,100
71,150
72,150
73,100
74,100
75,100
76,150
77,150
78,100
79,100
80,100
81,100
82,100
83,150
84,150
85,100
86,100
87,100
88,100
89,100
90,150
91,150
92,100
93,150
94,100
95,100
96,100
97,100
98,150
99,100
100,100
101,150
102,100
103,100
104,100
105,150
106,100
107,100
108,100
109,100
110,150
111,100
112,100
113,150
114,100
115,100
116,100
117,100
118,100
119,150
120,150
121,150
122,150
123,150
124,150
125,100
126,100
127,100
128,100
129,100
130,150
131,100
132,100
133,100
134,100
135,150
136,100
137,150
138,150
139,100
140,100
141,100
142,150
143,150
144,150
145,150
146,150
147,100
148,150
149,150
150,100
151,150
152,150
153,100
154,100
155,100
156,150
157,100
158,150
159,100
160,100
161,100
162,100
163,150
164,100
165,150
166,100
167,150
168,100
169,100
170,100
171,150
172,150
173,150
174,100
175,100
176,100
177,150
178,150
179,100
180,100
181,100
182,150
183,150
184,100
185,100
186,150
187,100
188,100
189,150
190,150
191,150
192,100
193,150
194,150
195,100
196,150
197,100
198,100
199,150
200,150
201,100
202,100
203,150
204,100
205,100
206,100
207,150
208,150
209,150
210,150
211,100
212,150
213,150
214,100
215,100
216,100
217,100
218,150
219,100
220,150
221,100
222,150
223,100
224,150
225,150
226,100
227,100
228,100
229,150
230,100
231,100
232,150
233,150
234,100
235,100
236,100
237,100
238,150
239,150
240,100
241,100
242,100
243,150
244,100
245,100
246,100
247,150
248,100
249,100
250,100
251,100
252,100
253,100
254,150
255,150
256,100
257,100
258,150
259,100
260,100
261,150
262,150
263,100
264,150
265,100
266,100
267,100
268,150
269,100
270,100
271,100
272,100
273,100
274,150
275,150
276,150
277,100
278,100
279,100
280,100
281,100
282,150
283,100
284,150
285,150
286,150
287,100
288,100
289,100
290,100
291,150
292,150
293,100
294,100
295,150
296,100
297,100
298,100
299,150
300,100
301,150
302,100
303,150
304,150
305,150
306,150
307,150
308,100
309,100
310,100
311,100
312,150
313,100
314,150
315,150
316,100
317,150
318,150
319,150
320,100
321,150
322,100
323,100
324,100
325,150
326,150
327,150
328,100
329,100
330,100
331,150
332,100
333,100
334,150
335,100
336,100
337,150
338,150
339,150
340,100
341,100
342,100
343,150
344,150
345,150
346,150
347,100
348,150
349,100
350,150
351,100
352,150
353,150
354,150
355,150
356,100
357,100
358,100
359,150
360,150
361,100
362,100
363,150
364,100
365,100
366,100
367,150
368,150
369,100
370,100
371,100
372,100
373,100
374,100
375,100
376,100
377,100
378,100
379,100
380,100
381,100
382,100
383,150
384,150
385,100
386,150
387,100
388,150
389,100
390,150
391,150
392,100
393,150
394,100
