,CoopPunishOpp,BullyOpp,BullyPunishOpp
0,150,-50,-52
1,100,-50,-52
2,100,-52,-52
3,150,-50,-50
4,100,-50,-52
5,150,-52,-50
6,100,-50,-50
7,150,-52,-50
8,150,-52,-50
9,150,-50,-52
10,100,-50,-52
11,100,-50,-52
12,100,-50,-50
13,100,-50,-50
14,100,-50,-50
15,100,-50,-52
16,150,-50,-50
17,150,-50,-52
18,150,-52,-52
19,100,-52,-52
20,150,-50,-50
21,150,-50,-50
22,150,-52,-50
23,100,-50,-52
24,150,-50,-52
25,100,-50,-50
26,100,-50,-50
27,150,-52,-50
28,150,-50,-50
29,100,-52,-50
30,150,-50,-50
31,150,-52,-50
32,100,-52,-52
33,150,-50,-52
34,150,-50,-52
35,100,-50,-50
36,100,-52,-52
37,150,-50,-50
38,100,-50,-50
39,150,-50,-50
40,100,-50,-50
41,100,-50,-50
42,150,-52,-50
43,100,-52,-52
44,150,-50,-50
45,150,-50,-52
46,100,-50,-50
47,100,-52,-50
48,150,-50,-52
49,150,-50,-52
50,150,-52,-52
51,100,-52,-50
52,150,-50,-52
53,150,-50,-52
54,100,-52,-50
55,100,-50,-50
56,150,-52,-50
57,100,-52,-50
58,100,-52,-50
59,150,-50,-52
60,150,-50,-50
61,150,-50,-50
62,100,-50,-50
63,150,-50,-52
64,150,-52,-50
65,150,-52,-52
66,150,-52,-50
67,100,-52,-52
68,100,-50,-52
69,150,-52,-50
70,100,-50,-52
71,150,-50,-50
72,150,-50,-52
73,100,-50,-50
74,100,-52,-50
75,100,-50,-50
76,150,-52,-50
77,150,-52,-52
78,100,-50,-50
79,100,-52,-52
80,100,-50,-52
81,100,-50,-50
82,100,-50,-50
83,150,-52,-50
84,150,-52,-52
85,100,-50,-50
86,100,-50,-50
87,100,-50,-52
88,100,-50,-52
89,100,-50,-52
90,150,-50,-50
91,150,-50,-50
92,100,-52,-50
93,150,-52,-52
94,100,-52,-50
95,100,-50,-52
96,100,-50,-50
97,100,-52,-50
98,150,-50,-52
99,100,-50,-50
100,100,-50,-52
101,150,-50,-52
102,100,-50,-50
103,100,-50,-50
104,100,-52,-52
105,150,-52,-50
106,100,-50,-50
107,100,-50,-50
108,100,-50,-50
109,100,-50,-50
110,150,-50,-50
111,100,-50,-50
112,100,-50,-52
113,150,-50,-52
114,100,-50,-50
115,100,-52,-52
116,100,-50,-50
117,100,-50,-52
118,100,-52,-50
119,150,-50,-50
120,150,-50,-52
121,150,-52,-50
122,150,-50,-52
123,150,-50,-50
124,150,-50,-52
125,100,-52,-52
126,100,-50,-52
127,100,-52,-52
128,100,-52,-50
129,100,-50,-50
130,150,-50,-52
131,100,-52,-50
132,100,-52,-50
133,100,-52,-52
134,100,-50,-50
135,150,-50,-50
136,100,-52,-50
137,150,-52,-50
138,150,-50,-50
139,100,-50,-50
140,100,-52,-52
141,100,-50,-50
142,150,-50,-52
143,150,-50,-52
144,150,-50,-52
145,150,-50,-50
146,150,-52,-50
147,100,-50,-52
148,150,-52,-52
149,150,-52,-50
150,100,-50,-52
151,150,-50,-50
152,150,-52,-52
153,100,-50,-50
154,100,-50,-50
155,100,-52,-50
156,150,-52,-52
157,100,-50,-52
158,150,-50,-52
159,100,-52,-52
160,100,-50,-50
161,100,-50,-50
162,100,-50,-50
163,150,-52,-50
164,100,-52,-52
165,150,-50,-50
166,100,-52,-52
167,150,-50,-52
168,100,-50,-52
169,100,-50,-50
170,100,-50,-52
171,150,-52,-50
172,150,-52,-50
173,150,-52,-52
174,100,-50,-50
175,100,-50,-52
176,100,-52,-52
177,150,-52,-52
178,150,-50,-52
179,100,-50,-50
180,100,-50,-52
181,100,-52,-52
182,150,-50,-50
183,150,-52,-50
184,100,-52,-50
185,100,-52,-50
186,150,-50,-50
187,100,-50,-52
188,100,-50,-52
189,150,-50,-52
190,150,-52,-52
191,150,-52,-50
192,100,-50,-50
193,150,-50,-52
194,150,-52,-52
195,100,-50,-50
196,150,-50,-50
197,100,-52,-52
198,100,-52,-50
199,150,-50,-50
200,150,-52,-50
201,100,-52,-50
202,100,-52,-52
203,150,-50,-50
204,100,-50,-50
205,100,-52,-50
206,100,-52,-52
207,150,-50,-50
208,150,-50,-50
209,150,-52,-52
210,150,-52,-52
211,100,-50,-52
212,150,-50,-52
213,150,-50,-50
214,100,-52,-50
215,100,-50,-52
216,100,-50,-52
217,100,-50,-52
218,150,-50,-50
219,100,-52,-52
220,150,-50,-50
221,100,-52,-50
222,150,-50,-50
223,100,-52,-50
224,150,-50,-50
225,150,-52,-52
226,100,-52,-50
227,100,-52,-50
228,100,-50,-50
229,150,-50,-50
230,100,-50,-52
231,100,-50,-50
232,150,-52,-50
233,150,-50,-52
234,100,-52,-52
235,100,-52,-50
236,100,-50,-50
237,100,-52,-50
238,150,-50,-50
239,150,-50,-52
240,100,-50,-52
241,100,-50,-52
242,100,-52,-50
243,150,-52,-50
244,100,-52,-52
245,100,-50,-50
246,100,-50,-50
247,150,-52,-50
248,100,-50,-50
249,100,-52,-52
250,100,-52,-50
251,100,-52,-52
252,100,-50,-50
253,100,-52,-52
254,150,-52,-50
255,150,-50,-50
256,100,-50,-52
257,100,-50,-50
258,150,-50,-52
259,100,-50,-50
260,100,-52,-50
261,150,-52,-52
262,150,-50,-50
263,100,-50,-50
264,150,-50,-50
265,100,-52,-52
266,100,-50,-50
267,100,-52,-52
268,150,-50,-50
269,100,-50,-52
270,100,-52,-50
271,100,-52,-50
272,100,-52,-52
273,100,-52,-52
274,150,-50,-50
275,150,-52,-52
276,150,-50,-50
277,100,-50,-52
278,100,-50,-52
279,100,-52,-52
280,100,-50,-50
281,100,-52,-50
282,150,-50,-50
283,100,-52,-50
284,150,-50,-50
285,150,-50,-52
286,150,-50,-50
287,100,-50,-52
288,100,-52,-50
289,100,-50,-52
290,100,-52,-50
291,150,-50,-50
292,150,-50,-50
293,100,-50,-52
294,100,-52,-52
295,150,-50,-52
296,100,-52,-50
297,100,-50,-52
298,100,-50,-50
299,150,-50,-50
300,100,-50,-52
301,150,-50,-50
302,100,-52,-52
303,150,-50,-50
304,150,-50,-52
305,150,-50,-52
306,150,-50,-50
307,150,-52,-50
308,100,-50,-52
309,100,-52,-50
310,100,-50,-50
311,100,-52,-50
312,150,-50,-50
313,100,-52,-50
314,150,-50,-52
315,150,-50,-52
316,100,-52,-50
317,150,-52,-50
318,150,-50,-50
319,150,-52,-50
320,100,-50,-50
321,150,-52,-50
322,100,-52,-50
323,100,-52,-50
324,100,-52,-52
325,150,-52,-52
326,150,-52,-50
327,150,-50,-50
328,100,-52,-50
329,100,-52,-52
330,100,-52,-50
331,150,-52,-52
332,100,-50,-50
333,100,-52,-50
334,150,-52,-50
335,100,-50,-50
336,100,-50,-52
337,150,-50,-52
338,150,-50,-50
339,150,-52,-52
340,100,-50,-52
341,100,-50,-50
342,100,-52,-50
