,EEE
0,110
1,154
2,138
3,130
4,148
5,144
6,140
7,146
8,132
9,100
10,100
11,116
12,140
13,144
14,120
15,100
16,152
17,110
18,110
19,102
20,126
21,100
22,58
23,68
24,118
25,96
26,108
27,112
28,122
29,156
30,80
31,50
32,94
33,116
34,92
35,84
36,114
37,92
38,16
39,120
40,136
41,142
42,150
43,112
44,122
45,98
46,112
47,112
48,70
49,116
50,88
51,106
52,98
53,140
54,76
55,44
56,142
57,108
58,102
59,48
60,106
61,116
62,84
63,150
64,112
65,42
66,134
67,100
68,156
69,98
70,56
71,112
72,92
73,106
74,144
75,120
76,38
77,112
78,88
79,158
80,118
81,144
82,60
83,116
84,80
85,76
86,92
87,156
88,50
89,106
90,100
91,122
92,136
93,94
94,48
95,86
96,140
97,90
98,100
99,102
100,150
101,118
102,132
103,146
104,152
105,112
106,140
107,150
108,138
109,112
110,136
111,100
112,110
113,84
114,126
115,106
116,140
117,144
118,102
119,150
120,28
121,100
122,82
123,106
124,106
125,86
126,124
127,102
128,118
129,160
130,152
131,104
132,138
133,92
134,112
135,142
136,110
137,134
138,56
139,112
140,30
141,134
142,150
143,122
144,142
145,136
146,126
147,156
148,126
149,94
150,144
151,94
152,76
153,144
154,84
155,84
156,106
157,144
158,114
159,126
160,-2
161,110
162,118
163,134
164,154
165,142
166,88
167,118
168,146
169,142
170,158
171,144
172,62
173,120
174,84
175,106
176,130
177,154
178,88
179,138
180,112
181,90
182,94
183,134
184,66
185,118
186,120
187,130
188,134
189,150
190,138
191,106
192,112
193,114
194,140
195,118
196,134
197,130
198,114
199,122
200,70
201,130
202,146
203,46
204,148
205,100
206,14
207,106
208,98
209,106
210,114
211,72
212,134
213,84
214,120
215,130
216,138
217,70
218,114
219,24
220,52
221,112
222,122
223,100
224,136
225,104
226,80
227,110
228,152
229,134
230,118
231,142
232,116
233,100
234,66
235,140
236,80
237,82
238,-14
239,100
240,102
241,90
242,94
243,86
244,88
245,96
246,56
247,130
248,74
249,132
250,112
251,154
252,152
253,80
254,110
255,72
256,58
257,132
258,128
259,148
260,128
261,134
262,86
263,114
264,106
265,82
266,116
267,82
268,106
269,118
270,110
271,110
272,162
273,54
274,112
275,98
276,88
277,108
278,156
279,118
280,118
281,100
282,24
283,148
284,140
285,108
286,100
287,84
288,130
289,106
290,94
291,150
292,150
293,102
294,98
295,34
296,102
297,110
298,112
299,108
300,162
301,76
302,94
303,140
304,124
305,156
306,112
307,140
308,138
309,142
310,94
311,150
312,88
313,136
314,114
315,152
316,120
317,148
318,84
319,140
320,154
321,110
322,116
323,124
324,130
325,96
326,118
327,94
328,106
329,124
330,112
331,136
332,114
333,62
334,122
335,104
336,112
337,100
338,58
339,54
340,110
341,34
342,140
343,96
344,112
345,124
346,96
347,112
348,144
349,80
350,118
351,152
352,118
353,48
354,154
355,150
356,74
357,76
358,104
359,80
360,142
361,74
362,112
363,130
364,38
365,78
366,102
367,142
368,100
369,106
370,106
371,78
372,72
373,70
374,134
375,134
376,148
377,94
378,104
379,148
380,96
381,94
382,106
383,150
384,152
385,128
386,144
387,84
388,92
389,84
390,132
391,112
392,112
393,136
394,110
395,150
396,140
397,120
398,50
399,92
400,122
401,150
402,106
403,68
404,136
405,58
406,110
407,158
408,106
409,150
410,100
411,88
412,64
413,44
414,60
415,146
416,106
417,100
418,54
419,128
420,124
421,58
422,108
423,142
424,98
425,108
426,100
427,140
428,78
429,110
430,112
431,84
432,124
433,150
434,144
435,130
436,72
437,124
438,56
439,50
440,68
441,128
442,152
443,140
444,98
445,150
446,120
447,68
448,114
449,106
450,146
451,118
452,104
453,124
454,136
455,142
456,124
457,70
458,148
459,124
460,86
461,126
462,116
463,98
464,96
465,90
466,148
467,60
468,142
469,112
470,70
471,144
472,138
473,62
474,128
475,116
476,128
477,144
478,88
479,64
480,136
481,150
482,154
483,130
484,104
485,136
486,90
487,116
488,60
489,118
490,94
491,92
492,76
493,114
494,154
495,106
496,124
497,58
498,112
499,92
