,Algaater
0,34
1,-12
2,106
3,50
4,62
5,52
6,14
7,-20
8,44
9,98
10,46
11,-8
12,-6
13,132
14,150
15,-16
16,-10
17,46
18,98
19,-18
20,106
21,-6
22,30
23,0
24,-12
25,16
26,-24
27,-24
28,-20
29,-8
30,56
31,-4
32,0
33,8
34,78
35,-8
36,150
37,-22
38,144
39,-12
40,106
41,14
42,6
43,98
44,-4
45,66
46,130
47,-8
48,-4
49,120
50,126
51,10
52,86
53,160
54,-12
55,48
56,90
57,-6
58,-22
59,94
60,-6
61,102
62,150
63,92
64,-32
65,116
66,16
67,150
68,150
69,0
70,-22
71,-4
72,112
73,6
74,150
75,0
76,58
77,32
78,112
79,-6
80,-20
81,-16
82,-14
83,-6
84,-14
85,112
86,-12
87,6
88,12
89,156
90,108
91,92
92,66
93,-14
94,-6
95,-44
96,160
97,-14
98,108
99,-12
100,120
101,-16
102,120
103,150
104,150
105,12
106,110
107,-14
108,-6
109,126
110,-6
111,56
112,-18
113,-12
114,-12
115,-20
116,106
117,-24
118,-38
119,82
120,150
121,-8
122,30
123,102
124,24
125,-8
126,40
127,-16
128,114
129,150
130,150
131,-12
132,-12
133,128
134,4
135,-12
136,104
137,52
138,-8
139,124
140,86
141,-14
142,-10
143,-14
144,150
145,-36
146,12
147,32
148,-2
149,102
150,-14
151,114
152,-10
153,150
154,-12
155,40
156,72
157,102
158,12
159,18
160,-20
161,2
162,30
163,96
164,132
165,-24
166,-10
167,-18
168,-2
169,2
170,130
171,74
172,132
173,-6
174,-6
175,-12
176,120
177,6
178,102
179,126
180,-8
181,-6
182,6
183,120
184,150
185,104
186,-10
187,2
188,26
189,-14
190,-12
191,-10
192,-18
193,-8
194,-14
195,-12
196,-8
197,-8
198,106
199,150
200,-22
201,-20
202,-2
203,104
204,144
205,148
206,148
207,-8
208,-14
209,-14
210,-10
211,46
212,2
213,160
214,2
215,122
216,-10
217,-14
218,6
219,118
220,-6
221,8
222,-6
223,-8
224,150
225,150
226,20
227,152
228,-18
229,42
230,4
231,-2
232,144
233,0
234,142
235,-16
236,-14
237,124
238,92
239,150
240,124
241,2
242,-6
243,-12
244,60
245,156
246,-6
247,52
248,52
249,124
250,-20
251,150
252,140
253,160
254,32
255,0
256,-18
257,28
258,150
259,-4
260,-28
261,-16
262,112
263,68
264,6
265,-20
266,124
267,122
268,-18
269,146
270,82
271,60
272,-8
273,-6
274,0
275,-8
276,-22
277,-10
278,-10
279,-12
280,-2
281,134
282,-6
283,-34
284,34
285,62
286,50
287,-18
288,150
289,-14
290,48
291,4
292,6
293,-12
294,72
295,62
296,-12
297,-24
298,150
299,64
300,96
301,14
302,28
303,88
304,56
305,98
306,-4
307,-20
308,-6
309,-14
310,-18
311,-8
312,90
313,12
314,-10
315,-14
316,156
317,-6
318,-2
319,0
320,-6
321,78
322,-42
323,-6
324,150
325,-4
326,26
327,34
328,150
329,-20
330,24
331,16
332,-10
333,-8
334,114
335,120
336,44
337,128
338,-18
339,138
340,-14
341,-6
342,12
343,-20
344,-18
345,-12
346,22
347,14
348,150
349,-16
350,-8
351,-4
352,38
353,162
354,4
355,144
356,-12
357,2
358,-30
359,-32
360,-18
361,-44
362,158
363,112
364,-20
365,134
366,10
367,-2
368,2
369,-20
370,92
371,18
372,12
373,-26
374,-8
375,106
376,-10
377,-2
378,-12
379,-14
380,8
381,-18
382,-2
383,24
384,10
385,-20
386,68
387,-8
388,-2
389,-14
390,-6
391,118
392,-10
393,-14
394,42
395,0
396,106
397,88
398,-8
399,0
400,-6
401,-4
402,-28
403,-8
404,150
405,10
406,-2
407,-22
408,2
409,-16
410,-16
411,150
412,12
413,-2
414,10
415,106
416,20
417,-12
418,-10
419,-8
420,140
421,4
422,-24
423,6
424,-12
425,128
426,-8
427,40
428,-20
429,136
430,-14
431,-18
432,138
433,-16
434,150
435,-6
436,156
437,-10
438,40
439,148
440,6
441,150
442,-26
443,150
444,160
445,150
446,120
447,-10
448,-8
449,0
450,2
451,-8
452,52
453,-6
454,54
455,-18
456,46
457,-2
458,118
459,6
460,78
461,-12
462,-12
463,12
464,76
465,-12
466,4
467,76
468,128
469,118
470,-8
471,-8
472,98
473,150
474,-10
475,-20
476,6
477,-16
478,-10
479,8
480,-8
481,-16
482,-16
483,6
484,-12
485,138
486,-16
487,-42
488,20
489,-8
490,92
491,8
492,142
493,12
494,-14
495,-10
496,6
497,122
498,2
499,4
